0,5984437,5033070,5984769,5033055,5982843,5033029
2048,6130875,5242762,6129421,5242770,6128297,5242771
4096,6275488,5452468,6276139,5452475,6276395,5452473
6144,6420922,5662230,6420174,5662238,6419865,5662237
8192,6566416,5871995,6566761,5871989,6567126,5871984
10240,6711783,6081742,6711465,6081745,6711362,6081741
12288,6856415,6291483,6857020,6291469,6858876,6291471
14336,7003501,6501214,7001526,6501213,7001430,6501223
16384,7149285,6710951,7149707,6710951,7146523,6710970
18432,7292840,6920664,7292539,6920673,7294293,6920682
20480,7439152,7130369,7439032,7130376,7438274,7130377
22528,7583665,7340102,7583662,7340082,7583977,7340093
24576,7730613,7549818,7729873,7549825,7729104,7549826
26624,7876375,7759532,7874613,7759521,7874699,7759522
28672,8020588,7969230,8019136,7969226,8022274,7969234
30720,8165140,8178935,8164991,8178933,8165685,8178936
32768,8310366,8388638,8312140,8388639,8312116,8388645
34816,8456666,8598368,8457829,8598375,8456140,8598364
36864,8603137,8808051,8604444,8808057,8602680,8808059
38912,8749086,9017752,8749035,9017759,8749595,9017759
40960,8893910,9227452,8892479,9227460,8893695,9227456
43008,9039415,9437150,9040937,9437154,9038688,9437155
45056,9186150,9646869,9186671,9646872,9183366,9646870
47104,9331256,9856590,9328497,9856600,9331198,9856594
49152,9476816,10066306,9475672,10066301,9474919,10066306
51200,9619592,10275980,9622222,10275980,9620579,10275986
53248,9768334,10485710,9765892,10485721,9768395,10485720
55296,9913478,10695403,9912541,10695409,9912600,10695408
57344,10056020,10905129,10057708,10905130,10057355,10905136
59392,10203663,11114870,10203502,11114880,10201540,11114871
61440,10347890,11324586,10348723,11324592,10349000,11324586
63488,10492583,11534307,10494804,11534318,10493230,11534323
