0,5983094,5032996,5982552,5032979,5984356,5032979
2048,6129286,5242718,6128292,5242721,6129773,5242728
4096,6273391,5452468,6272649,5452473,6274685,5452478
6144,6420387,5662235,6417612,5662241,6420659,5662239
8192,6564091,5871976,6566891,5871977,6563973,5871964
10240,6711152,6081684,6712126,6081694,6709909,6081686
12288,6858100,6291468,6855340,6291470,6857170,6291466
14336,7000773,6501233,7000751,6501226,7002235,6501236
16384,7148000,6710975,7149941,6710978,7146664,6710969
18432,7292669,6920713,7291053,6920709,7293469,6920711
20480,7438104,7130407,7438521,7130417,7437690,7130409
22528,7582229,7340132,7582657,7340145,7583015,7340138
24576,7728392,7549854,7728905,7549852,7728087,7549853
26624,7875153,7759571,7874592,7759561,7874605,7759572
28672,8020849,7969284,8021897,7969293,8019983,7969279
30720,8166965,8178964,8166945,8178977,8165794,8178978
32768,8310840,8388690,8313428,8388693,8310949,8388693
34816,8456554,8598399,8455883,8598401,8456226,8598406
36864,8604370,8808069,8603426,8808076,8602401,8808081
38912,8747689,9017792,8747378,9017794,8749826,9017785
40960,8890546,9227482,8894948,9227489,8894945,9227489
43008,9037886,9437155,9038605,9437171,9038539,9437168
45056,9187692,9646893,9183065,9646888,9182924,9646887
47104,9329199,9856605,9329853,9856612,9326902,9856615
49152,9477226,10066325,9476135,10066328,9476911,10066344
51200,9621312,10276028,9619361,10276015,9621796,10276022
53248,9766043,10485728,9766923,10485739,9766084,10485738
55296,9912064,10695404,9911341,10695429,9910123,10695423
57344,10055693,10905112,10057087,10905120,10057968,10905123
59392,10202705,11114832,10202561,11114827,10202968,11114833
61440,10347482,11324542,10348060,11324565,10348966,11324561
63488,10495854,11534256,10493096,11534253,10494437,11534261
