0,5047295,3689645,5046493,3689656,5046430,3689662
2048,5254402,3989520,5254472,3989530,5257159,3989530
4096,5464604,4289487,5465807,4289495,5465900,4289508
6144,5673742,4589600,5673378,4589541,5672433,4589541
8192,5880291,4889740,5881327,4889728,5881442,4889732
10240,6090119,5190027,6092135,5190019,6091188,5190013
12288,6299941,5490498,6296534,5490492,6298354,5490497
14336,6510484,5791266,6505439,5791264,6506913,5791259
16384,6717027,6092192,6717294,6092194,6717595,6092185
18432,6925532,6393156,6926952,6393156,6926535,6393148
20480,7136732,6694176,7134950,6694180,7134698,6694187
22528,7342494,6995177,7343526,6995155,7342721,6995166
24576,7553146,7296231,7553278,7296223,7553814,7296235
26624,7762540,7597254,7761572,7597237,7761539,7597266
28672,7970545,7898285,7970065,7898298,7971293,7898269
30720,8179809,8199323,8178974,8199305,8179712,8199325
32768,8388765,8500344,8387950,8500350,8388603,8500338
34816,8596971,8801419,8597036,8801419,8595826,8801404
36864,8806038,9102530,8806409,9102537,8807944,9102532
38912,9014549,9403591,9015693,9403575,9015985,9403575
40960,9222515,9704633,9224596,9704631,9224546,9704635
43008,9433961,10005694,9435048,10005722,9434112,10005704
45056,9642407,10306732,9640853,10306714,9642260,10306724
47104,9851139,10607739,9852022,10607727,9849556,10607714
49152,10060188,10908719,10058777,10908722,10060453,10908701
51200,10267877,11209675,10270290,11209663,10268295,11209694
53248,10477786,11510603,10478973,11510564,10477086,11510562
55296,10684864,11811451,10685419,11811450,10687422,11811444
57344,10895814,12112224,10896330,12112230,10897008,12112212
59392,11104201,12413045,11105807,12413013,11103406,12413025
61440,11312385,12713730,11313137,12713723,11313104,12713703
63488,11524032,13014455,11521896,13014437,11523495,13014434
