0,5982745,5033097,5983120,5033081,5982935,5033077
2048,6128471,5242797,6130293,5242803,6131567,5242804
4096,6274497,5452532,6276814,5452533,6272894,5452532
6144,6419466,5662262,6420592,5662279,6419974,5662271
8192,6564690,5872001,6566419,5872012,6566434,5872021
10240,6711346,6081737,6710550,6081761,6711713,6081749
12288,6857506,6291483,6858391,6291484,6856787,6291483
14336,7001479,6501211,7003677,6501211,7002731,6501215
16384,7146940,6710924,7149497,6710921,7148346,6710916
18432,7293410,6920625,7292560,6920635,7292344,6920630
20480,7438255,7130337,7438718,7130334,7439379,7130336
22528,7584505,7340048,7582676,7340055,7583337,7340051
24576,7729185,7549759,7730510,7549776,7729089,7549768
26624,7875686,7759482,7874481,7759471,7875557,7759491
28672,8021176,7969184,8021041,7969189,8019910,7969200
30720,8165022,8178926,8167237,8178927,8165458,8178939
32768,8311895,8388634,8312088,8388629,8309791,8388639
34816,8458102,8598360,8455863,8598360,8455855,8598365
36864,8603697,8808061,8602680,8808054,8603943,8808069
38912,8746436,9017750,8746032,9017751,8749546,9017758
40960,8893432,9227450,8893021,9227447,8894823,9227460
43008,9037860,9437130,9037664,9437132,9039732,9437116
45056,9184338,9646865,9183173,9646876,9184948,9646883
47104,9332814,9856581,9329581,9856586,9330950,9856581
49152,9474498,10066306,9473926,10066325,9476867,10066326
51200,9621711,10275988,9620275,10275990,9620371,10275990
53248,9766945,10485717,9766860,10485713,9766417,10485720
55296,9912933,10695418,9912971,10695421,9911709,10695434
57344,10057808,10905159,10056191,10905154,10057128,10905165
59392,10202765,11114915,10200675,11114926,10203688,11114915
61440,10348410,11324634,10348002,11324649,10349354,11324658
63488,10495157,11534334,10494861,11534319,10493972,11534340
