0,5048464,3685623,5048378,3685639,5047938,3685611
2048,5255378,3985700,5256893,3985702,5254387,3985711
4096,5465690,4285927,5464783,4285922,5466008,4285923
6144,5674361,4586112,5670670,4586135,5673585,4586109
8192,5882184,4886468,5882248,4886456,5881436,4886454
10240,6090797,5186941,6090138,5186923,6091291,5186945
12288,6299250,5487594,6298829,5487584,6300356,5487577
14336,6509207,5788513,6507893,5788533,6508079,5788527
16384,6718712,6089627,6716030,6089606,6716548,6089615
18432,6926105,6390733,6925185,6390732,6925618,6390724
20480,7134588,6691924,7134447,6691902,7136845,6691900
22528,7342232,6993103,7343566,6993087,7344274,6993088
24576,7553893,7294352,7552431,7294352,7552079,7294355
26624,7762420,7595575,7763566,7595575,7761110,7595555
28672,7970226,7896737,7969156,7896743,7968565,7896729
30720,8180725,8197943,8179559,8197936,8180401,8197955
32768,8387590,8499147,8388335,8499141,8388694,8499147
34816,8596699,8800322,8596433,8800328,8598583,8800324
36864,8807038,9101605,8805314,9101599,8804974,9101623
38912,9014733,9402824,9015221,9402825,9013598,9402830
40960,9224136,9704020,9224355,9704000,9223804,9704015
43008,9435426,10005232,9434514,10005239,9432024,10005214
45056,9643572,10306445,9640737,10306436,9642889,10306450
47104,9850733,10607616,9852019,10607615,9851099,10607601
49152,10061146,10908863,10059526,10908843,10059550,10908848
51200,10268844,11209964,10269609,11209965,10269636,11209980
53248,10479011,11511008,10477066,11511005,10477480,11511003
55296,10685942,11812039,10685307,11812029,10686936,11811995
57344,10895750,12112977,10895418,12112991,10893525,12112986
59392,11104243,12414037,11103431,12414028,11104122,12414036
61440,11314091,12714964,11312309,12714955,11311262,12714946
63488,11523174,13015848,11522443,13015823,11521225,13015817
