0,5047005,3686888,5046871,3686901,5047214,3686875
2048,5257397,3986961,5256758,3986954,5257280,3986949
4096,5463370,4287074,5464251,4287065,5464540,4287055
6144,5673834,4587218,5672453,4587239,5673059,4587227
8192,5880910,4887520,5883021,4887510,5881566,4887505
10240,6090976,5187854,6090696,5187867,6091573,5187862
12288,6298359,5488535,6300907,5488538,6299132,5488536
14336,6507967,5789365,6507812,5789385,6509085,5789384
16384,6718223,6090370,6717273,6090371,6716884,6090372
18432,6925736,6391429,6926956,6391419,6928278,6391414
20480,7134953,6692519,7135784,6692512,7136091,6692505
22528,7342849,6993624,7343913,6993622,7342290,6993608
24576,7552124,7294742,7553566,7294734,7552995,7294732
26624,7760764,7595824,7761656,7595833,7760672,7595848
28672,7970273,7896907,7969458,7896919,7972608,7896919
30720,8179952,8198029,8177864,8198037,8179311,8198037
32768,8390078,8499147,8389537,8499139,8388382,8499142
34816,8597647,8800245,8597732,8800237,8597839,8800233
36864,8806153,9101396,8806531,9101396,8804833,9101400
38912,9014477,9402523,9014526,9402503,9014841,9402497
40960,9223720,9703610,9224414,9703627,9224564,9703615
43008,9433425,10004707,9433947,10004700,9432891,10004717
45056,9640752,10305812,9640672,10305814,9641229,10305793
47104,9851227,10606845,9850864,10606869,9853033,10606862
49152,10059414,10907906,10058974,10907922,10060600,10907924
51200,10269345,11208956,10268552,11208955,10269281,11208972
53248,10477129,11509946,10480084,11509946,10476180,11509925
55296,10685962,11810838,10686770,11810843,10686855,11810856
57344,10896761,12111808,10894518,12111807,10896209,12111811
59392,11103500,12412575,11104378,12412569,11104196,12412582
61440,11312276,12713434,11312871,12713441,11311229,12713447
63488,11521159,13014185,11522107,13014175,11520808,13014176
