0,5983310,5033105,5983459,5033088,5983588,5033088
2048,6128327,5242806,6127538,5242810,6127147,5242805
4096,6273502,5452543,6274538,5452536,6272929,5452544
6144,6417898,5662290,6418979,5662300,6418226,5662291
8192,6564501,5872028,6565938,5872031,6564875,5872033
10240,6710485,6081766,6708724,6081763,6710601,6081771
12288,6855667,6291481,6856353,6291495,6855835,6291476
14336,7001577,6501207,7002889,6501203,7001642,6501206
16384,7147413,6710938,7147335,6710934,7147292,6710931
18432,7291397,6920645,7291054,6920653,7292224,6920643
20480,7436733,7130337,7435843,7130345,7439322,7130338
22528,7583690,7340045,7584438,7340028,7583015,7340036
24576,7730568,7549768,7728876,7549761,7728149,7549767
26624,7874320,7759476,7873058,7759490,7872682,7759487
28672,8018451,7969166,8020268,7969177,8019892,7969173
30720,8165198,8178876,8165763,8178879,8165919,8178889
32768,8312133,8388585,8310268,8388591,8310415,8388597
34816,8455808,8598295,8455368,8598298,8456495,8598291
36864,8601341,8807996,8600976,8808016,8602849,8808006
38912,8746095,9017704,8747715,9017710,8747460,9017724
40960,8891545,9227417,8892103,9227414,8893677,9227426
43008,9038272,9437112,9038789,9437115,9037617,9437116
45056,9182456,9646812,9183436,9646818,9183261,9646819
47104,9329919,9856535,9328988,9856533,9330154,9856533
49152,9473085,10066259,9472944,10066254,9475291,10066255
51200,9620398,10275956,9620150,10275961,9621003,10275958
53248,9766225,10485708,9764976,10485717,9765277,10485728
55296,9910536,10695445,9911154,10695455,9913377,10695442
57344,10055491,10905194,10057446,10905206,10056759,10905193
59392,10203289,11114940,10204232,11114958,10201877,11114949
61440,10349602,11324672,10348776,11324691,10346835,11324690
63488,10493901,11534410,10493184,11534428,10493282,11534426
