dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5985426,5033062,4988228,5982392,5033032,4988204,5982373,5033032,4988208,5985648,5033026,4988208,5983348,5033028,4988208,5983623,5033028,4988216,5983986,5033026,4988188,5982193,5033022,4988182,5983266,5033024,4988196,5983944,5033022,4988179
256,6000385,5059262,5014796,6000554,5059252,5014804,5999043,5059238,5014797,6000840,5059244,5014794,6001003,5059238,5014784,5999956,5059246,5014783,6000676,5059248,5014793,5999478,5059244,5014786,6000587,5059240,5014770,6001091,5059240,5014779
512,6018947,5085474,5041367,6019805,5085461,5041379,6020395,5085468,5041378,6018517,5085460,5041367,6018239,5085459,5041363,6021010,5085464,5041366,6020310,5085460,5041361,6019954,5085448,5041348,6019522,5085450,5041354,6018431,5085442,5041357
768,6037022,5111623,5067900,6037066,5111628,5067892,6038891,5111627,5067903,6039040,5111621,5067889,6037282,5111640,5067904,6037838,5111631,5067902,6037211,5111633,5067888,6037012,5111621,5067892,6037017,5111638,5067899,6035402,5111626,5067885
1024,6057330,5137844,5094460,6055324,5137841,5094469,6057476,5137846,5094461,6054887,5137836,5094481,6056132,5137835,5094464,6056228,5137836,5094464,6055954,5137833,5094473,6056392,5137838,5094473,6056400,5137844,5094461,6056492,5137840,5094450
1280,6071641,5164088,5121074,6072478,5164094,5121070,6075624,5164107,5121085,6073340,5164094,5121082,6073786,5164090,5121090,6075074,5164092,5121068,6073528,5164100,5121083,6074988,5164098,5121074,6073640,5164090,5121070,6073340,5164094,5121086
1536,6091740,5190316,5147674,6091194,5190308,5147666,6091820,5190313,5147656,6090731,5190299,5147662,6094500,5190307,5147654,6092522,5190303,5147664,6093654,5190310,5147646,6093422,5190302,5147652,6093170,5190308,5147664,6093098,5190309,5147662
1792,6109254,5216494,5174214,6108738,5216489,5174196,6110522,5216489,5174197,6111122,5216473,5174206,6111282,5216477,5174205,6110863,5216499,5174200,6111068,5216487,5174196,6110106,5216494,5174192,6109828,5216496,5174198,6109535,5216493,5174194
2048,6128086,5242714,5200780,6128652,5242720,5200780,6128125,5242716,5200778,6129632,5242698,5200776,6130194,5242704,5200782,6127158,5242699,5200790,6129402,5242702,5200774,6128829,5242695,5200766,6130293,5242706,5200770,6128828,5242699,5200758
2304,6146722,5268948,5227376,6147270,5268954,5227372,6146632,5268948,5227370,6146044,5268946,5227374,6146176,5268940,5227376,6146004,5268964,5227370,6146326,5268953,5227372,6148156,5268951,5227372,6146554,5268942,5227366,6146232,5268938,5227378
2560,6164964,5295183,5253963,6166523,5295184,5253967,6165776,5295183,5253966,6164514,5295176,5253968,6164428,5295188,5253978,6164756,5295177,5253970,6164534,5295178,5253979,6164573,5295178,5253967,6165395,5295174,5253957,6165854,5295181,5253958
2816,6182156,5321360,5280508,6183460,5321351,5280516,6183662,5321374,5280512,6183992,5321354,5280498,6181764,5321364,5280506,6186000,5321358,5280502,6182778,5321361,5280506,6183016,5321355,5280510,6182244,5321369,5280510,6182186,5321370,5280506
3072,6201600,5347586,5307092,6200452,5347578,5307092,6201959,5347584,5307094,6201419,5347580,5307092,6200556,5347574,5307088,6201512,5347586,5307079,6202016,5347594,5307088,6202622,5347572,5307094,6200823,5347592,5307080,6203158,5347588,5307077
3328,6218356,5373841,5333697,6218638,5373834,5333692,6217826,5373833,5333691,6221004,5373835,5333692,6221188,5373831,5333699,6221472,5373821,5333689,6219023,5373835,5333689,6218190,5373822,5333698,6219866,5373828,5333682,6219276,5373830,5333699
3584,6238566,5400044,5360265,6239034,5400054,5360268,6237585,5400040,5360263,6239764,5400046,5360281,6238127,5400037,5360268,6238715,5400044,5360261,6236886,5400042,5360252,6237044,5400054,5360256,6237589,5400056,5360281,6240622,5400048,5360262
3840,6256303,5426230,5386808,6256053,5426236,5386812,6254704,5426220,5386808,6255834,5426226,5386805,6256471,5426234,5386818,6253207,5426230,5386801,6256342,5426224,5386810,6256668,5426228,5386805,6256016,5426232,5386820,6255010,5426242,5386814
4096,6274838,5452462,5413390,6271997,5452464,5413389,6273302,5452458,5413403,6273476,5452450,5413397,6274310,5452458,5413395,6275638,5452464,5413388,6274872,5452456,5413399,6275836,5452448,5413392,6274569,5452464,5413394,6274031,5452456,5413398
4352,6290270,5478714,5440010,6292366,5478703,5440016,6292093,5478726,5440019,6292731,5478726,5440010,6291656,5478720,5440003,6292876,5478722,5440023,6291626,5478722,5440017,6292966,5478715,5440013,6293980,5478714,5440018,6292492,5478720,5440021
4608,6312078,5504940,5466594,6310630,5504938,5466600,6309926,5504946,5466590,6310036,5504934,5466596,6309800,5504930,5466584,6310628,5504924,5466600,6311564,5504940,5466580,6310130,5504944,5466588,6310216,5504930,5466588,6310601,5504932,5466592
4864,6328130,5531106,5493119,6329628,5531092,5493099,6330088,5531102,5493118,6328792,5531102,5493119,6328979,5531104,5493111,6328126,5531102,5493117,6329040,5531112,5493117,6330070,5531098,5493109,6329789,5531106,5493115,6329513,5531116,5493128
5120,6347808,5557344,5519727,6347226,5557347,5519724,6346192,5557343,5519718,6345372,5557346,5519724,6343559,5557344,5519710,6347474,5557354,5519721,6346992,5557355,5519713,6347475,5557348,5519731,6345758,5557349,5519704,6347940,5557350,5519714
5376,6365422,5583568,5546292,6366546,5583572,5546292,6365875,5583566,5546292,6367084,5583562,5546302,6366106,5583576,5546300,6363970,5583582,5546308,6367189,5583559,5546306,6366124,5583584,5546292,6364962,5583574,5546306,6366250,5583578,5546304
5632,6383796,5609827,5572904,6382160,5609829,5572920,6382026,5609833,5572914,6383942,5609822,5572910,6383220,5609825,5572902,6383531,5609831,5572904,6382395,5609831,5572910,6383312,5609840,5572914,6385482,5609825,5572902,6383400,5609818,5572910
5888,6401896,5636039,5599471,6401236,5636037,5599488,6400500,5636040,5599470,6401694,5636048,5599489,6400992,5636044,5599482,6402018,5636043,5599492,6401532,5636044,5599481,6399960,5636033,5599480,6401098,5636052,5599489,6401684,5636038,5599485
6144,6418782,5662217,5626028,6419098,5662227,5626026,6419604,5662232,5626026,6419286,5662226,5626030,6419000,5662235,5626032,6418876,5662225,5626032,6419977,5662230,5626026,6418764,5662242,5626038,6422565,5662244,5626032,6418413,5662235,5626026
6400,6437898,5688448,5652607,6436226,5688458,5652614,6436904,5688470,5652618,6437531,5688456,5652606,6439636,5688456,5652597,6437902,5688458,5652604,6438696,5688448,5652602,6438126,5688454,5652593,6437688,5688454,5652599,6436944,5688444,5652593
6656,6456776,5714701,5679200,6455901,5714689,5679196,6457892,5714688,5679204,6456984,5714687,5679194,6455568,5714695,5679215,6456527,5714684,5679201,6456880,5714704,5679197,6454883,5714704,5679189,6454670,5714706,5679190,6455468,5714695,5679199
6912,6473158,5740922,5705768,6474803,5740920,5705776,6472731,5740922,5705789,6475378,5740914,5705776,6473228,5740934,5705766,6476534,5740914,5705788,6473669,5740920,5705780,6473930,5740916,5705774,6474362,5740914,5705770,6473697,5740926,5705786
7168,6492836,5767104,5732317,6492593,5767108,5732317,6494106,5767116,5732264,6490544,5767120,5732316,6492455,5767100,5732268,6492678,5767108,5732315,6493746,5767096,5732266,6493188,5767096,5732303,6491041,5767108,5732258,6492901,5767096,5732318
7424,6509627,5793310,5758828,6510351,5793310,5758826,6510860,5793320,5758832,6511826,5793318,5758822,6509268,5793318,5758836,6509350,5793324,5758834,6510628,5793306,5758834,6509618,5793312,5758828,6511458,5793318,5758830,6511678,5793310,5758830
7680,6531830,5819551,5785429,6529234,5819565,5785430,6529524,5819549,5785436,6528384,5819549,5785417,6530550,5819556,5785425,6529404,5819555,5785423,6528296,5819559,5785427,6529398,5819561,5785429,6529184,5819547,5785428,6528668,5819547,5785425
7936,6545555,5845780,5812006,6548292,5845774,5812010,6548148,5845778,5812005,6544772,5845778,5812002,6547572,5845782,5811999,6546454,5845788,5811994,6548122,5845774,5811998,6546142,5845772,5812006,6548208,5845776,5812002,6544622,5845776,5812000
8192,6564718,5871962,5838538,6566094,5871966,5838538,6564575,5871964,5838533,6565181,5871952,5838535,6566464,5871966,5838540,6565928,5871974,5838540,6565756,5871968,5838523,6565474,5871966,5838544,6564065,5871974,5838540,6563686,5871974,5838540
8448,6583324,5898194,5865111,6583788,5898186,5865119,6584138,5898195,5865109,6584886,5898187,5865113,6583174,5898189,5865113,6583192,5898202,5865131,6582006,5898176,5865101,6582824,5898183,5865101,6583180,5898186,5865110,6582609,5898182,5865115
8704,6599954,5924421,5891706,6602173,5924425,5891684,6602384,5924424,5891700,6600205,5924424,5891710,6604498,5924429,5891706,6600664,5924421,5891706,6601666,5924421,5891706,6601936,5924426,5891710,6601135,5924420,5891713,6601858,5924429,5891700
