dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5049444,3688026,3623285,5047584,3688029,3623279,5047317,3688064,3623290,5048958,3688081,3623303,5047658,3688081,3623302,5048358,3688073,3623322,5048478,3688087,3623324,5049496,3688080,3623312,5049786,3688069,3623316,5048300,3688099,3623317
256,5072801,3725616,3661463,5075128,3725599,3661463,5075832,3725624,3661438,5074091,3725622,3661464,5073268,3725633,3661469,5072658,3725651,3661465,5074499,3725620,3661473,5074190,3725633,3661464,5074292,3725620,3661457,5074566,3725645,3661454
512,5102434,3763142,3699598,5100596,3763143,3699603,5100806,3763165,3699597,5100738,3763155,3699580,5101596,3763150,3699598,5099172,3763163,3699614,5102332,3763161,3699611,5098078,3763177,3699593,5099653,3763191,3699593,5099460,3763191,3699606
768,5124447,3800650,3737720,5126514,3800670,3737725,5125040,3800670,3737696,5127512,3800659,3737677,5126443,3800684,3737699,5125344,3800668,3737682,5126816,3800674,3737698,5127666,3800677,3737706,5126017,3800675,3737701,5125060,3800693,3737702
1024,5153368,3838138,3775774,5152171,3838128,3775780,5154618,3838148,3775784,5153248,3838134,3775758,5153622,3838138,3775760,5152516,3838132,3775759,5150858,3838107,3775753,5151720,3838136,3775753,5153681,3838142,3775752,5151945,3838142,3775742
1280,5178014,3875628,3813850,5178502,3875639,3813870,5178221,3875633,3813864,5179966,3875650,3813838,5179086,3875614,3813838,5179334,3875635,3813832,5180733,3875646,3813821,5177548,3875617,3813824,5179739,3875637,3813842,5178440,3875633,3813838
1536,5205612,3913165,3851966,5204352,3913171,3851996,5203854,3913169,3851978,5205010,3913156,3851985,5204430,3913164,3851974,5201962,3913155,3851978,5204935,3913186,3851962,5206972,3913162,3851986,5203766,3913172,3851968,5203844,3913190,3851968
1792,5231760,3950683,3890055,5230601,3950692,3890063,5230368,3950692,3890053,5232275,3950682,3890094,5230596,3950680,3890086,5230548,3950691,3890072,5228020,3950673,3890051,5231408,3950670,3890074,5230714,3950658,3890059,5230448,3950677,3890044
2048,5257240,3988149,3928121,5255066,3988145,3928127,5256736,3988154,3928113,5256862,3988139,3928104,5257966,3988153,3928113,5256171,3988140,3928083,5256934,3988143,3928117,5255980,3988126,3928090,5256286,3988139,3928078,5256177,3988138,3928100
2304,5283928,4025654,3966223,5282066,4025665,3966204,5282549,4025652,3966204,5284646,4025662,3966211,5282570,4025662,3966194,5283128,4025667,3966215,5281257,4025671,3966213,5281684,4025675,3966211,5283394,4025656,3966186,5282232,4025658,3966204
2560,5309292,4063156,4004296,5309885,4063184,4004292,5307440,4063166,4004284,5310032,4063164,4004271,5308442,4063164,4004290,5309633,4063147,4004277,5309699,4063166,4004288,5308899,4063160,4004294,5309862,4063154,4004294,5311678,4063154,4004276
2816,5336310,4100725,4042420,5334370,4100708,4042414,5334030,4100714,4042418,5336813,4100714,4042418,5333844,4100710,4042410,5334885,4100708,4042424,5334630,4100706,4042422,5335988,4100721,4042428,5335692,4100706,4042398,5334157,4100720,4042394
3072,5360676,4138226,4080490,5359899,4138250,4080526,5361505,4138222,4080524,5361548,4138246,4080500,5361532,4138228,4080520,5361876,4138226,4080538,5362644,4138242,4080522,5363966,4138238,4080517,5362544,4138244,4080516,5361191,4138242,4080522
3328,5388289,4175703,4118565,5387594,4175689,4118571,5386626,4175694,4118548,5387532,4175693,4118548,5388404,4175695,4118561,5387972,4175703,4118551,5388074,4175713,4118561,5387329,4175692,4118548,5388420,4175702,4118552,5387093,4175693,4118545
3584,5412730,4213234,4156652,5413248,4213209,4156652,5412735,4213229,4156644,5412564,4213213,4156626,5413440,4213231,4156642,5411710,4213217,4156636,5412805,4213206,4156636,5412497,4213205,4156628,5414640,4213207,4156632,5412729,4213205,4156640
3840,5439290,4250773,4194770,5440126,4250764,4194744,5439262,4250774,4194738,5437220,4250763,4194728,5438711,4250761,4194766,5439080,4250770,4194736,5440740,4250755,4194754,5439722,4250768,4194758,5440808,4250782,4194748,5438150,4250783,4194766
4096,5466920,4288292,4232846,5463657,4288275,4232823,5465296,4288283,4232834,5465106,4288279,4232829,5465604,4288278,4232834,5465598,4288271,4232814,5463776,4288283,4232820,5463838,4288278,4232824,5464894,4288280,4232820,5465682,4288275,4232836
4352,5492706,4325752,4270872,5489969,4325752,4270854,5491467,4325740,4270885,5491548,4325732,4270874,5490994,4325756,4270846,5491222,4325740,4270868,5490786,4325744,4270840,5489569,4325726,4270846,5491962,4325744,4270852,5490258,4325774,4270868
4608,5519044,4363284,4308972,5518064,4363290,4308958,5516514,4363276,4308946,5518786,4363282,4308956,5516894,4363258,4308946,5516743,4363266,4308932,5516571,4363288,4308936,5517248,4363274,4308948,5518838,4363276,4308954,5517222,4363266,4308952
4864,5543224,4400810,4347027,5544695,4400790,4347054,5542620,4400816,4347058,5541936,4400814,4347040,5544118,4400808,4347031,5543348,4400820,4347056,5542884,4400826,4347046,5543134,4400812,4347033,5543683,4400800,4347056,5542498,4400812,4347042
5120,5569712,4438350,4385152,5568614,4438334,4385141,5570220,4438336,4385135,5571164,4438346,4385136,5571167,4438336,4385130,5569405,4438334,4385147,5568366,4438344,4385156,5569719,4438340,4385121,5569382,4438342,4385143,5569200,4438330,4385134
5376,5594526,4475874,4423212,5597052,4475866,4423218,5595776,4475872,4423223,5595192,4475866,4423210,5596784,4475876,4423214,5595412,4475874,4423196,5596356,4475884,4423217,5597399,4475892,4423228,5595288,4475892,4423236,5595282,4475892,4423206
5632,5623182,4513354,4461230,5622003,4513344,4461238,5622154,4513336,4461224,5622432,4513327,4461248,5620975,4513339,4461241,5621529,4513362,4461231,5621750,4513337,4461242,5622054,4513360,4461233,5623240,4513368,4461226,5621055,4513339,4461237
5888,5647169,4550873,4499341,5647062,4550868,4499328,5647270,4550879,4499328,5646994,4550867,4499320,5647654,4550876,4499315,5648032,4550865,4499307,5647571,4550865,4499328,5648213,4550892,4499310,5648142,4550884,4499326,5648176,4550877,4499343
6144,5673637,4588446,4537434,5673137,4588430,4537449,5673464,4588456,4537438,5674456,4588440,4537450,5674281,4588438,4537443,5673777,4588460,4537452,5674080,4588434,4537439,5674822,4588448,4537454,5673708,4588444,4537453,5675032,4588458,4537445
6400,5700208,4625952,4575524,5697976,4625966,4575504,5699902,4625949,4575526,5700087,4625962,4575522,5700296,4625980,4575512,5700304,4625970,4575502,5700212,4625974,4575524,5700364,4625974,4575512,5700834,4625962,4575502,5698396,4625960,4575532
6656,5727584,4663444,4613539,5724625,4663467,4613550,5725878,4663436,4613545,5726701,4663436,4613526,5725788,4663436,4613542,5725314,4663442,4613557,5725936,4663442,4613541,5726746,4663452,4613520,5727980,4663429,4613537,5724896,4663447,4613530
6912,5752484,4700979,4651610,5750412,4700960,4651604,5750470,4700966,4651608,5750966,4700964,4651602,5752701,4700957,4651614,5753776,4700952,4651600,5751842,4700968,4651622,5754096,4700985,4651616,5749013,4700976,4651608,5751079,4700959,4651612
7168,5778182,4738543,4689716,5777176,4738537,4689722,5778597,4738533,4689710,5778029,4738529,4689690,5777168,4738533,4689708,5776306,4738552,4689736,5779748,4738533,4689716,5777822,4738537,4689722,5778462,4738544,4689736,5777486,4738532,4689750
7424,5805856,4776077,4727810,5804346,4776073,4727800,5804153,4776078,4727816,5803198,4776076,4727816,5804190,4776082,4727820,5803314,4776086,4727812,5803211,4776077,4727814,5804850,4776078,4727810,5804864,4776061,4727814,5803511,4776098,4727820
7680,5830791,4813565,4765826,5831236,4813553,4765826,5829818,4813564,4765818,5832252,4813562,4765826,5829157,4813563,4765832,5831378,4813561,4765834,5831294,4813564,4765826,5829372,4813560,4765824,5827544,4813537,4765840,5829572,4813558,4765853
7936,5856330,4851114,4803936,5856154,4851109,4803924,5857526,4851115,4803916,5856032,4851107,4803932,5856500,4851128,4803900,5856448,4851144,4803910,5856277,4851096,4803922,5855768,4851113,4803910,5855470,4851101,4803912,5856346,4851104,4803934
8192,5884450,4888665,4841983,5882446,4888684,4841992,5883404,4888678,4841947,5883768,4888639,4841928,5883634,4888658,4841949,5881295,4888690,4841994,5881752,4888651,4841983,5881135,4888669,4841986,5881762,4888674,4841977,5882464,4888678,4841999
8448,5908574,4926226,4880012,5908656,4926208,4880008,5905772,4926218,4879992,5908291,4926204,4879998,5907716,4926206,4880032,5909419,4926210,4880004,5908630,4926206,4880020,5908674,4926208,4880006,5907950,4926230,4879996,5908352,4926226,4880016
8704,5935318,4963764,4918094,5935098,4963770,4918091,5935270,4963748,4918083,5935614,4963764,4918105,5934273,4963756,4918093,5934505,4963776,4918103,5934429,4963754,4918072,5934560,4963744,4918084,5933984,4963760,4918094,5932876,4963760,4918110
8960,5960656,5001227,4956126,5959277,5001255,4956112,5961348,5001256,4956110,5960768,5001246,4956108,5960750,5001260,4956130,5961570,5001236,4956106,5960486,5001251,4956126,5961699,5001251,4956134,5960326,5001261,4956118,5960856,5001227,4956100
9216,5987696,5038804,4994199,5986258,5038800,4994192,5986254,5038788,4994191,5986130,5038818,4994196,5985440,5038795,4994210,5985986,5038798,4994185,5987510,5038764,4994184,5987068,5038789,4994174,5987556,5038785,4994189,5988416,5038806,4994206
9472,6011989,5076384,5032334,6012675,5076374,5032324,6012755,5076394,5032334,6012935,5076388,5032332,6013046,5076368,5032326,6013091,5076366,5032326,6014080,5076380,5032334,6012225,5076366,5032320,6012318,5076384,5032332,6012326,5076404,5032332
9728,6041214,5113937,5070450,6037506,5113930,5070428,6037344,5113916,5070409,6038294,5113924,5070422,6038731,5113892,5070414,6039040,5113906,5070413,6040261,5113924,5070442,6040109,5113920,5070411,6039469,5113928,5070396,6038856,5113912,5070418
9984,6064866,5151420,5108486,6063330,5151420,5108474,6067146,5151402,5108490,6064364,5151426,5108460,6064343,5151426,5108468,6065104,5151414,5108472,6064248,5151434,5108482,6063158,5151418,5108468,6066161,5151430,5108484,6063960,5151434,5108497
10240,6091836,5189005,5146586,6088658,5189010,5146572,6088646,5188984,5146580,6091316,5189000,5146586,6090377,5188994,5146568,6091663,5188978,5146568,6089647,5188984,5146568,6091253,5188978,5146570,6091382,5188996,5146560,6092018,5188996,5146560
10496,6117221,5226566,5184660,6117938,5226554,5184676,6117770,5226546,5184648,6116518,5226545,5184660,6115738,5226548,5184666,6117019,5226548,5184664,6116894,5226546,5184666,6116936,5226554,5184648,6117860,5226526,5184658,6118204,5226554,5184660
10752,6143734,5264128,5222741,6143052,5264112,5222748,6143494,5264109,5222774,6142959,5264111,5222762,6142542,5264146,5222761,6143114,5264124,5222758,6144419,5264122,5222753,6143602,5264116,5222741,6142704,5264126,5222774,6143475,5264116,5222776
11008,6171599,5301710,5260863,6170274,5301684,5260856,6170003,5301708,5260857,6169804,5301714,5260866,6166978,5301690,5260848,6168323,5301686,5260853,6171982,5301696,5260853,6169556,5301680,5260852,6168914,5301692,5260855,6167265,5301698,5260863
11264,6193738,5339220,5298896,6194833,5339220,5298888,6193612,5339232,5298896,6194464,5339222,5298894,6195524,5339200,5298888,6196818,5339204,5298874,6197179,5339212,5298892,6195628,5339212,5298886,6194773,5339210,5298904,6194426,5339210,5298892
11520,6221350,5376786,5336983,6221816,5376798,5336990,6221160,5376792,5336978,6222320,5376788,5336992,6219943,5376786,5337000,6220504,5376786,5336979,6222495,5376792,5336992,6220218,5376812,5337008,6221242,5376798,5337002,6220986,5376796,5337012
11776,6247292,5414374,5375108,6248442,5414378,5375086,6249519,5414371,5375087,6247578,5414377,5375093,6246502,5414379,5375097,6245353,5414362,5375085,6247734,5414386,5375094,6247564,5414379,5375081,6246883,5414357,5375092,6248200,5414374,5375082
12032,6272266,5451952,5413187,6272058,5451956,5413192,6272834,5451952,5413176,6273266,5451958,5413189,6273648,5451954,5413209,6274139,5451944,5413196,6272876,5451962,5413185,6271429,5451933,5413190,6272264,5451956,5413182,6274346,5451932,5413184
12288,6299073,5489490,5451224,6299102,5489490,5451248,6299776,5489514,5451252,6299592,5489492,5451246,6299540,5489506,5451278,6301050,5489484,5451262,6298747,5489506,5451240,6299413,5489496,5451256,6300720,5489508,5451252,6299908,5489492,5451248
12544,6325334,5527089,5489356,6325944,5527077,5489360,6326748,5527089,5489354,6325697,5527086,5489354,6324222,5527088,5489364,6324772,5527071,5489344,6326364,5527081,5489334,6324520,5527079,5489372,6326343,5527068,5489348,6326006,5527085,5489356
12800,6351196,5564682,5527468,6353218,5564688,5527458,6351478,5564692,5527468,6351410,5564700,5527476,6351505,5564661,5527456,6351366,5564686,5527450,6350965,5564684,5527442,6351560,5564688,5527442,6350697,5564666,5527486,6351821,5564665,5527466
13056,6378078,5602286,5565578,6378344,5602282,5565602,6378926,5602299,5565602,6378410,5602289,5565582,6378068,5602289,5565588,6378496,5602305,5565600,6375912,5602308,5565590,6378676,5602280,5565588,6377571,5602297,5565598,6376924,5602287,5565586
13312,6405159,5639868,5603647,6402214,5639857,5603660,6403982,5639827,5603663,6405163,5639836,5603676,6403613,5639843,5603657,6404144,5639850,5603665,6402672,5639838,5603660,6404117,5639825,5603656,6403488,5639843,5603658,6405650,5639844,5603668
13568,6431070,5677456,5641812,6427864,5677458,5641804,6429931,5677468,5641774,6430978,5677452,5641789,6429966,5677458,5641788,6430330,5677460,5641787,6431197,5677454,5641770,6428302,5677466,5641758,6431166,5677464,5641793,6428702,5677464,5641779
13824,6456178,5715091,5679928,6456555,5715093,5679914,6454426,5715094,5679926,6456846,5715091,5679940,6455616,5715082,5679922,6456190,5715088,5679922,6456641,5715087,5679918,6455193,5715077,5679930,6457821,5715069,5679920,6455368,5715087,5679920
14080,6481538,5752715,5718054,6482974,5752727,5718066,6484194,5752724,5718052,6481930,5752738,5718066,6482894,5752716,5718072,6483204,5752713,5718068,6482018,5752723,5718042,6481621,5752718,5718064,6480256,5752717,5718064,6482351,5752718,5718072
14336,6508733,5790364,5756210,6507060,5790352,5756198,6507882,5790346,5756198,6507976,5790370,5756188,6508694,5790348,5756220,6509204,5790356,5756212,6507054,5790350,5756204,6511543,5790360,5756188,6507309,5790332,5756188,6509588,5790332,5756182
14592,6534294,5827912,5794262,6534963,5827888,5794254,6536309,5827912,5794268,6534988,5827910,5794273,6536491,5827896,5794243,6536426,5827906,5794270,6536608,5827904,5794253,6535127,5827910,5794275,6536020,5827921,5794276,6535671,5827911,5794265
14848,6561522,5865544,5832388,6560656,5865497,5832380,6559932,5865530,5832387,6561395,5865538,5832389,6561544,5865538,5832390,6560800,5865513,5832391,6560952,5865528,5832402,6559914,5865530,5832381,6559729,5865520,5832406,6560772,5865534,5832406
15104,6587282,5903171,5870550,6586550,5903161,5870513,6588028,5903139,5870524,6586208,5903164,5870517,6585656,5903159,5870530,6585100,5903159,5870544,6587475,5903165,5870528,6587401,5903160,5870517,6588650,5903150,5870505,6584421,5903175,5870528
15360,6614924,5940803,5908670,6614012,5940800,5908672,6614908,5940792,5908670,6613898,5940810,5908688,6613886,5940808,5908692,6612554,5940821,5908688,6611146,5940792,5908676,6612076,5940799,5908666,6612358,5940780,5908672,6612506,5940801,5908670
15616,6638070,5978389,5946744,6639098,5978388,5946739,6638233,5978387,5946766,6641154,5978369,5946753,6639538,5978353,5946755,6639212,5978387,5946746,6640059,5978366,5946730,6639610,5978379,5946756,6638612,5978357,5946744,6636752,5978376,5946739
15872,6667116,6016006,5984880,6664205,6015996,5984888,6665532,6016034,5984898,6664372,6016024,5984876,6663627,6015994,5984886,6663014,6016011,5984898,6664558,6016024,5984876,6664666,6016015,5984914,6664904,6016025,5984900,6664946,6016035,5984898
16128,6689754,6053648,6023032,6691370,6053656,6023026,6692012,6053648,6023008,6692803,6053640,6023006,6692204,6053650,6023024,6692140,6053652,6023028,6692072,6053680,6023038,6690520,6053682,6023046,6692302,6053648,6023030,6692378,6053640,6023022
16384,6717702,6091275,6061172,6717576,6091277,6061156,6717458,6091280,6061164,6716160,6091284,6061156,6716948,6091298,6061172,6716967,6091304,6061162,6716291,6091279,6061158,6718697,6091286,6061170,6717902,6091288,6061164,6717416,6091308,6061168
16640,6741576,6128942,6099322,6744256,6128946,6099330,6743938,6128958,6099321,6743534,6128968,6099330,6742482,6128944,6099326,6743758,6128951,6099324,6743018,6128957,6099311,6743856,6128947,6099308,6742486,6128945,6099316,6742404,6128955,6099334
16896,6770182,6166508,6137390,6770776,6166528,6137398,6770210,6166526,6137410,6769080,6166530,6137394,6767582,6166534,6137400,6770712,6166538,6137390,6768224,6166528,6137398,6767464,6166528,6137408,6768276,6166532,6137394,6770112,6166526,6137388
17152,6796803,6204182,6175544,6795602,6204164,6175536,6795166,6204173,6175520,6796516,6204166,6175540,6794570,6204155,6175567,6794160,6204180,6175534,6793673,6204165,6175530,6795490,6204178,6175538,6795999,6204166,6175538,6797833,6204168,6175552
17408,6821976,6241804,6213679,6822606,6241815,6213680,6821554,6241803,6213676,6820434,6241819,6213664,6822525,6241815,6213679,6821286,6241827,6213668,6821415,6241806,6213664,6821191,6241808,6213682,6821729,6241816,6213650,6821987,6241783,6213664
17664,6846370,6279438,6251813,6848825,6279444,6251823,6846924,6279454,6251816,6847970,6279444,6251818,6848882,6279450,6251824,6848260,6279458,6251806,6847042,6279478,6251825,6847647,6279446,6251824,6846880,6279450,6251833,6848350,6279450,6251831
17920,6872975,6317044,6289902,6873316,6317035,6289888,6873629,6317041,6289906,6873346,6317055,6289902,6874021,6317059,6289917,6873314,6317035,6289898,6872579,6317031,6289914,6875615,6317035,6289913,6873108,6317062,6289914,6874022,6317046,6289892
18176,6900159,6354680,6328033,6900978,6354686,6328035,6900428,6354680,6328047,6899860,6354679,6328053,6898877,6354701,6328055,6899018,6354681,6328042,6902024,6354689,6328043,6900752,6354715,6328032,6900297,6354686,6328024,6899897,6354674,6328040
18432,6926518,6392340,6366142,6925834,6392326,6366130,6924900,6392322,6366124,6927003,6392330,6366138,6925553,6392330,6366126,6926010,6392330,6366124,6925260,6392304,6366146,6925918,6392320,6366134,6925566,6392316,6366140,6925064,6392334,6366136
18688,6951808,6429966,6404288,6952266,6429964,6404274,6951564,6429964,6404279,6953712,6429972,6404275,6950258,6429974,6404280,6952171,6429976,6404264,6950702,6429954,6404262,6951424,6429976,6404264,6951890,6429970,6404282,6951486,6429970,6404273
18944,6978378,6467559,6442334,6978620,6467574,6442354,6978192,6467575,6442364,6976988,6467552,6442350,6977786,6467556,6442358,6978046,6467566,6442354,6977958,6467579,6442366,6977746,6467542,6442332,6978672,6467561,6442370,6978003,6467552,6442356
19200,7003997,6505218,6480494,7005686,6505194,6480492,7006697,6505222,6480500,7004732,6505200,6480492,7002713,6505218,6480500,7004088,6505194,6480492,7004052,6505218,6480482,7004602,6505216,6480484,7005350,6505188,6480498,7003300,6505226,6480484
19456,7030262,6542868,6518630,7031307,6542860,6518644,7030492,6542866,6518658,7029615,6542874,6518643,7031231,6542856,6518631,7030810,6542866,6518645,7029971,6542862,6518632,7029760,6542844,6518622,7031372,6542858,6518638,7029900,6542852,6518618
19712,7056556,6580518,6556787,7058454,6580526,6556786,7056965,6580513,6556793,7055986,6580536,6556803,7055041,6580518,6556782,7054803,6580517,6556819,7056499,6580514,6556786,7055137,6580506,6556776,7056690,6580505,6556768,7053562,6580510,6556775
19968,7081271,6618161,6594923,7080221,6618147,6594910,7082672,6618163,6594952,7084319,6618154,6594926,7082904,6618178,6594930,7082311,6618174,6594938,7083790,6618157,6594928,7083580,6618170,6594923,7083118,6618185,6594925,7082947,6618157,6594929
20224,7109918,6655754,6633007,7108718,6655746,6632988,7108540,6655754,6633000,7109569,6655752,6632999,7108601,6655727,6633002,7108148,6655730,6632992,7109536,6655744,6633007,7109682,6655732,6632997,7107298,6655721,6632996,7107979,6655726,6633000
20480,7133572,6693387,6671138,7134734,6693403,6671142,7134003,6693404,6671140,7135927,6693397,6671136,7135200,6693418,6671153,7135114,6693412,6671150,7133447,6693400,6671137,7135062,6693378,6671152,7135506,6693410,6671131,7135592,6693416,6671145
20736,7161374,6731069,6709293,7160891,6731065,6709314,7160072,6731069,6709287,7160817,6731060,6709306,7160830,6731065,6709308,7161600,6731039,6709308,7160914,6731054,6709300,7160906,6731064,6709312,7160440,6731051,6709301,7161674,6731076,6709322
20992,7186679,6768703,6747440,7186219,6768698,6747444,7186856,6768701,6747446,7187888,6768695,6747452,7187716,6768703,6747440,7187286,6768709,6747460,7186223,6768721,6747446,7186484,6768708,6747442,7187089,6768707,6747446,7188432,6768706,6747440
21248,7213132,6806290,6785520,7213608,6806287,6785500,7212974,6806265,6785509,7211061,6806281,6785518,7213165,6806293,6785522,7212919,6806298,6785528,7213118,6806320,6785524,7211867,6806300,6785523,7214944,6806310,6785533,7211790,6806300,6785538
21504,7239454,6843950,6823670,7239770,6843933,6823680,7238356,6843973,6823661,7238622,6843942,6823662,7239504,6843923,6823672,7240425,6843936,6823672,7239664,6843949,6823658,7237970,6843940,6823658,7238790,6843944,6823666,7240346,6843937,6823654
21760,7264260,6881597,6861820,7264812,6881602,6861818,7264510,6881620,6861834,7265027,6881603,6861826,7266162,6881601,6861804,7263352,6881598,6861814,7263516,6881614,6861818,7266114,6881608,6861824,7266258,6881604,6861812,7265116,6881613,6861828
22016,7290634,6919244,6899950,7290730,6919265,6899940,7292198,6919236,6899954,7292450,6919259,6899946,7292506,6919234,6899922,7289692,6919246,6899926,7292822,6919236,6899934,7292472,6919230,6899922,7291726,6919226,6899948,7292882,6919242,6899938
22272,7317930,6956894,6938078,7318344,6956884,6938084,7318806,6956896,6938086,7316052,6956900,6938086,7317434,6956898,6938084,7318247,6956902,6938084,7315877,6956904,6938107,7318306,6956884,6938076,7316831,6956888,6938105,7318342,6956930,6938074
22528,7343834,6994460,6976144,7344140,6994483,6976154,7342459,6994475,6976139,7345488,6994473,6976168,7342701,6994464,6976144,7343332,6994484,6976127,7342977,6994466,6976144,7343043,6994487,6976139,7342793,6994470,6976162,7343208,6994488,6976148
22784,7369454,7032132,7014316,7368884,7032126,7014300,7367710,7032128,7014288,7369827,7032134,7014296,7370674,7032122,7014298,7371442,7032122,7014284,7370865,7032120,7014280,7369567,7032122,7014266,7369994,7032118,7014288,7371023,7032122,7014276
23040,7395713,7069780,7052422,7396172,7069764,7052418,7395078,7069778,7052426,7397028,7069776,7052422,7395157,7069776,7052416,7395996,7069784,7052428,7395918,7069784,7052418,7394954,7069782,7052414,7396439,7069780,7052434,7396839,7069796,7052410
23296,7422200,7107430,7090550,7422239,7107424,7090532,7421934,7107430,7090564,7422210,7107420,7090538,7420632,7107430,7090570,7423248,7107428,7090560,7422110,7107442,7090556,7422230,7107434,7090564,7420208,7107404,7090534,7421732,7107423,7090562
23552,7447724,7145041,7128642,7446955,7145018,7128650,7446388,7145028,7128626,7448063,7145026,7128617,7447409,7145018,7128618,7448943,7145018,7128626,7447282,7145022,7128624,7449435,7145022,7128640,7446778,7145018,7128636,7447856,7145018,7128619
23808,7472990,7182682,7166748,7474355,7182676,7166768,7475099,7182666,7166754,7474228,7182688,7166756,7471352,7182666,7166764,7474346,7182686,7166746,7473626,7182680,7166770,7475089,7182654,7166764,7475062,7182660,7166760,7473690,7182690,7166768
24064,7500384,7220293,7204866,7499820,7220273,7204847,7500628,7220293,7204874,7500394,7220297,7204882,7499610,7220278,7204866,7499812,7220285,7204872,7500323,7220295,7204858,7500526,7220314,7204892,7501096,7220285,7204888,7500714,7220308,7204880
24320,7525355,7257955,7243022,7526971,7257944,7242994,7525423,7257956,7243002,7526666,7257945,7242998,7525671,7257951,7242994,7525924,7257958,7242988,7526262,7257935,7243002,7523944,7257924,7242992,7525636,7257952,7242998,7525673,7257953,7243004
24576,7552826,7295542,7281065,7552020,7295534,7281060,7553556,7295532,7281060,7551778,7295528,7281047,7554314,7295528,7281048,7552480,7295519,7281055,7554148,7295528,7281081,7553068,7295544,7281062,7552926,7295523,7281084,7551162,7295524,7281062
24832,7579398,7333172,7319190,7578546,7333176,7319204,7578872,7333181,7319185,7577674,7333185,7319193,7578264,7333186,7319186,7578196,7333183,7319187,7579682,7333172,7319198,7577104,7333178,7319180,7579828,7333161,7319176,7579758,7333190,7319222
25088,7603578,7370837,7357323,7603740,7370825,7357346,7605680,7370833,7357339,7603695,7370827,7357336,7606322,7370837,7357348,7602573,7370822,7357334,7604884,7370831,7357328,7605072,7370832,7357327,7604280,7370840,7357348,7603189,7370819,7357344
25344,7630574,7408484,7395474,7631848,7408496,7395478,7631382,7408495,7395476,7629948,7408486,7395482,7629220,7408492,7395490,7631322,7408502,7395474,7630773,7408505,7395472,7631566,7408506,7395498,7629411,7408493,7395472,7632540,7408482,7395486
25600,7656068,7446150,7433610,7655966,7446160,7433618,7655390,7446152,7433610,7656572,7446144,7433602,7658223,7446158,7433606,7658545,7446134,7433606,7656688,7446136,7433614,7657282,7446134,7433622,7657112,7446136,7433602,7657905,7446158,7433616
25856,7682195,7483731,7471683,7683609,7483739,7471687,7683231,7483746,7471670,7683660,7483726,7471673,7683500,7483746,7471671,7682725,7483728,7471670,7682930,7483749,7471665,7683881,7483717,7471678,7682891,7483723,7471660,7681614,7483737,7471670
26112,7710643,7521390,7509809,7710229,7521379,7509820,7710551,7521393,7509799,7709438,7521372,7509795,7709664,7521382,7509817,7709628,7521378,7509802,7709921,7521384,7509790,7708530,7521374,7509799,7710048,7521385,7509807,7709464,7521386,7509817
26368,7735538,7559070,7547974,7735972,7559077,7547958,7736016,7559079,7547978,7735751,7559068,7547968,7735880,7559075,7547960,7735388,7559078,7547994,7734771,7559071,7547976,7736116,7559091,7547984,7735250,7559084,7547998,7735163,7559085,7547976
26624,7762997,7596720,7586108,7760006,7596735,7586108,7763518,7596732,7586114,7763399,7596739,7586108,7760078,7596726,7586118,7763166,7596716,7586110,7761360,7596716,7586112,7761893,7596714,7586092,7762121,7596730,7586100,7760622,7596718,7586102
26880,7788060,7634325,7624164,7786606,7634291,7624161,7788780,7634318,7624148,7786965,7634315,7624156,7786866,7634315,7624173,7785937,7634307,7624162,7787184,7634304,7624179,7787566,7634305,7624164,7788130,7634311,7624154,7786955,7634292,7624161
27136,7815800,7671958,7662292,7813677,7671973,7662302,7813212,7671958,7662287,7816352,7671953,7662283,7814076,7671934,7662295,7811636,7671953,7662286,7814736,7671956,7662281,7814695,7671962,7662292,7813484,7671960,7662296,7814820,7671957,7662299
27392,7839147,7709661,7700476,7839790,7709648,7700480,7839606,7709638,7700458,7840778,7709643,7700462,7839658,7709658,7700470,7839658,7709639,7700468,7840972,7709645,7700468,7841600,7709651,7700472,7840788,7709640,7700474,7840375,7709655,7700462
27648,7865646,7747306,7738576,7865066,7747303,7738578,7865438,7747298,7738586,7867078,7747292,7738596,7864528,7747292,7738592,7865717,7747296,7738576,7865968,7747288,7738586,7865490,7747309,7738596,7867131,7747307,7738617,7865986,7747290,7738588
27904,7891730,7784976,7776745,7891985,7784960,7776745,7891130,7784966,7776732,7893107,7784950,7776738,7892639,7784948,7776747,7891417,7784966,7776744,7894631,7784964,7776737,7890970,7784960,7776742,7892164,7784956,7776745,7892497,7784954,7776743
