dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5047638,3687610,3621810,5047321,3687606,3621831,5048924,3687637,3621808,5048570,3687642,3621814,5047027,3687637,3621850,5047568,3687653,3621859,5047732,3687649,3621829,5048823,3687665,3621829,5047892,3687667,3621878,5047232,3687661,3621854
256,5073060,3725122,3659928,5073912,3725137,3659938,5073124,3725124,3659944,5073763,3725146,3659942,5073460,3725149,3659950,5073406,3725149,3659962,5072846,3725147,3659950,5074098,3725148,3659958,5072524,3725154,3659960,5074216,3725150,3659954
512,5099476,3762619,3698076,5100440,3762660,3698065,5100174,3762648,3698072,5100179,3762664,3698096,5099962,3762668,3698081,5098788,3762680,3698073,5098634,3762648,3698054,5099499,3762644,3698067,5101475,3762666,3698064,5098792,3762644,3698069
768,5125550,3800183,3736214,5124801,3800190,3736217,5125518,3800196,3736233,5126110,3800191,3736219,5124787,3800188,3736215,5125146,3800205,3736219,5126602,3800208,3736237,5125954,3800218,3736222,5126990,3800197,3736234,5126332,3800209,3736224
1024,5153164,3837697,3774351,5152116,3837690,3774330,5152742,3837710,3774313,5150874,3837710,3774321,5151456,3837694,3774338,5152697,3837695,3774304,5152636,3837689,3774318,5149386,3837711,3774329,5153055,3837701,3774323,5152240,3837699,3774336
1280,5178196,3875176,3812376,5176602,3875154,3812379,5177574,3875166,3812373,5177634,3875155,3812353,5178096,3875163,3812366,5176022,3875165,3812375,5177177,3875186,3812381,5178378,3875170,3812360,5178247,3875177,3812365,5176871,3875159,3812348
1536,5204948,3912685,3850486,5204159,3912686,3850488,5204708,3912670,3850462,5203650,3912661,3850472,5203148,3912667,3850453,5204842,3912661,3850457,5205976,3912677,3850459,5205108,3912672,3850455,5202726,3912661,3850474,5205476,3912662,3850449
1792,5230096,3950208,3888593,5231734,3950198,3888597,5229125,3950194,3888593,5230924,3950188,3888598,5230624,3950182,3888592,5230130,3950208,3888601,5229535,3950198,3888570,5230564,3950192,3888614,5228943,3950196,3888581,5228948,3950190,3888560
2048,5256959,3987692,3926710,5256486,3987720,3926714,5256531,3987711,3926692,5257146,3987697,3926688,5258078,3987705,3926704,5257884,3987701,3926704,5255856,3987719,3926712,5256924,3987713,3926671,5256145,3987732,3926700,5256712,3987698,3926698
2304,5280404,4025220,3964786,5283571,4025211,3964823,5281933,4025221,3964823,5281251,4025208,3964809,5282838,4025220,3964793,5282088,4025224,3964779,5282356,4025217,3964787,5280888,4025228,3964807,5282300,4025244,3964796,5281644,4025213,3964813
