dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5049014,3687911,3622436,5047710,3687915,3622454,5046767,3687933,3622486,5048766,3687961,3622460,5047360,3687972,3622481,5047339,3687947,3622483,5048724,3687976,3622462,5049232,3687956,3622490,5049619,3687978,3622504,5049984,3687968,3622492
256,5072849,3725534,3660663,5072720,3725538,3660683,5075338,3725542,3660697,5074434,3725540,3660701,5074193,3725558,3660707,5073644,3725567,3660692,5074009,3725564,3660711,5073187,3725578,3660672,5073307,3725567,3660675,5072764,3725554,3660681
512,5099343,3763078,3698790,5100183,3763090,3698808,5098852,3763088,3698849,5099145,3763099,3698830,5099574,3763111,3698856,5103692,3763115,3698856,5100286,3763086,3698846,5101496,3763109,3698818,5099062,3763115,3698829,5099000,3763106,3698842
768,5125332,3800578,3736915,5125204,3800576,3736886,5126962,3800588,3736876,5128046,3800544,3736910,5126388,3800578,3736901,5126176,3800561,3736907,5127187,3800590,3736873,5125998,3800575,3736895,5126286,3800556,3736885,5125969,3800545,3736896
1024,5151314,3838090,3775028,5153996,3838091,3774998,5150845,3838090,3774994,5153234,3838073,3775028,5152974,3838088,3775000,5152170,3838095,3775000,5151881,3838095,3775021,5151656,3838091,3775022,5153514,3838107,3774992,5152714,3838075,3775013
1280,5180748,3875626,3813172,5176586,3875635,3813142,5177308,3875632,3813124,5177967,3875629,3813130,5177644,3875622,3813124,5179752,3875622,3813154,5179007,3875644,3813124,5176818,3875617,3813120,5177516,3875619,3813130,5178390,3875632,3813135
1536,5207558,3913153,3851246,5204358,3913137,3851217,5205836,3913143,3851230,5203286,3913150,3851246,5204738,3913140,3851254,5204612,3913136,3851232,5203606,3913144,3851248,5204558,3913161,3851204,5200964,3913142,3851215,5203348,3913127,3851242
1792,5230852,3950664,3889382,5230744,3950658,3889324,5231841,3950658,3889350,5229527,3950678,3889351,5230294,3950667,3889355,5230608,3950677,3889359,5230055,3950688,3889357,5230758,3950667,3889339,5230225,3950677,3889333,5230330,3950673,3889348
2048,5255968,3988126,3927433,5257033,3988153,3927397,5258418,3988152,3927383,5256364,3988155,3927412,5255986,3988130,3927425,5256118,3988152,3927419,5255718,3988134,3927422,5256882,3988129,3927406,5256542,3988123,3927395,5257458,3988137,3927391
2304,5282992,4025642,3965516,5281235,4025644,3965490,5281832,4025656,3965482,5281958,4025632,3965488,5280432,4025654,3965496,5281916,4025660,3965490,5283486,4025638,3965472,5281950,4025632,3965490,5281392,4025672,3965506,5283404,4025666,3965510
2560,5309464,4063168,4003594,5308722,4063195,4003628,5309486,4063196,4003616,5309379,4063213,4003604,5309028,4063190,4003601,5307990,4063154,4003596,5310162,4063184,4003614,5308786,4063203,4003610,5307340,4063189,4003608,5308167,4063181,4003608
2816,5334276,4100692,4041701,5335927,4100719,4041696,5333170,4100716,4041703,5335490,4100686,4041697,5333439,4100707,4041692,5335684,4100688,4041693,5335008,4100702,4041685,5335470,4100712,4041664,5335330,4100665,4041674,5335396,4100670,4041664
3072,5359702,4138154,4079732,5360311,4138161,4079740,5362250,4138152,4079748,5361339,4138184,4079746,5361184,4138170,4079752,5361150,4138154,4079714,5360940,4138153,4079732,5360493,4138176,4079724,5359962,4138190,4079756,5359706,4138168,4079724
3328,5387894,4175734,4117852,5387369,4175693,4117811,5388308,4175696,4117821,5386909,4175718,4117844,5385655,4175688,4117842,5386849,4175685,4117866,5386097,4175705,4117833,5386868,4175701,4117845,5388422,4175695,4117831,5386971,4175693,4117832
3584,5412678,4213248,4155962,5415079,4213280,4155980,5412501,4213280,4155990,5411966,4213270,4155988,5413390,4213242,4155992,5412905,4213282,4155978,5412726,4213266,4155970,5412709,4213264,4155976,5412115,4213260,4155935,5413304,4213264,4155966
3840,5440240,4250784,4194073,5440186,4250780,4194058,5440267,4250765,4194033,5438852,4250755,4194071,5437068,4250786,4194050,5439226,4250768,4194036,5437684,4250768,4194036,5441778,4250768,4194059,5439292,4250782,4194047,5438908,4250776,4194051
4096,5465014,4288265,4232110,5466326,4288254,4232108,5465070,4288253,4232102,5463696,4288252,4232106,5465735,4288273,4232096,5463010,4288243,4232106,5466168,4288251,4232088,5463692,4288255,4232116,5466340,4288244,4232106,5464961,4288245,4232098
4352,5490346,4325766,4270203,5492276,4325780,4270177,5492210,4325788,4270206,5491098,4325794,4270185,5491971,4325780,4270192,5489478,4325789,4270193,5489568,4325774,4270179,5491166,4325773,4270204,5493400,4325775,4270224,5491546,4325776,4270191
4608,5517873,4363343,4308312,5517034,4363338,4308331,5516366,4363348,4308318,5518452,4363330,4308331,5518082,4363356,4308317,5517168,4363354,4308329,5517691,4363333,4308344,5516934,4363356,4308326,5516469,4363338,4308329,5517998,4363345,4308334
4864,5542205,4400912,4346433,5543056,4400896,4346409,5543058,4400872,4346425,5542895,4400861,4346400,5545011,4400886,4346423,5541772,4400871,4346442,5540833,4400894,4346425,5544614,4400868,4346417,5541908,4400863,4346403,5543151,4400863,4346394
5120,5571706,4438337,4384458,5568815,4438340,4384437,5568170,4438361,4384468,5568204,4438365,4384448,5569536,4438340,4384456,5570419,4438338,4384462,5567490,4438361,4384462,5568208,4438356,4384458,5570568,4438330,4384432,5569061,4438343,4384470
