dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5984579,5033112,4988274,5981996,5033088,4988264,5982750,5033088,4988258,5983584,5033085,4988258,5981516,5033086,4988244,5983948,5033071,4988242,5985051,5033060,4988228,5984764,5033058,4988240,5981365,5033075,4988237,5982456,5033062,4988231
256,6002911,5059300,5014834,6001592,5059286,5014842,6001668,5059302,5014846,5999491,5059302,5014834,6000672,5059298,5014840,6000700,5059282,5014830,6001282,5059286,5014836,6002358,5059300,5014818,6000446,5059304,5014834,6002868,5059290,5014840
512,6020638,5085516,5041410,6020557,5085518,5041414,6018711,5085493,5041406,6020700,5085503,5041404,6018668,5085502,5041400,6019940,5085503,5041396,6020998,5085515,5041420,6019422,5085516,5041424,6020132,5085515,5041394,6021180,5085500,5041388
768,6039160,5111690,5067964,6037106,5111690,5067942,6037601,5111694,5067946,6037650,5111676,5067946,6038274,5111700,5067942,6036710,5111684,5067956,6038319,5111690,5067934,6036574,5111694,5067922,6038272,5111676,5067918,6038366,5111676,5067936
1024,6056690,5137898,5094524,6054142,5137904,5094514,6056260,5137876,5094502,6056216,5137906,5094498,6056724,5137904,5094496,6054346,5137897,5094488,6056294,5137906,5094512,6056275,5137902,5094508,6059030,5137881,5094518,6058592,5137898,5094494
1280,6073996,5164164,5121106,6074916,5164126,5121090,6074409,5164133,5121100,6075130,5164100,5121106,6072868,5164106,5121096,6073640,5164115,5121080,6074930,5164106,5121090,6072188,5164120,5121094,6073644,5164121,5121086,6074479,5164124,5121080
1536,6091618,5190365,5147677,6093450,5190342,5147674,6094486,5190346,5147685,6094244,5190332,5147674,6093348,5190338,5147685,6092020,5190346,5147678,6090976,5190322,5147679,6093340,5190350,5147670,6091956,5190336,5147659,6094142,5190370,5147678
1792,6113392,5216506,5174202,6112350,5216521,5174198,6112450,5216508,5174200,6110228,5216524,5174224,6110718,5216536,5174215,6110693,5216501,5174206,6109656,5216524,5174200,6110020,5216522,5174194,6111057,5216526,5174204,6111402,5216540,5174231
2048,6129907,5242732,5200793,6129200,5242751,5200795,6127992,5242751,5200795,6131780,5242750,5200790,6127718,5242743,5200789,6128408,5242734,5200779,6127350,5242734,5200764,6128278,5242753,5200782,6128723,5242716,5200782,6129796,5242756,5200773
2304,6147504,5268970,5227364,6147582,5268968,5227372,6146446,5268966,5227386,6146344,5268966,5227384,6146536,5268976,5227388,6146524,5268958,5227370,6147896,5268974,5227375,6148200,5268982,5227385,6148364,5268968,5227344,6149476,5268970,5227371
2560,6164352,5295180,5253962,6165128,5295200,5253948,6165346,5295187,5253943,6164988,5295179,5253949,6164948,5295188,5253964,6165428,5295176,5253952,6166910,5295196,5253945,6166228,5295180,5253938,6165072,5295172,5253942,6165408,5295194,5253943
2816,6184002,5321374,5280500,6183810,5321378,5280495,6182956,5321370,5280501,6183608,5321380,5280485,6185294,5321380,5280497,6183772,5321372,5280505,6183529,5321394,5280485,6184178,5321374,5280507,6181754,5321390,5280496,6183692,5321376,5280502
3072,6203006,5347602,5307062,6201885,5347608,5307072,6200390,5347598,5307066,6201636,5347592,5307074,6202846,5347592,5307068,6202526,5347616,5307084,6201158,5347610,5307076,6201722,5347588,5307072,6203958,5347584,5307054,6202236,5347592,5307078
3328,6218796,5373813,5333642,6219302,5373814,5333642,6221955,5373808,5333644,6220038,5373807,5333638,6218988,5373838,5333646,6221152,5373822,5333652,6221012,5373803,5333642,6220082,5373809,5333642,6218849,5373801,5333624,6218716,5373804,5333626
3584,6237755,5400029,5360222,6238584,5400040,5360216,6238277,5400048,5360230,6236254,5400024,5360222,6237952,5400029,5360218,6239234,5400038,5360226,6237988,5400033,5360222,6238458,5400036,5360228,6237536,5400049,5360230,6239950,5400042,5360224
3840,6256754,5426224,5386721,6256279,5426232,5386752,6257861,5426220,5386764,6255698,5426212,5386728,6257250,5426224,5386720,6256377,5426228,5386711,6257347,5426226,5386715,6256396,5426226,5386713,6257643,5426208,5386711,6256315,5426232,5386715
4096,6274760,5452443,5413301,6275638,5452447,5413298,6274484,5452444,5413286,6274139,5452430,5413291,6272520,5452442,5413282,6273708,5452443,5413290,6275862,5452441,5413290,6274429,5452449,5413294,6274006,5452439,5413288,6275086,5452434,5413288
4352,6293552,5478700,5439898,6294308,5478696,5439908,6290634,5478683,5439894,6293640,5478695,5439888,6291614,5478689,5439888,6292342,5478690,5439900,6295274,5478694,5439892,6293118,5478696,5439890,6293449,5478700,5439890,6293888,5478695,5439884
4608,6311677,5504916,5466470,6312314,5504916,5466468,6310390,5504918,5466472,6310812,5504914,5466474,6311642,5504914,5466470,6311501,5504920,5466458,6311210,5504920,5466472,6310956,5504906,5466462,6310758,5504908,5466462,6309943,5504908,5466470
4864,6330182,5531088,5493018,6329596,5531096,5493006,6330127,5531094,5492998,6328193,5531092,5493002,6329863,5531085,5493002,6329594,5531090,5493002,6330576,5531108,5493000,6329000,5531096,5492996,6329332,5531104,5493010,6329608,5531100,5493018
5120,6349090,5557322,5519602,6346256,5557331,5519588,6348502,5557330,5519602,6347958,5557328,5519594,6348488,5557325,5519596,6348526,5557341,5519608,6349312,5557325,5519598,6348230,5557333,5519592,6346096,5557327,5519586,6350364,5557328,5519586
5376,6365233,5583538,5546150,6365388,5583544,5546173,6364786,5583542,5546160,6365756,5583548,5546166,6364684,5583544,5546169,6366401,5583540,5546162,6366478,5583546,5546164,6365852,5583538,5546168,6366303,5583544,5546158,6365434,5583542,5546164
5632,6383003,5609796,5572778,6384729,5609788,5572775,6383410,5609796,5572780,6382209,5609796,5572774,6384665,5609802,5572783,6383848,5609798,5572778,6384616,5609788,5572781,6384224,5609790,5572768,6383620,5609788,5572776,6383183,5609788,5572766
5888,6400996,5636009,5599343,6400720,5636017,5599351,6401915,5636012,5599353,6402320,5636025,5599351,6402250,5636019,5599350,6402726,5636017,5599344,6401392,5636010,5599347,6402050,5636023,5599360,6401372,5636026,5599340,6402618,5636011,5599349
6144,6418512,5662202,5625898,6421511,5662214,5625910,6419912,5662210,5625912,6420473,5662218,5625891,6419380,5662210,5625893,6420855,5662208,5625898,6418984,5662206,5625903,6420202,5662202,5625898,6419030,5662206,5625893,6420506,5662220,5625908
6400,6438620,5688434,5652465,6438800,5688428,5652472,6439545,5688430,5652468,6438514,5688422,5652468,6439172,5688424,5652469,6437035,5688415,5652476,6438979,5688434,5652468,6437895,5688424,5652465,6439363,5688428,5652456,6438558,5688422,5652486
6656,6456790,5714681,5679084,6455572,5714672,5679088,6455744,5714681,5679076,6457036,5714681,5679086,6455908,5714675,5679076,6456854,5714688,5679096,6457430,5714675,5679086,6456112,5714673,5679082,6457858,5714678,5679092,6455526,5714671,5679094
6912,6475330,5740890,5705665,6476498,5740895,5705670,6473940,5740892,5705674,6476504,5740900,5705658,6475179,5740903,5705659,6474330,5740909,5705679,6475520,5740907,5705683,6475032,5740899,5705674,6475898,5740896,5705673,6474960,5740901,5705679
7168,6494612,5767088,5732239,6492726,5767084,5732237,6491159,5767090,5732239,6492272,5767088,5732241,6491285,5767090,5732230,6491268,5767086,5732231,6492578,5767090,5732235,6494426,5767084,5732233,6492042,5767090,5732234,6492266,5767082,5732230
7424,6511404,5793306,5758817,6511504,5793300,5758807,6510390,5793301,5758813,6512202,5793315,5758811,6512392,5793307,5758798,6509708,5793301,5758805,6509714,5793302,5758804,6510132,5793296,5758811,6512090,5793308,5758803,6512500,5793300,5758806
7680,6528795,5819555,5785424,6529052,5819550,5785420,6528919,5819546,5785422,6528968,5819555,5785426,6528060,5819558,5785412,6527606,5819553,5785428,6529532,5819560,5785430,6528419,5819563,5785426,6531733,5819557,5785406,6529128,5819549,5785404
7936,6546888,5845776,5811998,6548245,5845784,5811992,6546480,5845770,5811988,6547836,5845774,5811992,6547640,5845778,5811992,6546438,5845774,5811996,6546788,5845782,5811996,6546028,5845776,5811992,6547518,5845770,5811988,6547876,5845766,5812012
8192,6565914,5871972,5838538,6567120,5871968,5838540,6566261,5871970,5838540,6565198,5871976,5838542,6566843,5871976,5838536,6565181,5871970,5838540,6564440,5871978,5838550,6566473,5871976,5838530,6564840,5871967,5838540,6565194,5871974,5838546
8448,6584486,5898197,5865108,6584078,5898190,5865112,6584260,5898181,5865114,6586136,5898201,5865112,6583376,5898194,5865106,6583368,5898195,5865104,6585802,5898195,5865112,6583746,5898194,5865108,6584791,5898205,5865116,6584634,5898205,5865122
8704,6600724,5924408,5891676,6602188,5924412,5891672,6603623,5924410,5891664,6600289,5924410,5891672,6600037,5924418,5891674,6601858,5924404,5891682,6603306,5924412,5891682,6600222,5924402,5891686,6602522,5924414,5891682,6603760,5924412,5891668
8960,6620654,5950632,5918250,6620070,5950622,5918238,6622184,5950624,5918248,6620430,5950624,5918254,6619131,5950628,5918254,6619610,5950634,5918248,6618633,5950636,5918244,6622490,5950626,5918250,6618794,5950638,5918240,6619564,5950646,5918256
9216,6637896,5976827,5944796,6636801,5976825,5944804,6637624,5976818,5944796,6639664,5976827,5944786,6638502,5976827,5944790,6639327,5976824,5944798,6637281,5976825,5944796,6638868,5976828,5944796,6638394,5976834,5944792,6638948,5976821,5944794
9472,6656375,6003048,5971370,6655250,6003050,5971366,6655540,6003040,5971352,6656280,6003040,5971362,6658352,6003034,5971356,6657034,6003044,5971366,6654774,6003048,5971366,6658243,6003030,5971362,6658050,6003046,5971372,6655850,6003040,5971354
9728,6675766,6029304,5997965,6675210,6029302,5997967,6674702,6029298,5997972,6676498,6029294,5997957,6675193,6029284,5997962,6675924,6029302,5997976,6673594,6029296,5997963,6675006,6029288,5997965,6674041,6029294,5997959,6675424,6029280,5997965
9984,6693250,6055505,6024524,6691992,6055517,6024530,6691524,6055509,6024538,6693002,6055512,6024533,6691590,6055510,6024539,6692796,6055517,6024532,6692534,6055519,6024531,6694430,6055518,6024537,6693245,6055501,6024542,6692256,6055520,6024528
10240,6711289,6081740,6051109,6713772,6081733,6051125,6712385,6081742,6051106,6711430,6081733,6051097,6710496,6081743,6051100,6710240,6081730,6051110,6709810,6081735,6051114,6711906,6081747,6051101,6711662,6081745,6051102,6713246,6081739,6051110
10496,6727800,6107922,6077647,6728906,6107928,6077656,6729376,6107924,6077644,6727858,6107928,6077652,6728534,6107928,6077651,6728766,6107936,6077652,6729012,6107938,6077656,6729302,6107938,6077640,6727846,6107940,6077654,6730544,6107936,6077658
10752,6748724,6134141,6104214,6746326,6134149,6104206,6749431,6134146,6104212,6747187,6134157,6104206,6747932,6134144,6104215,6746313,6134141,6104212,6746898,6134140,6104215,6747136,6134157,6104211,6748330,6134141,6104221,6746632,6134156,6104207
11008,6767030,6160379,6130784,6765976,6160375,6130797,6765338,6160385,6130797,6766141,6160385,6130783,6766017,6160392,6130791,6765856,6160376,6130800,6766680,6160389,6130782,6767504,6160381,6130786,6765550,6160388,6130788,6764274,6160374,6130777
11264,6782711,6186596,6157350,6784476,6186610,6157372,6782887,6186596,6157364,6784332,6186594,6157370,6786158,6186594,6157358,6783777,6186592,6157364,6782291,6186586,6157362,6783367,6186592,6157360,6783062,6186598,6157360,6783248,6186602,6157360
11520,6803148,6212788,6183898,6801662,6212774,6183899,6800714,6212788,6183893,6802722,6212788,6183898,6803508,6212781,6183885,6800682,6212767,6183889,6803830,6212779,6183894,6802127,6212775,6183887,6802600,6212786,6183884,6803659,6212784,6183895
11776,6820035,6239022,6210460,6819438,6239010,6210464,6821006,6239004,6210466,6819638,6239015,6210455,6818678,6239008,6210453,6818980,6238998,6210461,6820847,6239004,6210468,6821662,6239019,6210469,6819014,6239008,6210462,6818236,6239000,6210468
12032,6838430,6265264,6237058,6839093,6265256,6237054,6836768,6265262,6237054,6838598,6265268,6237066,6838201,6265260,6237066,6839224,6265258,6237064,6839579,6265256,6237070,6837452,6265258,6237066,6837658,6265258,6237080,6838183,6265256,6237062
12288,6856461,6291486,6263642,6856292,6291480,6263634,6858289,6291484,6263640,6856830,6291488,6263648,6857068,6291490,6263628,6856480,6291478,6263642,6854820,6291492,6263632,6857198,6291484,6263630,6856040,6291482,6263642,6857954,6291486,6263620
12544,6875374,6317681,6290162,6876078,6317659,6290156,6874242,6317674,6290172,6873562,6317675,6290166,6876417,6317672,6290158,6873041,6317671,6290164,6872423,6317659,6290158,6876415,6317665,6290172,6874299,6317670,6290150,6873246,6317672,6290160
12800,6891616,6343884,6316734,6893592,6343888,6316726,6893679,6343882,6316716,6892727,6343878,6316704,6891850,6343886,6316710,6893630,6343884,6316728,6893013,6343888,6316720,6891998,6343886,6316722,6893470,6343874,6316712,6894886,6343884,6316724
13056,6910077,6370136,6343314,6911439,6370132,6343316,6909560,6370132,6343314,6909236,6370134,6343308,6911663,6370116,6343310,6911868,6370122,6343310,6911024,6370118,6343306,6911543,6370136,6343312,6911698,6370132,6343322,6911161,6370130,6343314
13312,6928693,6396353,6369884,6928750,6396348,6369884,6929562,6396353,6369882,6929034,6396351,6369876,6928501,6396345,6369874,6930381,6396349,6369876,6930276,6396360,6369882,6929104,6396359,6369872,6930882,6396361,6369886,6930036,6396347,6369870
13568,6946735,6422544,6396410,6945179,6422544,6396412,6946918,6422530,6396406,6947168,6422542,6396416,6947374,6422538,6396400,6948423,6422538,6396412,6947365,6422540,6396404,6947698,6422542,6396414,6949044,6422540,6396414,6945834,6422548,6396420
13824,6965914,6448762,6422976,6964072,6448754,6422964,6967329,6448754,6422966,6965105,6448753,6422972,6965271,6448766,6422974,6967184,6448762,6422966,6967754,6448762,6422968,6967564,6448770,6422974,6964701,6448756,6422974,6964918,6448756,6422986
14080,6982850,6475003,6449552,6983488,6474989,6449563,6983174,6474990,6449552,6984593,6474997,6449552,6983582,6475005,6449558,6984762,6474994,6449552,6983288,6474995,6449563,6984222,6474999,6449550,6985046,6474984,6449556,6984503,6474975,6449548
14336,7000488,6501216,6476121,7002239,6501215,6476125,7003426,6501227,6476132,7002470,6501227,6476137,7001604,6501222,6476133,7000664,6501227,6476123,7000836,6501221,6476128,7003076,6501231,6476129,7001322,6501211,6476127,7000658,6501224,6476134
14592,7020258,6527414,6502658,7020083,6527404,6502660,7019880,6527412,6502656,7021788,6527408,6502648,7018792,6527395,6502652,7020408,6527406,6502656,7018452,6527406,6502654,7018047,6527404,6502644,7019047,6527410,6502656,7018720,6527406,6502660
14848,7038731,6553627,6529216,7036860,6553612,6529210,7037198,6553621,6529216,7037534,6553610,6529216,7039424,6553617,6529224,7037232,6553624,6529206,7038327,6553614,6529226,7036864,6553634,6529222,7038764,6553627,6529232,7038998,6553628,6529226
15104,7056408,6579870,6555795,7055164,6579866,6555804,7056214,6579866,6555790,7055984,6579856,6555799,7057048,6579857,6555798,7055738,6579852,6555792,7057480,6579850,6555809,7056242,6579856,6555801,7056222,6579850,6555794,7055488,6579856,6555793
15360,7073684,6606074,6582352,7074630,6606074,6582354,7074948,6606088,6582361,7075312,6606090,6582357,7073584,6606082,6582362,7074406,6606076,6582357,7075082,6606080,6582355,7073214,6606082,6582354,7074821,6606072,6582362,7072600,6606086,6582365
15616,7092718,6632303,6608932,7093759,6632312,6608941,7093110,6632312,6608944,7093142,6632320,6608928,7093710,6632322,6608931,7093866,6632308,6608948,7091133,6632299,6608933,7092726,6632320,6608930,7092010,6632314,6608930,7092746,6632316,6608937
15872,7112900,6658505,6635471,7112183,6658505,6635470,7110974,6658500,6635462,7112118,6658496,6635464,7112526,6658514,6635458,7109702,6658503,6635464,7110662,6658503,6635460,7110386,6658503,6635458,7109574,6658503,6635458,7112718,6658503,6635466
16128,7129006,6684710,6662026,7130710,6684712,6662016,7127160,6684716,6662027,7129656,6684716,6662024,7130393,6684706,6662014,7129743,6684710,6662016,7130266,6684716,6662033,7128862,6684716,6662033,7129855,6684712,6662032,7129253,6684722,6662026
16384,7146094,6710966,6688623,7147914,6710964,6688621,7146990,6710976,6688617,7148624,6710972,6688622,7146182,6710980,6688611,7148022,6710972,6688616,7144498,6710964,6688602,7146494,6710970,6688614,7146240,6710970,6688611,7147634,6710978,6688622
16640,7164636,6737181,6715158,7167187,6737189,6715169,7164968,6737172,6715178,7165838,6737169,6715174,7165030,6737186,6715172,7165815,6737185,6715177,7166391,6737188,6715174,7165531,6737180,6715182,7164782,6737189,6715173,7166190,6737192,6715177
16896,7183482,6763378,6741708,7184026,6763390,6741710,7183254,6763376,6741708,7182790,6763374,6741722,7183659,6763374,6741708,7183154,6763386,6741703,7183722,6763378,6741704,7181576,6763380,6741711,7187058,6763388,6741702,7183661,6763380,6741709
17152,7203248,6789600,6768261,7204284,6789590,6768265,7202476,6789596,6768262,7203362,6789578,6768263,7201019,6789581,6768254,7202638,6789589,6768250,7201978,6789588,6768259,7202450,6789596,6768259,7202012,6789591,6768259,7202715,6789587,6768264
17408,7222203,6815825,6794835,7219852,6815831,6794840,7219528,6815827,6794839,7221646,6815821,6794828,7220046,6815820,6794825,7219790,6815820,6794822,7218587,6815833,6794829,7220598,6815829,6794846,7222058,6815827,6794836,7218652,6815832,6794848
17664,7238244,6842050,6821395,7236842,6842048,6821395,7238736,6842038,6821388,7237683,6842050,6821387,7237410,6842040,6821390,7235808,6842046,6821391,7236982,6842054,6821399,7238532,6842050,6821393,7237078,6842036,6821396,7238914,6842038,6821393
17920,7256838,6868227,6847914,7256313,6868212,6847904,7255969,6868226,6847908,7254691,6868224,6847914,7256272,6868215,6847926,7256298,6868219,6847910,7256954,6868225,6847918,7258308,6868228,6847910,7257793,6868221,6847918,7256492,6868220,6847922
18176,7275245,6894451,6874472,7275114,6894458,6874466,7275392,6894451,6874466,7275032,6894442,6874478,7274322,6894450,6874476,7274996,6894436,6874472,7274140,6894453,6874476,7276584,6894445,6874460,7272999,6894438,6874480,7276117,6894446,6874472
18432,7292282,6920684,6901047,7293922,6920682,6901047,7290078,6920684,6901043,7291714,6920678,6901053,7293720,6920676,6901058,7294986,6920678,6901060,7293384,6920682,6901058,7294458,6920678,6901062,7292144,6920684,6901059,7292378,6920682,6901050
18688,7309926,6946900,6927620,7311874,6946904,6927604,7310020,6946906,6927619,7311716,6946902,6927614,7310285,6946902,6927619,7311100,6946914,6927622,7311312,6946906,6927618,7311404,6946898,6927615,7311369,6946916,6927608,7311878,6946908,6927622
18944,7330628,6973098,6954142,7329366,6973087,6954136,7329973,6973092,6954128,7327988,6973083,6954138,7329052,6973089,6954120,7329356,6973084,6954126,7329392,6973092,6954150,7330950,6973091,6954140,7328716,6973096,6954142,7328756,6973091,6954136
19200,7347572,6999304,6980682,7346494,6999306,6980684,7349795,6999296,6980682,7347327,6999306,6980690,7346365,6999296,6980686,7346974,6999304,6980696,7348462,6999290,6980692,7347292,6999300,6980688,7348580,6999290,6980696,7345734,6999284,6980682
19456,7364966,7025542,7007266,7367348,7025538,7007268,7364097,7025538,7007268,7365495,7025542,7007262,7364850,7025540,7007262,7365142,7025531,7007268,7366267,7025546,7007274,7366065,7025548,7007272,7365256,7025540,7007264,7364962,7025535,7007264
19712,7385148,7051767,7033816,7383276,7051754,7033826,7382857,7051759,7033822,7383890,7051748,7033822,7384478,7051760,7033832,7385278,7051741,7033829,7385861,7051757,7033837,7384944,7051756,7033820,7382862,7051753,7033822,7383721,7051766,7033822
19968,7403889,7077944,7060336,7401442,7077952,7060346,7402269,7077954,7060360,7403928,7077938,7060358,7401694,7077936,7060342,7401028,7077948,7060336,7402519,7077928,7060336,7402890,7077960,7060340,7400790,7077938,7060328,7401759,7077942,7060344
20224,7421874,7104163,7086898,7420671,7104153,7086898,7419710,7104168,7086902,7419689,7104157,7086896,7421071,7104156,7086898,7420064,7104149,7086904,7419676,7104171,7086890,7420315,7104160,7086910,7419035,7104168,7086908,7419086,7104164,7086894
20480,7437872,7130385,7113466,7438394,7130386,7113468,7438302,7130390,7113470,7436622,7130392,7113466,7439560,7130377,7113466,7439644,7130387,7113470,7438802,7130378,7113460,7438078,7130387,7113460,7438988,7130385,7113466,7439590,7130377,7113468
20736,7456520,7156620,7140048,7456808,7156608,7140044,7457351,7156612,7140038,7457106,7156626,7140030,7455184,7156634,7140040,7455588,7156622,7140050,7455254,7156620,7140046,7456426,7156620,7140046,7456420,7156628,7140040,7456360,7156624,7140052
20992,7475307,7182844,7166602,7476140,7182838,7166604,7472744,7182834,7166596,7475246,7182836,7166600,7475578,7182836,7166600,7474995,7182836,7166588,7474996,7182826,7166594,7472760,7182828,7166617,7475414,7182838,7166606,7475546,7182826,7166596
21248,7492463,7209023,7193120,7494231,7209023,7193120,7493752,7209027,7193122,7492216,7209022,7193112,7493665,7209010,7193104,7492614,7209024,7193114,7493786,7209022,7193126,7492532,7209021,7193112,7490731,7209030,7193114,7493074,7209021,7193118
21504,7509902,7235230,7219664,7510858,7235240,7219670,7512286,7235242,7219664,7511389,7235244,7219655,7509956,7235240,7219662,7511532,7235228,7219664,7512370,7235236,7219662,7510360,7235232,7219664,7511060,7235236,7219674,7510858,7235240,7219664
21760,7528678,7261461,7246218,7530358,7261476,7246220,7528398,7261480,7246209,7529154,7261488,7246232,7528204,7261478,7246222,7528690,7261476,7246224,7529214,7261482,7246222,7528938,7261463,7246220,7528259,7261482,7246234,7528194,7261480,7246230
22016,7548780,7287698,7272784,7547898,7287690,7272784,7546789,7287696,7272774,7547078,7287694,7272786,7546792,7287698,7272784,7546952,7287699,7272788,7550232,7287708,7272780,7548292,7287702,7272786,7548808,7287691,7272786,7547379,7287696,7272778
22272,7566234,7313890,7299305,7565978,7313880,7299322,7564279,7313880,7299312,7564258,7313886,7299300,7567786,7313884,7299309,7565248,7313882,7299306,7565129,7313886,7299306,7565358,7313874,7299285,7565318,7313886,7299307,7567704,7313888,7299308
22528,7582228,7340092,7325858,7582818,7340088,7325848,7585266,7340105,7325862,7584012,7340103,7325853,7583878,7340110,7325853,7585870,7340111,7325848,7583714,7340103,7325853,7584032,7340099,7325865,7583175,7340100,7325867,7584780,7340101,7325853
22784,7602408,7366350,7352452,7601812,7366358,7352448,7603496,7366340,7352446,7603254,7366357,7352438,7603436,7366345,7352435,7603086,7366345,7352441,7600144,7366363,7352454,7603148,7366355,7352456,7601921,7366359,7352444,7601815,7366349,7352433
23040,7619935,7392558,7378992,7620644,7392568,7378998,7619794,7392570,7378986,7620423,7392570,7378990,7619606,7392562,7378990,7620508,7392560,7378997,7620374,7392562,7378992,7619800,7392560,7379010,7621150,7392572,7379000,7618487,7392564,7378988
23296,7638873,7418761,7405523,7640210,7418749,7405519,7637644,7418756,7405523,7637127,7418751,7405537,7637854,7418754,7405529,7637972,7418759,7405520,7637231,7418759,7405518,7639516,7418747,7405529,7637811,7418758,7405520,7638132,7418752,7405523
23552,7655663,7444971,7432064,7656298,7444972,7432073,7656128,7444965,7432081,7654786,7444981,7432084,7656384,7444969,7432089,7655568,7444979,7432071,7655830,7444975,7432082,7656462,7444968,7432082,7657366,7444961,7432086,7656662,7444967,7432081
23808,7675342,7471212,7458653,7676064,7471212,7458662,7673967,7471206,7458649,7673899,7471190,7458642,7675369,7471188,7458659,7673309,7471202,7458651,7674442,7471208,7458652,7674156,7471212,7458649,7674218,7471202,7458646,7673585,7471208,7458642
24064,7693511,7497426,7485196,7692311,7497422,7485196,7691576,7497412,7485197,7691222,7497418,7485193,7693684,7497418,7485209,7694316,7497416,7485205,7693596,7497428,7485193,7694124,7497426,7485203,7692490,7497412,7485194,7694634,7497422,7485194
