dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5047306,3686335,3619512,5048012,3686333,3619494,5048337,3686346,3619522,5047841,3686358,3619534,5048961,3686362,3619528,5046902,3686352,3619521,5047122,3686371,3619542,5049248,3686365,3619521,5046616,3686381,3619552,5046612,3686367,3619533
256,5075298,3723824,3657637,5072128,3723852,3657640,5072650,3723842,3657640,5073482,3723862,3657635,5072564,3723837,3657626,5072899,3723848,3657624,5073162,3723850,3657632,5072890,3723870,3657612,5073250,3723846,3657621,5074468,3723856,3657640
512,5099582,3761367,3695773,5099238,3761364,3695790,5100153,3761365,3695791,5100538,3761386,3695784,5099601,3761384,3695790,5099240,3761376,3695784,5099352,3761355,3695795,5100514,3761380,3695771,5100034,3761374,3695785,5097801,3761404,3695805
768,5124948,3798880,3733936,5125847,3798882,3733922,5125808,3798892,3733938,5126023,3798912,3733914,5126041,3798896,3733936,5125353,3798904,3733924,5125594,3798918,3733942,5124698,3798924,3733942,5126146,3798906,3733938,5126721,3798922,3733938
1024,5152788,3836427,3772074,5150566,3836420,3772044,5151890,3836423,3772054,5150758,3836428,3772072,5152305,3836428,3772054,5150864,3836430,3772062,5151475,3836439,3772056,5150682,3836429,3772050,5152406,3836428,3772054,5150923,3836433,3772050
1280,5179007,3873900,3810148,5177335,3873893,3810138,5177238,3873890,3810132,5178015,3873909,3810162,5177902,3873885,3810142,5179696,3873882,3810117,5177505,3873878,3810126,5179060,3873875,3810124,5177861,3873869,3810125,5176702,3873867,3810100
1536,5205697,3911390,3848233,5204067,3911377,3848231,5204060,3911388,3848250,5205721,3911395,3848222,5204498,3911395,3848245,5202634,3911397,3848223,5202036,3911391,3848201,5202931,3911389,3848222,5205300,3911382,3848223,5203792,3911387,3848232
1792,5231591,3948932,3886372,5229234,3948932,3886374,5230360,3948944,3886389,5229912,3948942,3886364,5230200,3948917,3886357,5230550,3948941,3886361,5229977,3948940,3886353,5230234,3948930,3886354,5228673,3948932,3886373,5230250,3948922,3886370
2048,5255470,3986430,3924464,5257039,3986432,3924464,5256176,3986445,3924472,5256816,3986453,3924462,5256858,3986443,3924484,5255316,3986446,3924463,5253856,3986454,3924472,5257294,3986446,3924474,5256219,3986452,3924447,5257168,3986416,3924451
2304,5283582,4023905,3962540,5281129,4023903,3962532,5279654,4023884,3962518,5281930,4023914,3962538,5283925,4023914,3962540,5280505,4023903,3962536,5282546,4023924,3962530,5282208,4023914,3962536,5282320,4023895,3962522,5281633,4023900,3962540
2560,5307134,4061444,4000652,5308118,4061440,4000638,5309182,4061426,4000647,5309012,4061443,4000663,5308067,4061430,4000668,5309258,4061423,4000653,5307988,4061409,4000640,5308434,4061430,4000641,5308936,4061422,4000644,5307399,4061429,4000601
2816,5334512,4098935,4038746,5334309,4098938,4038758,5333682,4098922,4038774,5334514,4098931,4038748,5334180,4098931,4038744,5334133,4098937,4038770,5335374,4098925,4038724,5335131,4098915,4038726,5333874,4098930,4038740,5334154,4098927,4038722
3072,5359760,4136506,4076904,5362136,4136517,4076908,5360262,4136515,4076906,5361222,4136512,4076893,5360430,4136509,4076902,5360347,4136505,4076904,5359452,4136501,4076906,5360922,4136509,4076898,5360207,4136515,4076910,5360412,4136506,4076904
3328,5386253,4174042,4115013,5386274,4174012,4115013,5386216,4174042,4115004,5383953,4174024,4115004,5387732,4174036,4114995,5386562,4174040,4115021,5387236,4174042,4114998,5385186,4174034,4114993,5387804,4174040,4114999,5386172,4174026,4114999
3584,5410320,4211508,4153073,5412258,4211504,4153061,5412094,4211530,4153061,5413568,4211526,4153066,5413424,4211502,4153069,5413503,4211530,4153069,5411750,4211502,4153060,5413622,4211504,4153076,5411792,4211502,4153040,5411967,4211514,4153077
3840,5437690,4249016,4191178,5437574,4249018,4191166,5438654,4249013,4191162,5438306,4249027,4191166,5438061,4249031,4191164,5437603,4249028,4191172,5439936,4249006,4191158,5439250,4249012,4191166,5436818,4249009,4191166,5440179,4249049,4191176
