dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
24576,7697535,7555140,7543997,7697533,7555148,7543996,7697709,7555132,7544005,7697481,7555141,7544009,7698190,7555143,7543995
25600,7776748,7659303,7649501,7775195,7659319,7649474,7774644,7659308,7649481,7776678,7659311,7649476,7777593,7659308,7649489
26624,7854129,7763449,7754977,7856291,7763461,7754971,7854743,7763452,7754966,7854091,7763467,7754975,7854827,7763471,7754966
27648,7932528,7867610,7860447,7931571,7867613,7860438,7933736,7867611,7860442,7931551,7867605,7860449,7932415,7867613,7860447
28672,8009692,7971769,7965929,8011804,7971773,7965924,8010858,7971765,7965920,8011192,7971757,7965925,8013546,7971769,7965924
29696,8089353,8075917,8071392,8089281,8075923,8071397,8089601,8075922,8071392,8089956,8075913,8071388,8091004,8075921,8071396
30720,8169106,8180056,8176850,8169406,8180062,8176864,8168811,8180063,8176849,8168374,8180056,8176864,8169345,8180058,8176853
31744,8246668,8284258,8282379,8247353,8284263,8282383,8248174,8284257,8282382,8247207,8284262,8282387,8246920,8284256,8282377
32768,8325337,8388403,8387829,8327315,8388395,8387843,8326607,8388391,8387822,8324596,8388406,8387840,8327028,8388395,8387845
33792,8403716,8492577,8493334,8403313,8492584,8493338,8403261,8492570,8493324,8403431,8492577,8493345,8404679,8492579,8493348
34816,8481679,8596729,8598818,8482895,8596737,8598815,8480898,8596739,8598812,8480760,8596722,8598807,8483494,8596718,8598805
35840,8561758,8700846,8704256,8560852,8700853,8704269,8560018,8700859,8704268,8560840,8700850,8704260,8560380,8700852,8704273
36864,8639289,8805004,8809754,8640965,8805017,8809738,8639989,8805011,8809749,8639227,8805019,8809745,8639747,8805018,8809754
37888,8718408,8909162,8915226,8718093,8909165,8915225,8717743,8909154,8915219,8717730,8909155,8915234,8718504,8909165,8915226
38912,8796380,9013312,9020704,8796435,9013309,9020713,8794979,9013312,9020708,8796679,9013304,9020716,8795325,9013319,9020713
39936,8874621,9117458,9126189,8873863,9117463,9126200,8873965,9117463,9126202,8875512,9117465,9126206,8875587,9117449,9126192
40960,8954071,9221609,9231691,8954322,9221618,9231701,8954243,9221616,9231691,8954674,9221608,9231698,8952266,9221608,9231701
41984,9032143,9325743,9337170,9031396,9325738,9337178,9031418,9325764,9337183,9032424,9325756,9337185,9031188,9325757,9337179
43008,9112035,9429889,9442677,9110678,9429899,9442667,9111553,9429894,9442662,9110415,9429897,9442670,9110481,9429897,9442677
44032,9190450,9534053,9548222,9190452,9534075,9548218,9189385,9534064,9548209,9190077,9534063,9548209,9190131,9534069,9548212
45056,9268279,9638221,9653743,9267642,9638236,9653751,9268353,9638236,9653754,9269626,9638222,9653727,9268289,9638234,9653738
46080,9347566,9742382,9759266,9345701,9742366,9759249,9348003,9742385,9759269,9345789,9742369,9759265,9347669,9742370,9759260
47104,9424211,9846527,9864781,9423982,9846536,9864786,9422685,9846542,9864785,9425213,9846535,9864786,9425873,9846535,9864787
48128,9503170,9950678,9970274,9502160,9950679,9970266,9503454,9950682,9970275,9502737,9950682,9970261,9503553,9950686,9970259
49152,9583064,10054842,10075778,9580732,10054824,10075783,9580937,10054837,10075783,9583333,10054827,10075781,9580918,10054837,10075799
50176,9659727,10159001,10181338,9660705,10158996,10181326,9659201,10158995,10181330,9660798,10158992,10181334,9659948,10159000,10181337
51200,9739383,10263175,10286891,9740106,10263182,10286893,9738422,10263175,10286887,9740001,10263178,10286903,9739329,10263175,10286903
52224,9815978,10367333,10392458,9815933,10367343,10392457,9818361,10367329,10392457,9815973,10367331,10392456,9817099,10367337,10392454
53248,9894688,10471462,10498004,9895888,10471471,10497994,9895180,10471459,10498003,9897404,10471471,10498005,9896328,10471480,10498008
54272,9972990,10575624,10603557,9973272,10575616,10603560,9973707,10575603,10603563,9974154,10575614,10603561,9975294,10575628,10603556
55296,10053924,10679764,10709154,10050864,10679780,10709153,10052708,10679768,10709147,10052786,10679767,10709140,10051583,10679771,10709141
56320,10130807,10783934,10814748,10129932,10783938,10814748,10132021,10783936,10814750,10131285,10783939,10814751,10131762,10783935,10814743
57344,10210121,10888100,10920332,10211197,10888096,10920332,10210500,10888100,10920336,10210882,10888098,10920341,10210814,10888093,10920329
58368,10289053,10992258,11025940,10289734,10992249,11025958,10288840,10992274,11025961,10288854,10992258,11025954,10288773,10992260,11025982
59392,10368079,11096428,11131590,10367545,11096423,11131597,10368225,11096424,11131581,10369619,11096433,11131596,10368403,11096425,11131583
60416,10446108,11200566,11237197,10445706,11200565,11237196,10444355,11200549,11237209,10445242,11200568,11237196,10446166,11200563,11237211
61440,10524981,11304690,11342829,10525418,11304701,11342835,10525354,11304718,11342834,10524687,11304706,11342832,10522835,11304713,11342834
62464,10603797,11408860,11448506,10603848,11408870,11448507,10602775,11408867,11448505,10604135,11408855,11448512,10604397,11408870,11448507
63488,10681518,11513037,11554197,10681662,11513042,11554196,10681660,11513044,11554196,10681677,11513030,11554195,10680690,11513030,11554191
64512,10760452,11617199,11659895,10760466,11617200,11659896,10760585,11617215,11659898,10759653,11617195,11659901,10758992,11617200,11659904
