dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5079402,3716964,3653214,5078293,3716990,3653243,5081020,3716992,3653256,5077910,3717028,3653269,5079868,3717018,3653255
1024,5182586,3866031,3804711,5182075,3866027,3804721,5181699,3866042,3804711,5181343,3866026,3804699,5184018,3866064,3804693
2048,5285116,4015091,3956123,5286405,4015102,3956120,5284975,4015131,3956127,5283507,4015105,3956136,5284906,4015146,3956132
3072,5387221,4164186,4107498,5387398,4164171,4107508,5387793,4164182,4107497,5386758,4164201,4107492,5385807,4164181,4107496
4096,5491749,4313225,4258822,5489108,4313236,4258814,5490931,4313229,4258799,5492689,4313230,4258829,5491208,4313229,4258809
5120,5593588,4462373,4410161,5592436,4462369,4410143,5594808,4462349,4410184,5593944,4462352,4410149,5593185,4462350,4410162
6144,5695951,4611518,4561512,5696212,4611502,4561484,5697240,4611512,4561487,5697080,4611504,4561490,5695320,4611521,4561487
7168,5797985,4760689,4712720,5798791,4760683,4712733,5799371,4760685,4712747,5800286,4760666,4712728,5798276,4760680,4712732
8192,5903538,4909863,4864075,5901941,4909904,4864056,5901802,4909883,4864066,5901918,4909869,4864084,5901664,4909875,4864070
9216,6006591,5059036,5015368,6005334,5059029,5015380,6004297,5059044,5015372,6004989,5059046,5015385,6004207,5059026,5015374
10240,6108326,5208308,5166718,6109012,5208300,5166718,6109361,5208311,5166735,6109314,5208338,5166697,6108050,5208309,5166720
11264,6212395,5357635,5318061,6211763,5357624,5318052,6210381,5357623,5318067,6211655,5357609,5318056,6212768,5357592,5318064
12288,6314572,5506941,5469429,6314774,5506923,5469421,6315160,5506909,5469410,6315689,5506915,5469391,6314458,5506925,5469405
13312,6419315,5656356,5620851,6416390,5656334,5620843,6415059,5656342,5620848,6417947,5656365,5620835,6417466,5656332,5620815
14336,6520062,5805839,5772324,6520609,5805843,5772300,6521874,5805851,5772308,6520137,5805822,5772310,6518990,5805834,5772290
15360,6621538,5955325,5923759,6624254,5955311,5923768,6621249,5955317,5923792,6624384,5955322,5923753,6623871,5955323,5923765
16384,6726930,6104884,6075264,6725921,6104862,6075258,6727991,6104877,6075265,6727231,6104887,6075281,6727140,6104892,6075252
17408,6828927,6254405,6226705,6829004,6254400,6226719,6829223,6254402,6226709,6828336,6254419,6226710,6830622,6254407,6226707
18432,6933008,6403983,6378256,6931157,6403992,6378263,6932941,6404003,6378276,6931787,6404013,6378249,6933335,6404001,6378247
19456,7036767,6553587,6529783,7035152,6553570,6529791,7035979,6553564,6529785,7035329,6553567,6529770,7037495,6553563,6529786
20480,7137993,6703136,6681275,7138275,6703138,6681274,7139831,6703141,6681271,7136699,6703133,6681278,7139259,6703134,6681293
21504,7243390,6852732,6832778,7242741,6852721,6832771,7242604,6852741,6832787,7241031,6852714,6832756,7242307,6852715,6832764
