dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
22528,7346122,7002363,6984328,7346454,7002357,6984318,7345404,7002342,6984310,7344572,7002355,6984310,7343839,7002358,6984302
23552,7450151,7151948,7135810,7448177,7151977,7135809,7448490,7151982,7135823,7450520,7151949,7135818,7448805,7151954,7135807
24576,7549972,7301499,7287235,7551255,7301497,7287274,7550373,7301516,7287270,7550455,7301506,7287250,7550574,7301498,7287253
25600,7653618,7451096,7438714,7653490,7451067,7438737,7656535,7451087,7438714,7653932,7451086,7438715,7655464,7451067,7438718
26624,7757949,7600686,7590216,7756926,7600690,7590208,7756841,7600694,7590211,7758347,7600683,7590214,7756785,7600671,7590233
27648,7861181,7750286,7741692,7861309,7750289,7741698,7860363,7750283,7741709,7860369,7750286,7741716,7860869,7750291,7741709
28672,7962534,7899858,7893157,7963309,7899853,7893143,7963157,7899819,7893132,7963705,7899832,7893132,7963732,7899828,7893148
29696,8068056,8049424,8044612,8067978,8049458,8044617,8066873,8049448,8044621,8065769,8049445,8044638,8065746,8049446,8044627
30720,8170333,8199027,8196102,8168983,8199016,8196084,8169023,8199028,8196094,8169955,8199025,8196092,8170423,8199040,8196093
31744,8274082,8348592,8347547,8272727,8348571,8347551,8273057,8348588,8347536,8274362,8348597,8347558,8273925,8348575,8347552
32768,8377185,8498197,8499044,8375293,8498185,8499039,8377040,8498200,8499045,8376637,8498184,8499047,8376992,8498200,8499048
33792,8478644,8647792,8650518,8477766,8647775,8650524,8479018,8647767,8650489,8476677,8647768,8650511,8478099,8647785,8650503
34816,8581747,8797393,8802024,8581956,8797384,8802029,8582216,8797403,8802032,8582940,8797393,8802012,8582753,8797410,8802009
35840,8685150,8947045,8953556,8685483,8947025,8953540,8685745,8947013,8953533,8684766,8947020,8953546,8685344,8947021,8953529
36864,8789442,9096613,9105035,8788895,9096603,9105024,8788577,9096605,9105027,8789871,9096602,9105024,8788704,9096614,9105031
37888,8891110,9246262,9256593,8890726,9246261,9256582,8893655,9246274,9256619,8891028,9246255,9256607,8892037,9246252,9256604
38912,8993840,9395829,9408077,8995643,9395839,9408075,8992365,9395825,9408083,8994368,9395836,9408096,8993746,9395825,9408096
39936,9098682,9545447,9559608,9098056,9545446,9559630,9099822,9545461,9559616,9097120,9545451,9559612,9097276,9545445,9559628
40960,9201896,9695059,9711158,9202244,9695058,9711151,9202605,9695029,9711133,9199992,9695038,9711135,9199217,9695051,9711148
41984,9304939,9844679,9862700,9304649,9844662,9862712,9304700,9844655,9862701,9304206,9844661,9862709,9304394,9844650,9862686
43008,9407667,9994207,10014222,9407356,9994219,10014235,9407647,9994216,10014232,9407562,9994232,10014229,9409875,9994247,10014230
44032,9512533,10143841,10165793,9511032,10143832,10165789,9509289,10143810,10165794,9509744,10143829,10165775,9509301,10143842,10165792
45056,9611992,10293401,10317347,9613512,10293423,10317365,9614320,10293415,10317356,9613933,10293414,10317340,9614610,10293401,10317349
46080,9717701,10442982,10468927,9716756,10442986,10468918,9717120,10442959,10468903,9718691,10442960,10468911,9717796,10442971,10468897
47104,9821180,10592541,10620498,9819829,10592539,10620496,9819993,10592557,10620528,9818818,10592552,10620521,9820271,10592542,10620502
48128,9922550,10742149,10772152,9921452,10742138,10772134,9924195,10742148,10772141,9921801,10742133,10772146,9923794,10742129,10772127
49152,10026829,10891676,10923818,10024596,10891688,10923813,10025659,10891688,10923813,10025418,10891677,10923799,10025338,10891690,10923800
50176,10129837,11041227,11075430,10129288,11041222,11075429,10129056,11041248,11075420,10128982,11041208,11075435,10130140,11041225,11075427
51200,10231706,11190745,11226999,10231288,11190741,11226999,10232913,11190752,11227028,10233303,11190749,11227005,10231469,11190737,11227010
52224,10335306,11340306,11378618,10334841,11340305,11378619,10333479,11340299,11378618,10335775,11340296,11378617,10336194,11340292,11378622
53248,10438642,11489821,11530298,10438119,11489801,11530284,10438640,11489791,11530260,10438590,11489793,11530249,10439677,11489804,11530277
54272,10541673,11639396,11682026,10540887,11639392,11682003,10542586,11639395,11682020,10541064,11639382,11682029,10541663,11639374,11682015
55296,10644365,11788907,11833758,10646322,11788915,11833777,10644435,11788900,11833769,10644137,11788907,11833757,10644841,11788911,11833774
56320,10745330,11938363,11985470,10748161,11938375,11985468,10748630,11938383,11985474,10748415,11938359,11985473,10746332,11938347,11985464
57344,10850983,12087847,12137258,10850614,12087859,12137258,10851545,12087836,12137235,10851407,12087846,12137241,10850901,12087856,12137240
58368,10952878,12237304,12289029,10956463,12237280,12289013,10954129,12237288,12289016,10954009,12237277,12289028,10954067,12237292,12289042
59392,11056061,12386753,12440854,11057068,12386734,12440872,11057808,12386730,12440851,11058060,12386741,12440875,11057938,12386715,12440866
60416,11161351,12536132,12592916,11161380,12536147,12592913,11161272,12536165,12592915,11159565,12536153,12592914,11159275,12536135,12592899
61440,11263600,12685529,12744845,11263373,12685533,12744848,11263337,12685523,12744828,11263560,12685522,12744837,11261399,12685528,12744844
62464,11365609,12834974,12896575,11368817,12834974,12896574,11366475,12834968,12896576,11365856,12834967,12896599,11365919,12834978,12896597
63488,11469852,12984372,13048607,11468886,12984371,13048592,11469680,12984370,13048616,11469186,12984361,13048593,11470195,12984387,13048621
64512,11574660,13133769,13200723,11572593,13133788,13200731,11574547,13133785,13200734,11574103,13133768,13200737,11572858,13133777,13200742
