dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
34816,8581035,8797561,8802135,8581408,8797561,8802146,8580356,8797551,8802148,8579947,8797547,8802129,8581881,8797524,8802138
35840,8682148,8947126,8953592,8681830,8947127,8953605,8683989,8947138,8953603,8681753,8947132,8953600,8682352,8947150,8953613
36864,8786871,9096718,9105056,8785155,9096701,9105032,8785838,9096687,9105053,8786810,9096687,9105047,8788672,9096697,9105060
37888,8889990,9246299,9256565,8889339,9246298,9256558,8890587,9246302,9256557,8887822,9246306,9256558,8892165,9246291,9256544
38912,8991573,9395862,9408011,8994678,9395849,9408003,8992870,9395848,9408013,8992401,9395840,9408000,8993139,9395851,9408016
39936,9094014,9545406,9559470,9096164,9545414,9559483,9094044,9545403,9559476,9095843,9545399,9559459,9096286,9545414,9559489
40960,9198136,9694964,9710950,9199850,9694962,9710970,9197875,9694968,9710949,9197346,9694969,9710949,9198485,9694955,9710941
41984,9301018,9844526,9862443,9300948,9844544,9862446,9304399,9844531,9862439,9302727,9844541,9862451,9301640,9844519,9862442
43008,9405584,9994083,10013968,9404548,9994089,10013937,9405970,9994101,10013940,9405706,9994095,10013945,9405713,9994076,10013945
44032,9508539,10143639,10165463,9506954,10143653,10165463,9507046,10143646,10165436,9506868,10143662,10165452,9507358,10143650,10165453
45056,9610907,10293189,10316991,9611224,10293217,10316974,9612318,10293182,10316955,9612542,10293195,10316975,9611828,10293204,10316956
46080,9715246,10442709,10468457,9715363,10442714,10468491,9712708,10442744,10468486,9712861,10442734,10468496,9715574,10442734,10468499
47104,9818673,10592261,10620040,9819072,10592250,10620029,9819382,10592269,10620022,9817903,10592269,10620046,9817476,10592276,10620037
48128,9923551,10741792,10771600,9920688,10741804,10771612,9920182,10741795,10771596,9920843,10741800,10771598,9921727,10741790,10771591
49152,10025126,10891297,10923210,10021462,10891307,10923195,10024616,10891291,10923210,10024519,10891294,10923194,10024691,10891296,10923199
50176,10125925,11040817,11074822,10128069,11040817,11074803,10126856,11040829,11074805,10126474,11040823,11074818,10128029,11040825,11074830
51200,10230339,11190383,11226346,10229303,11190376,11226330,10230655,11190371,11226352,10230751,11190333,11226341,10229482,11190368,11226338
52224,10332576,11339889,11377946,10334525,11339872,11377934,10331501,11339871,11377922,10333476,11339853,11377937,10332360,11339866,11377929
53248,10437638,11489391,11529602,10434486,11489393,11529589,10434806,11489405,11529585,10437447,11489391,11529578,10437552,11489408,11529581
54272,10538081,11638858,11681230,10539354,11638874,11681250,10538480,11638869,11681239,10539951,11638857,11681238,10538991,11638886,11681254
55296,10642564,11788363,11832907,10643084,11788347,11832915,10642852,11788363,11832922,10642765,11788374,11832930,10643474,11788354,11832907
56320,10745756,11937814,11984616,10745338,11937806,11984585,10745287,11937809,11984614,10743440,11937806,11984610,10747450,11937789,11984582
57344,10847614,12087257,12136352,10848660,12087264,12136346,10850305,12087261,12136330,10848546,12087250,12136335,10850033,12087245,12136336
58368,10953145,12236671,12288073,10952746,12236658,12288068,10952816,12236650,12288060,10952540,12236654,12288072,10951515,12236666,12288060
59392,11055171,12386065,12439839,11055076,12386055,12439858,11053481,12386045,12439832,11053783,12386040,12439831,11054450,12386029,12439839
60416,11158834,12535416,12591846,11158554,12535416,12591839,11158074,12535403,12591836,11158616,12535401,12591846,11159257,12535398,12591847
61440,11261435,12684753,12743707,11262936,12684764,12743716,11263351,12684757,12743711,11262458,12684756,12743704,11261653,12684765,12743713
62464,11364646,12834211,12895453,11363978,12834217,12895469,11363556,12834195,12895428,11365116,12834199,12895429,11363603,12834203,12895436
63488,11467483,12983589,13047437,11468422,12983579,13047419,11469200,12983562,13047439,11466999,12983591,13047437,11466853,12983582,13047440
64512,11572425,13132931,13199512,11570782,13132937,13199486,11570235,13132957,13199502,11569656,13132922,13199509,11572800,13132912,13199491
