dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,6001104,5054904,5011607,5999147,5054871,5011597,5998622,5054870,5011566,5999943,5054870,5011584,6000557,5054877,5011567
1024,6070822,5159009,5117169,6072635,5159022,5117158,6072036,5159026,5117151,6071126,5159010,5117139,6070607,5159016,5117153
2048,6143156,5263175,5222727,6143780,5263182,5222738,6142869,5263175,5222732,6140300,5263184,5222716,6143473,5263172,5222725
3072,6215556,5367353,5328310,6215192,5367352,5328335,6215196,5367347,5328319,6216155,5367343,5328316,6215822,5367350,5328315
4096,6287017,5471535,5433885,6287051,5471536,5433903,6288423,5471545,5433905,6288903,5471547,5433885,6286572,5471539,5433879
5120,6357587,5575737,5539431,6359682,5575742,5539438,6359342,5575740,5539436,6359974,5575747,5539432,6359777,5575735,5539448
6144,6429768,5679932,5645010,6430552,5679937,5645017,6433376,5679928,5645012,6431524,5679942,5645018,6429486,5679925,5645003
7168,6501602,5784093,5750566,6503645,5784111,5750577,6502820,5784110,5750572,6504292,5784104,5750561,6504073,5784096,5750567
8192,6576082,5888254,5856144,6575513,5888265,5856148,6574372,5888261,5856136,6574635,5888278,5856138,6573108,5888268,5856144
9216,6646990,5992426,5961672,6646615,5992441,5961659,6646323,5992417,5961663,6647501,5992427,5961668,6644898,5992423,5961666
10240,6719405,6096645,6067239,6718752,6096646,6067242,6717441,6096644,6067234,6717932,6096641,6067236,6717611,6096644,6067239
11264,6791113,6200839,6172758,6791801,6200825,6172754,6789156,6200817,6172761,6788382,6200825,6172764,6788852,6200827,6172774
12288,6861536,6305012,6278298,6860680,6305023,6278303,6860798,6304995,6278302,6862189,6305014,6278298,6862602,6305025,6278292
13312,6935375,6409210,6383814,6932781,6409208,6383818,6934404,6409200,6383829,6933244,6409213,6383842,6934363,6409226,6383820
14336,7006327,6513376,6489313,7005295,6513379,6489310,7005212,6513369,6489316,7006769,6513362,6489324,7005480,6513383,6489321
15360,7078188,6617560,6594830,7077592,6617567,6594839,7077983,6617555,6594836,7076825,6617573,6594834,7076512,6617569,6594845
16384,7149762,6721756,6700342,7149503,6721738,6700332,7149159,6721743,6700330,7149055,6721738,6700333,7148908,6721738,6700339
17408,7221187,6825921,6805820,7221138,6825925,6805842,7220515,6825918,6805815,7223593,6825924,6805829,7222035,6825927,6805832
18432,7293137,6930071,6911301,7291004,6930078,6911300,7293257,6930085,6911319,7292261,6930071,6911305,7293961,6930080,6911311
19456,7366087,7034246,7016786,7364794,7034246,7016779,7365292,7034253,7016780,7364208,7034248,7016786,7366888,7034245,7016783
20480,7437156,7138394,7122245,7435182,7138393,7122250,7435822,7138407,7122237,7437874,7138395,7122252,7435874,7138393,7122251
21504,7508069,7242552,7227711,7507145,7242555,7227706,7508978,7242562,7227705,7509015,7242569,7227713,7509259,7242564,7227711
22528,7580918,7346725,7333160,7580188,7346733,7333153,7581551,7346722,7333160,7580277,7346731,7333147,7580668,7346719,7333160
23552,7652190,7450895,7438635,7652831,7450903,7438643,7650906,7450901,7438641,7653255,7450908,7438639,7652893,7450891,7438650
24576,7723765,7555074,7544104,7724800,7555067,7544109,7724119,7555077,7544108,7722647,7555074,7544126,7723343,7555081,7544115
25600,7795517,7659252,7649614,7796825,7659249,7649615,7795276,7659252,7649600,7796452,7659249,7649605,7797332,7659249,7649605
26624,7867057,7763405,7755062,7866279,7763401,7755064,7868120,7763407,7755064,7866114,7763405,7755049,7867645,7763401,7755058
27648,7939733,7867569,7860525,7936651,7867560,7860522,7940916,7867555,7860518,7938284,7867560,7860534,7938119,7867568,7860527
28672,8013777,7971737,7965990,8008392,7971745,7965993,8011161,7971734,7965998,8012011,7971730,7965992,8010493,7971733,7965987
29696,8083827,8075897,8071453,8083017,8075903,8071449,8081779,8075891,8071446,8082229,8075906,8071458,8083459,8075892,8071448
30720,8153523,8180081,8176940,8155356,8180077,8176935,8155840,8180090,8176942,8153898,8180074,8176948,8154641,8180090,8176945
31744,8226372,8284248,8282403,8226371,8284256,8282401,8225741,8284258,8282395,8228257,8284242,8282398,8225993,8284251,8282402
32768,8299609,8388404,8387853,8297912,8388393,8387854,8300106,8388407,8387852,8298658,8388396,8387861,8297777,8388402,8387853
33792,8370889,8492572,8493330,8369462,8492581,8493328,8369908,8492573,8493334,8369860,8492571,8493326,8370138,8492577,8493338
34816,8441136,8596745,8598799,8442284,8596749,8598809,8442246,8596748,8598797,8440969,8596752,8598804,8441967,8596752,8598805
35840,8513639,8700903,8704269,8513356,8700911,8704254,8513548,8700906,8704271,8513588,8700904,8704268,8513033,8700904,8704264
36864,8584851,8805092,8809761,8585794,8805091,8809764,8586102,8805088,8809747,8585237,8805082,8809750,8585536,8805082,8809756
37888,8657270,8909257,8915226,8657800,8909261,8915228,8657796,8909250,8915225,8656564,8909245,8915232,8659727,8909247,8915227
38912,8730248,9013425,9020712,8728465,9013428,9020715,8731803,9013420,9020711,8728050,9013424,9020719,8728561,9013420,9020724
