dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
39936,8801468,9117580,9126197,8800136,9117595,9126186,8800399,9117584,9126187,8802237,9117583,9126189,8799620,9117587,9126191
40960,8872849,9221748,9231653,8872093,9221734,9231654,8872514,9221744,9231656,8875340,9221748,9231658,8870630,9221735,9231666
41984,8945827,9325900,9337132,8946989,9325885,9337145,8944356,9325887,9337136,8944088,9325895,9337140,8945565,9325887,9337137
43008,9015776,9430045,9442607,9017530,9430048,9442603,9014941,9430046,9442610,9015931,9430041,9442609,9015352,9430053,9442605
44032,9088004,9534209,9548105,9087742,9534219,9548122,9088528,9534219,9548119,9087948,9534206,9548113,9088883,9534211,9548119
45056,9159139,9638390,9653644,9160356,9638390,9653647,9160439,9638384,9653646,9161338,9638394,9653645,9159539,9638395,9653638
46080,9231966,9742560,9759160,9230206,9742556,9759172,9231449,9742573,9759175,9229897,9742557,9759174,9232528,9742577,9759190
47104,9303075,9846747,9864713,9303137,9846739,9864699,9304649,9846741,9864703,9303349,9846740,9864704,9303615,9846737,9864707
48128,9375520,9950894,9970222,9376476,9950901,9970229,9376562,9950902,9970216,9375159,9950914,9970219,9377000,9950912,9970219
49152,9450650,10055071,10075728,9446949,10055063,10075736,9445589,10055077,10075718,9446148,10055062,10075720,9447177,10055071,10075730
50176,9518594,10159229,10181197,9518192,10159226,10181186,9521306,10159212,10181191,9519065,10159212,10181202,9518377,10159224,10181195
51200,9590266,10263390,10286716,9592387,10263374,10286720,9590753,10263369,10286731,9591390,10263379,10286729,9590078,10263376,10286736
52224,9661876,10367568,10392300,9662436,10367581,10392292,9661690,10367569,10392305,9661800,10367580,10392306,9661253,10367582,10392296
53248,9735682,10471735,10497837,9734850,10471747,10497844,9734078,10471740,10497845,9735729,10471742,10497838,9735173,10471735,10497853
54272,9808225,10575880,10603376,9805612,10575886,10603392,9806395,10575887,10603378,9805991,10575893,10603374,9807471,10575898,10603399
55296,9878720,10680055,10708954,9877444,10680062,10708960,9877190,10680066,10708954,9878294,10680058,10708965,9879217,10680070,10708952
56320,9950050,10784249,10814549,9950734,10784241,10814559,9950136,10784242,10814549,9949030,10784248,10814554,9949000,10784251,10814560
57344,10021333,10888410,10920152,10021124,10888426,10920153,10020486,10888416,10920161,10022567,10888433,10920149,10021988,10888419,10920158
58368,10091223,10992588,11025740,10092806,10992596,11025753,10095200,10992594,11025762,10095461,10992610,11025762,10094387,10992598,11025748
59392,10165503,11096766,11131370,10166817,11096771,11131376,10165471,11096779,11131379,10166153,11096780,11131369,10165658,11096785,11131374
60416,10237361,11200926,11236985,10236896,11200927,11236981,10238590,11200924,11236993,10235845,11200929,11236982,10237362,11200928,11236981
61440,10308514,11305109,11342607,10308366,11305103,11342618,10308263,11305118,11342629,10307772,11305107,11342619,10309505,11305100,11342620
62464,10382030,11409261,11448259,10380681,11409258,11448275,10379056,11409260,11448263,10381006,11409267,11448258,10382816,11409257,11448259
63488,10452921,11513436,11553937,10453643,11513441,11553944,10452127,11513440,11553938,10452846,11513447,11553925,10452152,11513434,11553947
64512,10524775,11617606,11659610,10524654,11617617,11659624,10522795,11617609,11659614,10524455,11617611,11659616,10526483,11617615,11659620
