dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,4803524,3717799,3653704,4801199,3717827,3653715,4802856,3717823,3653723,4802968,3717837,3653746,4801513,3717846,3653744
1024,4913590,3866889,3805216,4914577,3866890,3805217,4914163,3866899,3805223,4914586,3866893,3805229,4915070,3866903,3805204
2048,5026845,4015925,3956594,5026478,4015920,3956591,5028496,4015943,3956607,5028991,4015942,3956623,5027135,4015950,3956630
3072,5138105,4165010,4107972,5140170,4164995,4108005,5138709,4165009,4107976,5140762,4165021,4107993,5139644,4165009,4107963
4096,5251680,4314030,4259291,5253059,4314043,4259282,5251364,4314045,4259273,5251922,4314037,4259279,5252653,4314051,4259260
5120,5365166,4463118,4410578,5364761,4463115,4410579,5364102,4463112,4410584,5364755,4463119,4410565,5363502,4463131,4410568
6144,5476837,4612198,4561838,5476068,4612188,4561838,5476401,4612194,4561840,5477317,4612194,4561825,5475878,4612180,4561815
7168,5589199,4761320,4713116,5590001,4761317,4713103,5589301,4761335,4713113,5589816,4761312,4713110,5590032,4761332,4713115
8192,5703356,4910484,4864333,5704401,4910484,4864326,5702297,4910476,4864328,5701646,4910481,4864323,5703218,4910472,4864316
9216,5814860,5059656,5015653,5814083,5059630,5015667,5815578,5059649,5015650,5815900,5059643,5015657,5815714,5059646,5015640
10240,5928374,5208848,5166955,5927751,5208867,5166960,5928156,5208860,5166952,5928224,5208850,5166959,5928530,5208861,5166945
11264,6039925,5358169,5318330,6041347,5358185,5318339,6041612,5358165,5318319,6041492,5358161,5318313,6040453,5358175,5318319
12288,6153074,5507494,5469662,6154138,5507481,5469667,6151938,5507502,5469671,6153703,5507497,5469675,6155167,5507474,5469674
13312,6265723,5656883,5621088,6268334,5656864,5621063,6265139,5656852,5621070,6266120,5656852,5621060,6266294,5656860,5621060
14336,6379868,5806349,5772577,6378998,5806374,5772571,6379849,5806376,5772572,6379430,5806344,5772570,6380869,5806343,5772557
15360,6491936,5955848,5924044,6490352,5955829,5924030,6491551,5955861,5924048,6492285,5955843,5924036,6491256,5955855,5924049
16384,6603826,6105387,6075558,6602895,6105382,6075557,6605133,6105389,6075538,6604934,6105375,6075566,6606622,6105377,6075558
17408,6717615,6254913,6226992,6716105,6254903,6226972,6716428,6254902,6227006,6716323,6254894,6226978,6717695,6254886,6226977
18432,6828808,6404468,6378480,6829508,6404453,6378485,6830188,6404453,6378467,6829849,6404458,6378486,6828852,6404443,6378471
19456,6942061,6553994,6529996,6943269,6554002,6529980,6941440,6553996,6529975,6941698,6553988,6529991,6943456,6553999,6529977
20480,7055931,6703554,6681493,7055644,6703539,6681497,7054534,6703538,6681485,7055057,6703546,6681505,7055327,6703547,6681494
21504,7167214,6853092,6832988,7168531,6853099,6833001,7166853,6853085,6832988,7168899,6853105,6832983,7166465,6853080,6832987
22528,7281444,7002671,6984483,7282376,7002657,6984476,7281014,7002663,6984487,7281407,7002665,6984492,7282594,7002673,6984492
23552,7395071,7152322,7136024,7393332,7152320,7136037,7394164,7152316,7136031,7394242,7152316,7136048,7394189,7152319,7136049
24576,7506241,7301863,7287481,7506869,7301860,7287504,7506248,7301866,7287496,7507546,7301865,7287499,7506388,7301856,7287503
25600,7620105,7451432,7438971,7619297,7451438,7438967,7619029,7451457,7438980,7617965,7451428,7438956,7618141,7451437,7438985
26624,7731312,7601015,7590444,7730587,7601031,7590458,7732834,7601013,7590440,7731655,7601032,7590462,7733341,7601029,7590464
27648,7844732,7750610,7741940,7845819,7750612,7741952,7845207,7750610,7741933,7843803,7750613,7741928,7846097,7750602,7741932
28672,7955858,7900176,7893417,7955419,7900177,7893414,7956885,7900171,7893430,7956973,7900171,7893399,7957940,7900181,7893405
29696,8071037,8049702,8044849,8069730,8049707,8044879,8070268,8049714,8044865,8071558,8049731,8044871,8068375,8049733,8044844
30720,8183771,8199261,8196297,8184124,8199271,8196326,8183424,8199286,8196317,8182423,8199295,8196312,8182173,8199276,8196313
31744,8296944,8348814,8347733,8296717,8348836,8347754,8295900,8348805,8347737,8295161,8348830,8347751,8295402,8348831,8347766
32768,8409323,8498378,8499241,8410087,8498379,8499221,8407587,8498387,8499221,8409976,8498376,8499217,8409218,8498388,8499230
33792,8521205,8647955,8650701,8519508,8647968,8650699,8522831,8647956,8650696,8521206,8647968,8650691,8521119,8647960,8650680
34816,8635717,8797554,8802214,8635297,8797557,8802223,8635329,8797570,8802222,8633813,8797572,8802221,8634312,8797563,8802231
35840,8747513,8947137,8953697,8747193,8947130,8953703,8746603,8947135,8953700,8746614,8947133,8953707,8746194,8947130,8953709
36864,8859479,9096746,9105247,8859298,9096746,9105239,8860569,9096748,9105223,8860708,9096752,9105236,8861236,9096738,9105239
