dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
18432,6917430,6403947,6377842,6918021,6403934,6377838,6919653,6403935,6377852,6916729,6403932,6377843,6917440,6403937,6377840
19456,7022399,6553547,6529384,7023158,6553535,6529401,7020483,6553543,6529381,7021561,6553533,6529402,7023287,6553556,6529377
20480,7123546,6703120,6680905,7123819,6703108,6680896,7123463,6703111,6680894,7124340,6703097,6680886,7124401,6703107,6680897
21504,7229055,6852703,6832416,7227568,6852693,6832409,7228304,6852709,6832427,7226928,6852718,6832407,7227627,6852717,6832412
22528,7327988,7002341,6983965,7329944,7002312,6983972,7330089,7002342,6983969,7329498,7002333,6983977,7329188,7002334,6983995
23552,7432787,7151961,7135514,7432375,7151939,7135515,7433289,7151938,7135511,7431191,7151945,7135484,7432398,7151939,7135506
24576,7537141,7301522,7286988,7534427,7301503,7286974,7536616,7301532,7287002,7536352,7301511,7286976,7535446,7301512,7286994
25600,7638290,7451095,7438470,7637115,7451076,7438469,7639941,7451084,7438466,7637243,7451081,7438439,7639358,7451090,7438449
26624,7740464,7600681,7589966,7741092,7600692,7589973,7740124,7600703,7589971,7740079,7600712,7589986,7741726,7600693,7589968
27648,7843725,7750309,7741475,7844205,7750311,7741472,7843054,7750300,7741478,7844348,7750306,7741475,7844501,7750297,7741467
28672,7947336,7899873,7892970,7947471,7899892,7892979,7948244,7899899,7892979,7947124,7899892,7892982,7947925,7899896,7892987
29696,8049385,8049490,8044483,8049904,8049482,8044450,8050847,8049472,8044454,8051399,8049487,8044473,8051073,8049456,8044462
30720,8152446,8199073,8195955,8151455,8199067,8195953,8153102,8199076,8195954,8152147,8199075,8195960,8153035,8199073,8195972
31744,8255930,8348635,8347425,8256109,8348643,8347445,8256237,8348623,8347441,8255956,8348629,8347434,8254428,8348620,8347429
32768,8358506,8498189,8498904,8359245,8498192,8498902,8359768,8498193,8498899,8356996,8498189,8498878,8356314,8498195,8498900
33792,8460854,8647750,8650363,8463172,8647759,8650383,8461919,8647752,8650375,8460874,8647766,8650380,8459888,8647757,8650363
34816,8564927,8797345,8801887,8564618,8797373,8801894,8565602,8797362,8801895,8564287,8797347,8801893,8564612,8797336,8801888
35840,8667061,8946958,8953414,8666010,8946969,8953426,8668427,8946959,8953413,8668766,8946963,8953416,8666967,8946958,8953404
36864,8770412,9096600,9104969,8770343,9096602,9104993,8770408,9096616,9104997,8771151,9096602,9105001,8770241,9096597,9104994
37888,8873096,9246172,9256502,8873755,9246179,9256499,8873670,9246199,9256502,8872668,9246183,9256516,8872830,9246164,9256503
38912,8976105,9395748,9408013,8975335,9395752,9407998,8974995,9395747,9408015,8976250,9395741,9408007,8976765,9395730,9408001
39936,9079402,9545321,9559521,9079348,9545326,9559532,9079759,9545326,9559531,9079341,9545302,9559528,9082094,9545312,9559531
40960,9181218,9694918,9711080,9181881,9694909,9711078,9181263,9694911,9711059,9181618,9694911,9711049,9182463,9694895,9711056
41984,9284519,9844518,9862630,9285434,9844519,9862647,9286195,9844536,9862637,9286819,9844515,9862637,9282740,9844536,9862624
43008,9387955,9994115,10014222,9387898,9994115,10014198,9388086,9994116,10014226,9386648,9994138,10014219,9390602,9994137,10014218
44032,9491229,10143716,10165794,9490792,10143720,10165785,9492975,10143712,10165783,9488685,10143714,10165796,9490448,10143730,10165793
45056,9594134,10293267,10317350,9594757,10293272,10317332,9593904,10293251,10317333,9593612,10293266,10317342,9593678,10293270,10317344
46080,9698243,10442824,10468918,9696664,10442833,10468929,9695458,10442827,10468931,9697798,10442832,10468920,9695268,10442814,10468903
47104,9800270,10592402,10620555,9800420,10592410,10620564,9798814,10592419,10620565,9800640,10592432,10620552,9800082,10592431,10620558
48128,9900458,10742021,10772212,9902952,10742002,10772195,9903232,10742010,10772200,9902640,10742015,10772204,9903729,10742009,10772204
49152,10005985,10891562,10923839,10005175,10891569,10923837,10006129,10891572,10923840,10005700,10891558,10923840,10006218,10891566,10923845
50176,10108820,11041129,11075512,10108388,11041121,11075512,10109025,11041132,11075524,10109844,11041142,11075520,10110276,11041126,11075524
51200,10212187,11190705,11227315,10210131,11190719,11227316,10211171,11190721,11227321,10211600,11190729,11227328,10212395,11190717,11227321
52224,10315372,11340209,11378986,10315645,11340217,11378977,10314593,11340215,11378981,10316412,11340215,11378993,10312755,11340225,11378993
53248,10418536,11489766,11530597,10417104,11489760,11530599,10416404,11489755,11530632,10416312,11489760,11530621,10418513,11489770,11530607
54272,10519447,11639268,11682302,10521007,11639272,11682294,10520481,11639266,11682304,10520324,11639265,11682285,10520120,11639258,11682292
55296,10624401,11788797,11834065,10621113,11788807,11834060,10622118,11788802,11834074,10622886,11788811,11834081,10622848,11788819,11834056
56320,10726596,11938292,11985821,10724963,11938282,11985823,10725519,11938293,11985848,10725415,11938307,11985807,10726342,11938300,11985806
57344,10829053,12087783,12137637,10828509,12087793,12137663,10829958,12087815,12137646,10829775,12087798,12137652,10829913,12087798,12137660
58368,10932699,12237266,12289469,10932993,12237278,12289490,10932418,12237283,12289485,10932957,12237250,12289473,10932420,12237295,12289490
59392,11037103,12386698,12441307,11035547,12386700,12441324,11034731,12386683,12441315,11036710,12386708,12441343,11033563,12386703,12441344
60416,11140158,12536156,12593250,11140106,12536138,12593242,11140126,12536158,12593252,11136553,12536148,12593261,11139061,12536168,12593277
61440,11240605,12685581,12745241,11238630,12685572,12745242,11244159,12685579,12745241,11241737,12685581,12745227,11241486,12685559,12745261
62464,11344433,12834986,12897491,11345781,12834979,12897482,11345918,12834968,12897473,11345176,12834950,12897472,11345758,12834970,12897474
63488,11447636,12984465,13049378,11447423,12984479,13049387,11447673,12984447,13049376,11446604,12984462,13049378,11448402,12984473,13049376
64512,11550059,13133866,13201547,11551179,13133916,13201540,11551174,13133889,13201534,11550919,13133892,13201536,11549555,13133906,13201571
