dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5066659,3717555,3653874,5065876,3717556,3653887,5066643,3717560,3653877,5065608,3717575,3653892,5064522,3717574,3653878,5065718,3717564,3653892,5065628,3717587,3653898,5064340,3717594,3653900,5066540,3717597,3653899,5065307,3717580,3653908
256,5092468,3754856,3691755,5092647,3754850,3691778,5092364,3754858,3691787,5090607,3754850,3691784,5091583,3754874,3691774,5090473,3754875,3691763,5092398,3754869,3691771,5091211,3754872,3691773,5091267,3754879,3691775,5090400,3754863,3691792
512,5116483,3792135,3729629,5117615,3792143,3729636,5118137,3792132,3729645,5118789,3792137,3729629,5117780,3792140,3729649,5117042,3792141,3729653,5116935,3792145,3729652,5115524,3792150,3729645,5117354,3792138,3729662,5117454,3792140,3729641
768,5142468,3829412,3767507,5142740,3829405,3767510,5142109,3829416,3767506,5143477,3829400,3767492,5142595,3829411,3767485,5142764,3829416,3767497,5142390,3829418,3767511,5143125,3829420,3767493,5141446,3829397,3767491,5144309,3829401,3767478
1024,5167689,3866636,3805322,5169775,3866666,3805307,5169051,3866616,3805314,5167697,3866627,3805330,5168787,3866649,3805311,5169604,3866628,3805302,5168854,3866635,3805307,5168347,3866616,3805280,5170608,3866605,3805303,5169596,3866642,3805269
1280,5193253,3903905,3843147,5193614,3903883,3843142,5192668,3903888,3843147,5195907,3903890,3843145,5194845,3903876,3843160,5194651,3903878,3843158,5194123,3903887,3843146,5194637,3903897,3843151,5193242,3903906,3843139,5194234,3903916,3843157
1536,5219365,3941206,3881067,5221667,3941219,3881047,5220838,3941204,3881041,5221081,3941216,3881057,5219938,3941218,3881046,5220770,3941227,3881046,5220264,3941199,3881029,5219115,3941193,3881051,5220181,3941208,3881029,5220116,3941194,3881029
1792,5245955,3978471,3918881,5246245,3978474,3918861,5245871,3978452,3918881,5243654,3978465,3918875,5246397,3978471,3918861,5244203,3978474,3918871,5246060,3978485,3918890,5246871,3978471,3918865,5246393,3978466,3918861,5246864,3978476,3918865
2048,5272071,4015700,3956682,5270232,4015704,3956685,5270205,4015705,3956675,5269791,4015698,3956689,5271499,4015717,3956674,5269093,4015704,3956667,5270983,4015700,3956673,5271514,4015676,3956674,5270851,4015702,3956676,5270645,4015719,3956693
2304,5298183,4052994,3994530,5296864,4053000,3994547,5295711,4053001,3994548,5297187,4052982,3994537,5296416,4052993,3994533,5297453,4052985,3994554,5298000,4052996,3994546,5296793,4052984,3994538,5297660,4053002,3994518,5298381,4053003,3994529
2560,5321715,4090256,4032372,5324742,4090271,4032363,5322172,4090272,4032351,5322649,4090250,4032388,5323884,4090269,4032378,5321285,4090264,4032378,5323936,4090263,4032385,5323422,4090268,4032380,5323909,4090267,4032359,5324506,4090254,4032360
2816,5350488,4127571,4070251,5348423,4127541,4070257,5347704,4127572,4070237,5350599,4127546,4070254,5348012,4127568,4070231,5348594,4127557,4070243,5348581,4127571,4070251,5348919,4127573,4070249,5347968,4127556,4070244,5349275,4127557,4070254
3072,5372141,4164847,4108071,5375966,4164823,4108098,5373083,4164839,4108093,5374313,4164818,4108099,5375706,4164839,4108098,5376071,4164848,4108082,5374218,4164832,4108097,5373584,4164832,4108083,5374249,4164830,4108089,5373529,4164846,4108077
3328,5400782,4202081,4145885,5399372,4202069,4145867,5400155,4202074,4145889,5398308,4202079,4145881,5401169,4202051,4145883,5399940,4202069,4145873,5400029,4202078,4145879,5399006,4202057,4145903,5400836,4202074,4145879,5399800,4202054,4145874
3584,5424165,4239360,4183739,5425447,4239327,4183706,5426313,4239355,4183726,5426536,4239348,4183733,5424166,4239372,4183728,5425985,4239373,4183714,5425510,4239343,4183723,5426122,4239356,4183705,5426445,4239356,4183717,5425737,4239349,4183723
3840,5450616,4276643,4221609,5451006,4276653,4221604,5450953,4276641,4221586,5451451,4276662,4221605,5450445,4276661,4221583,5452913,4276654,4221594,5451942,4276660,4221593,5451651,4276646,4221576,5452234,4276659,4221592,5453280,4276643,4221587
4096,5478235,4313944,4259416,5476732,4313925,4259420,5478320,4313918,4259404,5477457,4313922,4259420,5477295,4313916,4259414,5477731,4313917,4259392,5477052,4313932,4259434,5477012,4313934,4259412,5479240,4313939,4259430,5477304,4313927,4259419
4352,5504168,4351164,4297223,5503895,4351169,4297229,5503362,4351155,4297212,5502878,4351198,4297193,5503112,4351187,4297192,5503754,4351181,4297205,5502179,4351178,4297209,5502160,4351161,4297229,5502990,4351178,4297198,5503720,4351146,4297198
4608,5528494,4388446,4335050,5528822,4388453,4335048,5528946,4388435,4335065,5530443,4388446,4335038,5529865,4388432,4335032,5529735,4388432,4335059,5528054,4388442,4335034,5529175,4388438,4335034,5528610,4388444,4335055,5529374,4388462,4335030
4864,5554204,4425764,4372900,5555752,4425760,4372908,5554523,4425757,4372902,5555594,4425759,4372892,5554776,4425759,4372898,5554992,4425739,4372901,5554560,4425766,4372900,5554677,4425774,4372918,5554415,4425763,4372902,5551874,4425764,4372907
5120,5579695,4463048,4410744,5580024,4463036,4410748,5579315,4463061,4410712,5580174,4463032,4410702,5580084,4463044,4410744,5579144,4463042,4410748,5580525,4463063,4410736,5579494,4463058,4410749,5580943,4463069,4410730,5582093,4463048,4410750
5376,5605841,4500324,4448577,5607035,4500318,4448569,5605210,4500328,4448583,5606236,4500323,4448574,5606700,4500336,4448569,5605887,4500337,4448570,5605744,4500333,4448593,5605401,4500343,4448586,5605713,4500321,4448583,5605916,4500335,4448570
5632,5631765,4537568,4486374,5631187,4537581,4486359,5630996,4537567,4486347,5632102,4537564,4486360,5631782,4537579,4486366,5631754,4537589,4486375,5631108,4537570,4486352,5629530,4537563,4486359,5633457,4537571,4486360,5632020,4537555,4486359
5888,5657525,4574857,4524189,5656310,4574854,4524186,5656818,4574853,4524190,5657924,4574847,4524197,5656586,4574855,4524190,5658831,4574845,4524195,5655727,4574857,4524194,5657150,4574874,4524210,5654738,4574860,4524187,5655909,4574856,4524194
6144,5682866,4612146,4562024,5683765,4612164,4562030,5682695,4612144,4562032,5681395,4612161,4562043,5683374,4612142,4562038,5682962,4612149,4562020,5682535,4612150,4562026,5683319,4612151,4562041,5683836,4612154,4562004,5684206,4612142,4562003
6400,5710396,4649429,4599842,5708847,4649436,4599847,5708791,4649418,4599855,5708502,4649430,4599836,5708688,4649427,4599852,5708663,4649430,4599844,5707657,4649432,4599831,5707833,4649422,4599841,5709047,4649426,4599825,5709632,4649415,4599848
6656,5735911,4686692,4637643,5733101,4686675,4637641,5734000,4686669,4637631,5735115,4686680,4637633,5732709,4686661,4637618,5733390,4686673,4637640,5733410,4686665,4637623,5734111,4686674,4637619,5734163,4686676,4637634,5733944,4686668,4637651
6912,5760383,4723965,4675466,5759830,4723962,4675450,5758783,4723962,4675463,5759269,4723974,4675463,5761122,4723963,4675455,5760636,4723985,4675470,5760715,4723960,4675454,5759050,4723982,4675464,5761186,4723977,4675458,5760528,4723971,4675453
7168,5785464,4761320,4713345,5784135,4761311,4713351,5787729,4761321,4713332,5785391,4761315,4713316,5783753,4761320,4713339,5785748,4761328,4713322,5785761,4761317,4713325,5786324,4761313,4713341,5786026,4761313,4713347,5786994,4761309,4713335
7424,5810892,4798611,4751108,5811991,4798612,4751106,5811652,4798618,4751106,5811655,4798641,4751128,5812287,4798618,4751100,5811409,4798632,4751114,5812437,4798624,4751144,5812707,4798623,4751123,5812003,4798629,4751123,5812327,4798616,4751108
7680,5837380,4835873,4788899,5838500,4835868,4788907,5838315,4835890,4788912,5836422,4835863,4788920,5837816,4835876,4788908,5837070,4835867,4788903,5837808,4835856,4788918,5838363,4835866,4788895,5836437,4835851,4788900,5835993,4835855,4788889
7936,5864127,4873178,4826751,5862923,4873196,4826734,5865273,4873188,4826741,5863532,4873180,4826754,5863615,4873189,4826750,5863141,4873201,4826745,5862554,4873186,4826747,5862267,4873179,4826744,5861973,4873186,4826737,5865078,4873203,4826744
8192,5888739,4910506,4864573,5889127,4910490,4864575,5888750,4910514,4864583,5888121,4910491,4864570,5888291,4910514,4864579,5888169,4910489,4864587,5890455,4910491,4864585,5889667,4910509,4864593,5889146,4910512,4864580,5889457,4910492,4864577
