dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5029242,3719443,3654252,5026664,3719441,3654247,5025934,3719467,3654258,5027425,3719471,3654242,5027809,3719475,3654263,5027416,3719462,3654297,5027526,3719500,3654258,5028224,3719488,3654295,5027169,3719519,3654271,5025915,3719520,3654300
256,5054139,3756697,3692132,5052345,3756726,3692114,5051221,3756699,3692112,5053319,3756712,3692111,5052289,3756699,3692135,5052638,3756708,3692126,5051960,3756716,3692116,5052405,3756739,3692120,5052639,3756724,3692127,5052042,3756747,3692126
512,5077049,3793969,3729996,5077118,3793983,3729979,5076855,3793964,3730017,5079586,3793991,3729989,5077905,3794007,3729977,5079552,3793994,3729995,5079280,3794002,3730008,5078653,3794011,3729998,5078439,3794008,3729996,5079838,3793995,3729992
768,5103301,3831286,3767861,5104602,3831255,3767869,5104876,3831280,3767888,5104901,3831278,3767875,5104239,3831288,3767889,5105945,3831278,3767849,5104612,3831273,3767858,5103311,3831279,3767874,5105061,3831278,3767878,5105676,3831292,3767873
1024,5128826,3868533,3805702,5131852,3868531,3805709,5130016,3868516,3805700,5128123,3868497,3805694,5130131,3868538,3805707,5129832,3868536,3805716,5129573,3868555,3805725,5128679,3868535,3805730,5130900,3868531,3805711,5132096,3868513,3805706
1280,5155116,3905726,3843507,5156276,3905727,3843534,5154588,3905736,3843520,5155454,3905752,3843531,5157048,3905727,3843505,5156275,3905729,3843492,5155501,3905738,3843515,5156261,3905736,3843486,5157082,3905727,3843489,5157152,3905736,3843475
1536,5180810,3942999,3881367,5184413,3942989,3881357,5182421,3942987,3881366,5180720,3942991,3881356,5180905,3942979,3881346,5182535,3942976,3881338,5180428,3942966,3881344,5182370,3942983,3881341,5181656,3942987,3881328,5181799,3942990,3881326
1792,5207698,3980278,3919194,5206690,3980256,3919204,5206639,3980255,3919198,5208122,3980250,3919207,5206778,3980274,3919219,5210073,3980264,3919212,5207658,3980278,3919221,5207925,3980276,3919205,5208236,3980251,3919207,5207743,3980268,3919203
2048,5233916,4017548,3957078,5232423,4017553,3957097,5233210,4017536,3957079,5234941,4017527,3957068,5233338,4017529,3957051,5233491,4017525,3957078,5232533,4017521,3957080,5232315,4017511,3957046,5234412,4017526,3957069,5232840,4017522,3957078
2304,5261108,4054780,3994899,5258078,4054799,3994918,5258675,4054793,3994893,5258463,4054786,3994905,5259462,4054821,3994906,5259420,4054789,3994902,5257391,4054761,3994894,5258486,4054793,3994908,5260399,4054787,3994879,5259198,4054777,3994879
2560,5285998,4092002,4032669,5286280,4091994,4032681,5282899,4091973,4032693,5284677,4091969,4032666,5285114,4091974,4032682,5284852,4091970,4032674,5285804,4091994,4032649,5285068,4091972,4032695,5284010,4091950,4032656,5285706,4091981,4032675
