dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5087585,3717317,3653792,5088047,3717328,3653797,5087646,3717357,3653802,5088119,3717371,3653787,5089691,3717362,3653816
1024,5192031,3866417,3805246,5193028,3866416,3805254,5191073,3866425,3805244,5189876,3866424,3805250,5191710,3866421,3805252
2048,5295250,4015461,3956663,5293817,4015476,3956641,5293553,4015463,3956665,5292577,4015469,3956652,5295103,4015468,3956666
3072,5397585,4164525,4108014,5396344,4164527,4107985,5397411,4164522,4107984,5396658,4164513,4107980,5399210,4164523,4107996
4096,5499198,4313586,4259302,5499489,4313586,4259299,5498073,4313589,4259284,5498370,4313576,4259283,5499621,4313576,4259297
5120,5603182,4462696,4410592,5604308,4462674,4410581,5601321,4462691,4410587,5603001,4462686,4410613,5601762,4462697,4410595
6144,5704798,4611811,4561855,5703930,4611813,4561871,5705315,4611811,4561889,5704762,4611793,4561858,5706465,4611782,4561865
7168,5808183,4760984,4713189,5809385,4760979,4713164,5808495,4760973,4713170,5808281,4760962,4713164,5808918,4760964,4713161
8192,5911251,4910114,4864432,5910199,4910114,4864420,5910133,4910121,4864408,5910997,4910115,4864400,5912166,4910087,4864390
9216,6015386,5059302,5015597,6013627,5059292,5015596,6014722,5059295,5015599,6012213,5059293,5015614,6012644,5059319,5015621
10240,6116937,5208515,5166922,6115726,5208511,5166906,6118410,5208517,5166918,6117058,5208509,5166898,6116404,5208507,5166910
11264,6220630,5357764,5318222,6221512,5357780,5318212,6220118,5357774,5318201,6220216,5357744,5318210,6220759,5357757,5318209
12288,6323214,5507093,5469574,6323768,5507090,5469544,6322578,5507089,5469565,6324062,5507069,5469551,6322930,5507088,5469569
13312,6427095,5656464,5620930,6424943,5656459,5620933,6427297,5656468,5620948,6424968,5656481,5620922,6425253,5656482,5620950
14336,6529397,5805947,5772384,6530462,5805922,5772377,6528796,5805930,5772366,6528872,5805934,5772348,6528572,5805922,5772381
15360,6632379,5955429,5923846,6632467,5955437,5923868,6632899,5955453,5923852,6632051,5955464,5923853,6633670,5955442,5923843
16384,6735891,6104985,6075344,6736448,6104995,6075348,6735114,6104985,6075356,6735584,6105004,6075346,6735385,6104997,6075368
17408,6839100,6254527,6226810,6837712,6254530,6226828,6838011,6254536,6226831,6839372,6254546,6226821,6838024,6254530,6226816
18432,6943810,6404116,6378326,6942929,6404115,6378327,6941072,6404106,6378308,6942373,6404107,6378313,6940987,6404110,6378308
19456,7044794,6553704,6529770,7043811,6553694,6529750,7044707,6553682,6529754,7044462,6553703,6529760,7044558,6553709,6529761
20480,7149024,6703251,6681217,7148918,6703240,6681232,7147298,6703247,6681216,7147960,6703238,6681237,7147968,6703230,6681226
21504,7249716,6852857,6832751,7250820,6852838,6832759,7249438,6852823,6832756,7250441,6852835,6832733,7250951,6852834,6832722
22528,7352327,7002447,6984238,7354672,7002427,6984247,7354890,7002451,6984253,7352256,7002419,6984244,7350308,7002429,6984243
23552,7456098,7152030,7135716,7458399,7152017,7135716,7457733,7152025,7135722,7456963,7152018,7135736,7457152,7152035,7135720
24576,7560564,7301590,7287181,7559062,7301594,7287186,7559363,7301597,7287176,7560116,7301607,7287169,7559282,7301615,7287181
25600,7661839,7451184,7438652,7663652,7451190,7438666,7662986,7451196,7438667,7662393,7451195,7438640,7662787,7451209,7438659
26624,7765731,7600783,7590085,7765267,7600755,7590081,7765084,7600741,7590113,7764816,7600763,7590088,7765879,7600755,7590090
27648,7869573,7750358,7741553,7867415,7750347,7741572,7869771,7750352,7741550,7870078,7750363,7741584,7867873,7750369,7741574
28672,7971374,7899935,7893032,7970699,7899970,7893037,7972251,7899948,7893028,7970908,7899949,7893041,7970515,7899952,7893026
29696,8075680,8049533,8044468,8075238,8049514,8044484,8074452,8049528,8044465,8075032,8049513,8044475,8074858,8049513,8044478
30720,8177035,8199102,8195930,8177123,8199103,8195910,8177992,8199082,8195906,8178140,8199112,8195941,8176832,8199081,8195925
31744,8280710,8348653,8347341,8281798,8348637,8347344,8281465,8348638,8347345,8280343,8348655,8347333,8279676,8348659,8347344
32768,8381546,8498247,8498800,8381765,8498232,8498802,8384704,8498246,8498810,8384011,8498248,8498821,8384122,8498254,8498841
33792,8487112,8647811,8650265,8487998,8647824,8650250,8485346,8647807,8650257,8488298,8647805,8650270,8485225,8647800,8650265
34816,8590579,8797413,8801742,8590003,8797418,8801736,8587438,8797417,8801760,8588344,8797437,8801750,8589190,8797436,8801750
35840,8692603,8947012,8953225,8694508,8946995,8953226,8693639,8947024,8953224,8692759,8947007,8953225,8694503,8947000,8953224
36864,8796765,9096587,9104693,8795119,9096587,9104697,8796858,9096580,9104706,8795250,9096594,9104699,8796046,9096598,9104700
37888,8898858,9246215,9256212,8901114,9246226,9256216,8899866,9246216,9256214,8897859,9246227,9256219,8898745,9246223,9256201
38912,9001925,9395821,9407723,9003258,9395809,9407727,9002796,9395809,9407720,9001342,9395805,9407739,9002138,9395806,9407722
39936,9103271,9545393,9559217,9104697,9545404,9559239,9104965,9545414,9559245,9104935,9545401,9559238,9106350,9545400,9559231
40960,9208267,9694986,9710741,9207695,9695001,9710729,9209220,9694992,9710740,9207067,9694989,9710737,9205862,9694998,9710735
41984,9311514,9844587,9862268,9311761,9844597,9862272,9310586,9844581,9862269,9312479,9844576,9862277,9310612,9844608,9862271
43008,9413410,9994186,10013822,9412281,9994167,10013811,9415726,9994195,10013819,9413979,9994181,10013824,9415449,9994192,10013804
44032,9518214,10143760,10165350,9517867,10143747,10165343,9517984,10143735,10165359,9516776,10143746,10165363,9515638,10143732,10165354
45056,9620502,10293341,10316919,9620759,10293357,10316911,9623109,10293344,10316928,9619165,10293339,10316915,9620502,10293357,10316914
46080,9724039,10442926,10468524,9725512,10442912,10468517,9724115,10442912,10468527,9722731,10442918,10468509,9723196,10442915,10468541
47104,9825710,10592473,10620150,9825613,10592486,10620151,9826750,10592483,10620142,9825789,10592496,10620135,9826262,10592487,10620147
48128,9930302,10742032,10771736,9927396,10742049,10771744,9929586,10742038,10771732,9931676,10742033,10771733,9927380,10742036,10771744
49152,10031894,10891668,10923316,10034039,10891683,10923290,10033204,10891661,10923278,10033306,10891661,10923303,10032617,10891654,10923292
50176,10133529,11041224,11074910,10133036,11041226,11074905,10136467,11041228,11074918,10134593,11041227,11074904,10136499,11041220,11074928
51200,10239790,11190785,11226574,10239166,11190784,11226570,10236831,11190770,11226567,10240027,11190785,11226558,10241878,11190788,11226547
52224,10339846,11340343,11378227,10341159,11340338,11378205,10342862,11340328,11378219,10341435,11340321,11378194,10340695,11340314,11378205
53248,10443688,11489901,11529930,10444891,11489908,11529927,10443360,11489904,11529933,10446014,11489908,11529936,10445486,11489905,11529953
54272,10547356,11639428,11681607,10548724,11639413,11681602,10548059,11639409,11681592,10545971,11639395,11681604,10548373,11639417,11681624
55296,10652798,11788931,11833345,10651123,11788951,11833346,10651800,11788908,11833322,10651446,11788913,11833315,10652304,11788938,11833315
56320,10754395,11938436,11985076,10753741,11938439,11985078,10754091,11938449,11985075,10752451,11938447,11985082,10754724,11938429,11985060
57344,10859521,12087926,12136859,10856692,12087918,12136860,10855915,12087926,12136848,10855742,12087932,12136868,10857813,12087940,12136843
58368,10958824,12237328,12288751,10960402,12237324,12288759,10959444,12237334,12288748,10958156,12237332,12288765,10961247,12237324,12288753
59392,11062254,12386771,12440637,11064169,12386772,12440639,11062860,12386770,12440627,11063229,12386767,12440646,11063460,12386733,12440608
60416,11166177,12536263,12592305,11166667,12536236,12592326,11164917,12536224,12592296,11165221,12536235,12592318,11169018,12536227,12592315
61440,11269544,12685645,12744196,11269189,12685639,12744189,11269778,12685638,12744177,11268856,12685647,12744172,11268698,12685634,12744184
62464,11373349,12835062,12896186,11374156,12835064,12896169,11372646,12835078,12896151,11374782,12835052,12896145,11372944,12835074,12896165
63488,11474685,12984481,13048211,11478122,12984476,13048211,11475287,12984488,13048216,11475509,12984467,13048208,11475109,12984476,13048208
64512,11579179,13133860,13200307,11578828,13133847,13200314,11579707,13133839,13200314,11577139,13133861,13200322,11578063,13133838,13200308
