dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
34816,8610455,8798064,8802699,8609189,8798050,8802690,8609231,8798065,8802706,8608372,8798066,8802709,8610835,8798072,8802725
35840,8713743,8947637,8954218,8713572,8947630,8954202,8713847,8947629,8954209,8713678,8947632,8954212,8713224,8947612,8954207
36864,8816901,9097169,9105704,8816720,9097179,9105702,8816600,9097177,9105714,8816660,9097177,9105700,8814535,9097183,9105703
37888,8919916,9246794,9257292,8919735,9246790,9257280,8918842,9246796,9257261,8921222,9246784,9257295,8918734,9246768,9257262
38912,9023456,9396333,9408734,9022392,9396312,9408754,9020873,9396315,9408756,9021389,9396325,9408746,9022629,9396306,9408752
39936,9125044,9545874,9560276,9124028,9545855,9560251,9124857,9545843,9560272,9125982,9545881,9560279,9128372,9545882,9560276
40960,9229520,9695379,9711763,9230363,9695396,9711771,9229156,9695376,9711769,9229246,9695367,9711747,9228976,9695381,9711774
41984,9332558,9844974,9863318,9333511,9844939,9863323,9332945,9844952,9863330,9332051,9844934,9863318,9333767,9844940,9863330
43008,9436784,9994502,10014873,9436801,9994508,10014868,9435480,9994518,10014881,9436260,9994501,10014874,9436623,9994527,10014871
44032,9540450,10144065,10166433,9540398,10144085,10166443,9539215,10144068,10166448,9539992,10144082,10166445,9540370,10144072,10166449
45056,9642671,10293615,10318037,9642644,10293626,10318029,9641308,10293616,10318012,9643140,10293610,10318030,9642170,10293598,10318025
46080,9743319,10443140,10469596,9746404,10443138,10469582,9746995,10443122,10469583,9746635,10443153,10469570,9745808,10443132,10469579
47104,9849985,10592651,10621190,9850543,10592659,10621176,9848047,10592672,10621169,9849131,10592664,10621205,9849502,10592679,10621196
48128,9953167,10742203,10772835,9951329,10742207,10772847,9952446,10742188,10772844,9951911,10742187,10772855,9953110,10742184,10772847
49152,10055429,10891713,10924488,10054072,10891704,10924491,10055922,10891714,10924492,10054917,10891706,10924510,10055410,10891714,10924483
50176,10159350,11041226,11076132,10159031,11041227,11076134,10159633,11041223,11076143,10158692,11041208,11076107,10157149,11041218,11076123
51200,10264061,11190746,11227663,10262532,11190762,11227679,10263430,11190752,11227661,10263355,11190752,11227679,10261553,11190749,11227653
52224,10366799,11340206,11379302,10365264,11340224,11379297,10366906,11340202,11379285,10366161,11340211,11379285,10364242,11340221,11379312
53248,10467637,11489670,11530923,10469258,11489659,11530932,10468606,11489642,11530918,10470326,11489661,11530933,10467327,11489682,11530919
54272,10574549,11639187,11682658,10573751,11639165,11682645,10571268,11639174,11682656,10571410,11639167,11682664,10573817,11639181,11682665
55296,10676030,11788628,11834351,10675990,11788613,11834349,10675546,11788596,11834359,10677232,11788591,11834348,10674511,11788605,11834378
56320,10779347,11938029,11986064,10778433,11938045,11986045,10778404,11938024,11986058,10777627,11938021,11986031,10780886,11937991,11986052
57344,10881965,12087457,12137820,10883963,12087472,12137826,10881984,12087475,12137822,10882786,12087467,12137827,10881990,12087481,12137838
58368,10986601,12236863,12289614,10985865,12236877,12289605,10986680,12236853,12289596,10986488,12236868,12289599,10984554,12236851,12289592
59392,11089589,12386215,12441568,11088002,12386198,12441582,11089633,12386185,12441559,11089228,12386199,12441563,11090761,12386194,12441568
60416,11193200,12535608,12593489,11193014,12535602,12593498,11191904,12535589,12593497,11192654,12535614,12593490,11193744,12535592,12593483
61440,11296502,12685062,12745216,11296078,12685055,12745227,11295167,12685032,12745244,11295857,12685044,12745226,11294364,12685057,12745202
62464,11399290,12834398,12897149,11399258,12834384,12897143,11398874,12834376,12897148,11399132,12834377,12897132,11399214,12834381,12897134
63488,11503045,12983718,13049168,11501178,12983725,13049149,11502877,12983690,13049118,11503324,12983695,13049160,11500338,12983704,13049162
64512,11606476,13133028,13201226,11605390,13133056,13201259,11606362,13133050,13201219,11606201,13133032,13201237,11604965,13133030,13201235
