dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,6002896,5054283,5010750,6002973,5054255,5010734,6003556,5054264,5010721,6000912,5054255,5010724,6002338,5054255,5010730
1024,6075330,5158434,5116336,6074453,5158419,5116343,6074189,5158435,5116330,6075495,5158421,5116328,6075331,5158422,5116339
2048,6145073,5262624,5221950,6147224,5262621,5221963,6144477,5262622,5221942,6146428,5262621,5221952,6145637,5262614,5221951
3072,6217489,5366797,5327561,6219472,5366809,5327568,6219576,5366816,5327563,6217021,5366800,5327555,6218748,5366807,5327566
4096,6290399,5471013,5433162,6290277,5471006,5433164,6291993,5471008,5433160,6291011,5471026,5433166,6290759,5470989,5433158
5120,6363721,5575211,5538710,6362448,5575223,5538705,6362549,5575227,5538706,6362887,5575224,5538705,6361314,5575223,5538688
6144,6433092,5679392,5644285,6434577,5679407,5644286,6433796,5679394,5644281,6434185,5679401,5644294,6435168,5679409,5644277
7168,6506069,5783582,5749871,6504724,5783584,5749859,6506320,5783574,5749868,6505908,5783581,5749865,6506565,5783599,5749870
8192,6580258,5887782,5855469,6577748,5887786,5855480,6577846,5887787,5855481,6578193,5887784,5855478,6577646,5887792,5855480
9216,6647137,5991949,5961010,6649069,5991941,5961002,6649675,5991947,5961005,6646559,5991945,5961009,6649563,5991945,5961009
10240,6722114,6096177,6066614,6720341,6096192,6066600,6719701,6096175,6066604,6722378,6096177,6066607,6720231,6096176,6066605
11264,6794044,6200347,6172125,6792769,6200353,6172123,6790479,6200354,6172136,6793680,6200354,6172129,6793749,6200346,6172137
12288,6863772,6304560,6277695,6865519,6304567,6277687,6865515,6304566,6277680,6865487,6304561,6277684,6865599,6304566,6277674
13312,6937063,6408756,6383236,6936980,6408757,6383241,6936562,6408775,6383223,6937717,6408767,6383233,6936309,6408751,6383235
14336,7007010,6512948,6488746,7007129,6512941,6488749,7008647,6512947,6488746,7008976,6512939,6488748,7009717,6512945,6488747
15360,7081012,6617147,6594285,7080722,6617141,6594275,7078321,6617148,6594285,7078871,6617150,6594294,7080603,6617145,6594298
16384,7151522,6721315,6699765,7152559,6721315,6699779,7152068,6721303,6699763,7152533,6721303,6699778,7152398,6721309,6699774
17408,7223530,6825475,6805270,7224188,6825486,6805272,7223578,6825468,6805283,7224744,6825469,6805262,7225515,6825470,6805273
18432,7295459,6929666,6910789,7295684,6929663,6910786,7294858,6929672,6910797,7294628,6929665,6910794,7296164,6929688,6910789
19456,7366767,7033855,7016300,7366364,7033851,7016288,7366598,7033864,7016299,7365922,7033866,7016301,7366983,7033858,7016283
20480,7439851,7138024,7121785,7439965,7138031,7121781,7438355,7138027,7121773,7440242,7138033,7121775,7437777,7138039,7121789
21504,7511067,7242216,7227284,7509055,7242217,7227283,7511328,7242213,7227284,7510574,7242220,7227280,7511199,7242215,7227282
22528,7583412,7346403,7332758,7580989,7346398,7332742,7583228,7346409,7332748,7582237,7346410,7332751,7583215,7346396,7332739
23552,7655320,7450585,7438242,7655059,7450587,7438242,7651610,7450577,7438245,7655566,7450576,7438242,7653752,7450575,7438228
24576,7728007,7554762,7543740,7726534,7554748,7543736,7728580,7554766,7543742,7725356,7554760,7543744,7725677,7554773,7543738
25600,7799005,7658965,7649259,7799981,7658956,7649268,7798178,7658976,7649257,7798259,7658953,7649253,7796850,7658962,7649256
26624,7868723,7763136,7754743,7870190,7763149,7754756,7870313,7763140,7754756,7870087,7763140,7754759,7869095,7763138,7754743
27648,7941277,7867328,7860244,7940810,7867333,7860238,7940083,7867322,7860247,7940078,7867315,7860251,7939854,7867338,7860244
28672,8011771,7971493,7965714,8011468,7971502,7965726,8013524,7971503,7965719,8015414,7971494,7965710,8013341,7971505,7965721
29696,8086534,8075689,8071216,8084879,8075684,8071210,8085056,8075686,8071216,8086247,8075669,8071218,8087145,8075694,8071220
30720,8157448,8179900,8176727,8157757,8179897,8176726,8155976,8179897,8176726,8157978,8179901,8176722,8154411,8179882,8176734
31744,8229743,8284091,8282234,8228732,8284092,8282237,8229814,8284091,8282241,8230465,8284081,8282226,8228138,8284080,8282224
32768,8299893,8388248,8387698,8301652,8388243,8387702,8301692,8388244,8387708,8301264,8388243,8387698,8302273,8388251,8387711
33792,8372731,8492446,8493199,8373640,8492445,8493211,8372311,8492444,8493192,8372860,8492440,8493205,8372396,8492436,8493199
34816,8444222,8596622,8598684,8444529,8596616,8598691,8443911,8596616,8598696,8443191,8596617,8598701,8443964,8596626,8598697
35840,8515286,8700774,8704162,8518135,8700777,8704155,8515688,8700769,8704154,8514475,8700767,8704150,8514978,8700769,8704158
36864,8586829,8804968,8809664,8587766,8804971,8809675,8587986,8804979,8809671,8588934,8804994,8809665,8589506,8804975,8809676
37888,8658072,8909130,8915137,8661321,8909130,8915134,8661651,8909120,8915138,8660629,8909127,8915139,8658938,8909139,8915130
38912,8734919,9013328,9020654,8730168,9013327,9020657,8729848,9013313,9020636,8730623,9013322,9020647,8732182,9013329,9020638
39936,8803926,9117497,9126136,8804395,9117496,9126146,8802141,9117502,9126146,8801903,9117489,9126147,8802831,9117496,9126132
40960,8872750,9221662,9231644,8874733,9221667,9231638,8874886,9221660,9231652,8873454,9221671,9231637,8872263,9221665,9231649
