dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
41984,8946051,9325842,9337139,8946950,9325843,9337144,8947856,9325826,9337136,8947154,9325840,9337144,8946964,9325826,9337145
43008,9020280,9429993,9442634,9017476,9430001,9442627,9017556,9430005,9442639,9018105,9430004,9442647,9018262,9430009,9442639
44032,9090849,9534206,9548174,9090209,9534202,9548178,9091134,9534193,9548181,9089846,9534207,9548180,9090240,9534209,9548173
45056,9161726,9638372,9653722,9163072,9638380,9653725,9161656,9638390,9653711,9163366,9638380,9653708,9162320,9638385,9653718
46080,9232629,9742561,9759263,9233233,9742566,9759270,9233962,9742570,9759269,9234060,9742565,9759269,9234412,9742580,9759266
47104,9306720,9846762,9864819,9305378,9846758,9864822,9307006,9846750,9864814,9306293,9846755,9864808,9305684,9846757,9864820
48128,9378265,9950946,9970365,9375294,9950938,9970372,9379154,9950944,9970369,9378122,9950948,9970363,9378069,9950950,9970378
49152,9448895,10055134,10075912,9447772,10055150,10075927,9448571,10055142,10075926,9448989,10055137,10075918,9448895,10055137,10075913
50176,9521405,10159276,10181380,9520141,10159293,10181372,9520146,10159289,10181395,9518526,10159296,10181392,9522024,10159284,10181393
51200,9594624,10263474,10286929,9592161,10263473,10286936,9594417,10263460,10286934,9594228,10263471,10286943,9592238,10263461,10286932
52224,9663020,10367657,10392512,9663442,10367672,10392524,9663885,10367670,10392513,9663660,10367654,10392504,9666003,10367671,10392515
53248,9736836,10471844,10498082,9735577,10471846,10498094,9736696,10471853,10498080,9736640,10471848,10498092,9736522,10471858,10498087
54272,9809096,10576006,10603650,9806929,10576002,10603658,9810008,10576013,10603657,9808476,10576009,10603638,9806135,10576006,10603659
55296,9878566,10680198,10709242,9878764,10680197,10709246,9879572,10680200,10709245,9882670,10680196,10709254,9879517,10680205,10709250
56320,9950822,10784386,10814860,9951639,10784398,10814856,9951642,10784391,10814856,9951772,10784402,10814868,9952952,10784400,10814866
57344,10022990,10888589,10920467,10023735,10888591,10920475,10024557,10888602,10920471,10022451,10888598,10920478,10022061,10888595,10920486
58368,10097375,10992793,11026124,10093545,10992795,11026115,10097168,10992791,11026133,10094256,10992807,11026118,10097445,10992796,11026122
59392,10167067,11096997,11131773,10167254,11097006,11131785,10167267,11097009,11131775,10167197,11096996,11131776,10166486,11097019,11131773
60416,10237056,11201169,11237416,10238450,11201168,11237406,10238629,11201175,11237415,10239448,11201183,11237420,10239061,11201173,11237421
61440,10311537,11305378,11343081,10311006,11305392,11343081,10309565,11305373,11343088,10310778,11305387,11343087,10309872,11305374,11343086
62464,10382985,11409553,11448758,10384522,11409550,11448738,10383059,11409555,11448740,10382651,11409550,11448761,10383350,11409562,11448759
63488,10455246,11513720,11554404,10456402,11513732,11554412,10454893,11513734,11554422,10455027,11513731,11554432,10454382,11513714,11554415
64512,10526042,11617914,11660136,10525140,11617929,11660130,10526462,11617931,11660138,10526917,11617925,11660151,10526370,11617928,11660135
