dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5080492,3716929,3653303,5078427,3716959,3653280,5078529,3716979,3653302,5079858,3716959,3653301,5079777,3716965,3653307
1024,5182008,3865994,3804741,5182120,3865994,3804754,5182917,3866025,3804768,5183808,3866022,3804764,5182738,3866021,3804765
2048,5285886,4015085,3956204,5285665,4015077,3956194,5286760,4015077,3956168,5284778,4015077,3956186,5285245,4015059,3956185
3072,5387080,4164155,4107551,5388882,4164131,4107574,5387988,4164143,4107512,5389079,4164134,4107544,5388101,4164129,4107549
4096,5491770,4313184,4258842,5491549,4313194,4258858,5490182,4313198,4258851,5493610,4313192,4258839,5490075,4313209,4258852
5120,5593159,4462326,4410202,5595240,4462316,4410193,5593949,4462306,4410203,5593228,4462331,4410186,5594987,4462307,4410198
6144,5696973,4611468,4561527,5696570,4611438,4561488,5698108,4611472,4561518,5695861,4611467,4561502,5696879,4611469,4561503
7168,5799044,4760616,4712760,5800291,4760621,4712770,5798945,4760628,4712758,5801368,4760633,4712742,5799311,4760599,4712743
8192,5902867,4909815,4864084,5903315,4909819,4864089,5904292,4909824,4864083,5904505,4909837,4864115,5900627,4909836,4864089
9216,6005828,5059004,5015426,6006311,5059019,5015422,6006621,5059013,5015409,6004878,5059011,5015401,6004695,5059003,5015407
10240,6108166,5208282,5166765,6109340,5208264,5166755,6108269,5208301,5166751,6106801,5208284,5166746,6108783,5208285,5166732
11264,6212926,5357584,5318106,6212328,5357588,5318095,6212921,5357586,5318082,6212684,5357581,5318095,6210060,5357587,5318079
12288,6315358,5506924,5469460,6314530,5506920,5469440,6315689,5506906,5469457,6315821,5506892,5469442,6315186,5506885,5469421
13312,6418227,5656319,5620876,6417487,5656356,5620864,6417965,5656319,5620872,6417084,5656325,5620851,6417462,5656334,5620860
14336,6519551,5805820,5772335,6521129,5805817,5772319,6520293,5805813,5772333,6521329,5805806,5772345,6519818,5805820,5772332
15360,6624021,5955319,5923814,6623402,5955320,5923801,6625239,5955302,5923808,6623598,5955325,5923799,6624951,5955324,5923797
16384,6726023,6104879,6075267,6726037,6104890,6075269,6727577,6104874,6075248,6727827,6104866,6075255,6727774,6104892,6075270
17408,6828293,6254387,6226720,6829811,6254408,6226761,6830812,6254404,6226731,6830589,6254378,6226742,6830549,6254368,6226718
18432,6931744,6403965,6378278,6934193,6403980,6378267,6932349,6403969,6378282,6933545,6404005,6378296,6932012,6403953,6378290
19456,7036236,6553541,6529813,7037163,6553563,6529805,7035327,6553559,6529798,7035292,6553559,6529805,7036291,6553544,6529810
20480,7139917,6703120,6681312,7139081,6703136,6681300,7140173,6703130,6681319,7141292,6703118,6681300,7139341,6703118,6681309
21504,7242370,6852729,6832794,7242279,6852722,6832803,7241605,6852734,6832813,7242026,6852722,6832804,7243060,6852712,6832794
22528,7346031,7002366,6984364,7345544,7002353,6984344,7345088,7002346,6984342,7344970,7002332,6984330,7345434,7002336,6984335
23552,7449940,7151943,7135823,7446467,7151925,7135840,7446862,7151946,7135829,7450090,7151957,7135834,7449988,7151937,7135813
24576,7551192,7301503,7287265,7552271,7301511,7287289,7550974,7301516,7287279,7553239,7301528,7287287,7552213,7301509,7287299
25600,7656296,7451061,7438757,7653953,7451071,7438742,7654716,7451083,7438729,7654917,7451075,7438747,7653959,7451087,7438739
26624,7757439,7600694,7590231,7758963,7600693,7590231,7757454,7600657,7590217,7759253,7600687,7590240,7758111,7600701,7590236
27648,7862177,7750298,7741732,7862466,7750285,7741733,7862151,7750300,7741739,7861708,7750292,7741721,7859729,7750278,7741736
28672,7964327,7899852,7893166,7964182,7899844,7893161,7965159,7899827,7893150,7965027,7899836,7893157,7964448,7899851,7893153
29696,8067162,8049443,8044653,8067870,8049458,8044650,8069742,8049469,8044651,8067017,8049443,8044654,8066111,8049440,8044646
30720,8170354,8199021,8196104,8169317,8199011,8196113,8171170,8199029,8196092,8169065,8199017,8196105,8171418,8199027,8196107
31744,8273844,8348580,8347536,8271828,8348589,8347549,8273359,8348586,8347539,8273722,8348598,8347552,8274757,8348587,8347541
32768,8376429,8498193,8499038,8376912,8498174,8499040,8376188,8498203,8499039,8375277,8498205,8499028,8376305,8498196,8499039
33792,8479244,8647779,8650515,8479347,8647788,8650498,8477978,8647785,8650493,8478199,8647775,8650485,8479178,8647766,8650485
34816,8583054,8797386,8801992,8583695,8797411,8802010,8582555,8797384,8802011,8584402,8797390,8802032,8582496,8797398,8802013
35840,8685185,8947031,8953506,8685587,8947032,8953536,8684939,8947024,8953546,8685041,8947022,8953539,8684202,8947022,8953536
36864,8787321,9096592,9105016,8788550,9096610,9105011,8789117,9096608,9105016,8786643,9096609,9104995,8787761,9096617,9105000
