dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
37888,8893181,9246266,9256582,8891715,9246283,9256589,8894157,9246254,9256609,8890399,9246290,9256586,8892635,9246278,9256587
38912,8996062,9395837,9408050,8994209,9395832,9408066,8995376,9395827,9408059,8995308,9395855,9408071,8993991,9395843,9408075
39936,9097144,9545467,9559591,9099221,9545464,9559607,9098791,9545462,9559604,9098308,9545442,9559602,9097383,9545457,9559596
40960,9201811,9695027,9711141,9198676,9695045,9711138,9201550,9695049,9711128,9200537,9695042,9711129,9200088,9695046,9711107
41984,9303311,9844668,9862658,9305443,9844646,9862679,9303895,9844648,9862680,9301960,9844647,9862682,9305659,9844671,9862676
43008,9406707,9994227,10014214,9408720,9994233,10014196,9407202,9994253,10014227,9406957,9994251,10014222,9408043,9994240,10014193
44032,9509639,10143822,10165756,9510124,10143827,10165757,9510748,10143838,10165769,9510863,10143813,10165773,9509170,10143834,10165770
45056,9613350,10293426,10317332,9613536,10293424,10317323,9611743,10293428,10317321,9613197,10293436,10317333,9613477,10293412,10317319
46080,9717766,10443015,10468914,9714420,10442991,10468899,9717798,10443002,10468908,9716347,10442992,10468900,9718547,10442986,10468908
47104,9817904,10592551,10620502,9818020,10592564,10620491,9819587,10592554,10620490,9820172,10592547,10620478,9817480,10592560,10620486
48128,9922642,10742152,10772109,9923513,10742133,10772095,9922871,10742154,10772105,9922269,10742118,10772100,9920696,10742166,10772102
49152,10024488,10891710,10923787,10025547,10891721,10923785,10025528,10891692,10923780,10025832,10891690,10923759,10024647,10891702,10923772
50176,10128994,11041239,11075442,10127124,11041242,11075422,10127759,11041230,11075443,10130108,11041240,11075430,10126759,11041235,11075437
51200,10230620,11190750,11227016,10233260,11190769,11227012,10233057,11190747,11227014,10230904,11190749,11227016,10230292,11190775,11227035
52224,10334314,11340313,11378592,10334189,11340324,11378605,10334905,11340314,11378586,10336993,11340328,11378602,10333344,11340340,11378601
53248,10438350,11489857,11530266,10438333,11489834,11530275,10439437,11489840,11530259,10439271,11489838,11530245,10438110,11489829,11530264
54272,10540735,11639404,11682000,10541773,11639402,11681994,10545618,11639403,11682029,10539602,11639401,11681992,10543012,11639385,11681990
55296,10642832,11788908,11833721,10645170,11788902,11833690,10643915,11788914,11833724,10645367,11788911,11833710,10643967,11788912,11833715
56320,10747198,11938371,11985427,10748740,11938372,11985417,10746627,11938382,11985418,10747501,11938380,11985440,10747418,11938374,11985433
57344,10851465,12087876,12137217,10851993,12087878,12137224,10851219,12087895,12137210,10851383,12087889,12137219,10849607,12087872,12137195
58368,10952682,12237335,12288975,10953267,12237340,12288981,10955931,12237311,12288993,10955072,12237305,12288987,10953526,12237326,12288971
59392,11057367,12386773,12440809,11056473,12386731,12440815,11058681,12386759,12440820,11054824,12386760,12440808,11057434,12386768,12440805
60416,11161248,12536168,12592837,11159407,12536160,12592855,11161801,12536161,12592848,11160393,12536133,12592845,11161013,12536156,12592836
61440,11263638,12685556,12744799,11263329,12685539,12744780,11264292,12685531,12744777,11261638,12685527,12744783,11263604,12685537,12744771
62464,11366879,12834996,12896534,11366388,12835001,12896514,11367260,12835006,12896527,11366087,12835012,12896544,11365857,12835017,12896551
63488,11469916,12984401,13048523,11469189,12984391,13048529,11468706,12984405,13048542,11469599,12984386,13048524,11468774,12984406,13048544
64512,11570667,13133796,13200645,11573579,13133811,13200662,11573021,13133801,13200652,11572617,13133781,13200650,11572061,13133805,13200675
