dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5043334,3719796,3655534,5044075,3719827,3655564,5044382,3719838,3655549,5044594,3719835,3655566,5042653,3719838,3655583,5044546,3719858,3655561,5045331,3719843,3655594,5044693,3719851,3655585,5044415,3719849,3655580,5044175,3719864,3655571
256,5067870,3757106,3693454,5067164,3757125,3693450,5068714,3757110,3693435,5068949,3757132,3693449,5068727,3757114,3693449,5071132,3757139,3693454,5070352,3757126,3693454,5069556,3757136,3693449,5069574,3757122,3693461,5067354,3757138,3693455
512,5094172,3794393,3731339,5095472,3794409,3731321,5094929,3794421,3731341,5096822,3794420,3731332,5094231,3794423,3731336,5095458,3794421,3731344,5095016,3794415,3731339,5095557,3794405,3731323,5095373,3794411,3731338,5095316,3794417,3731327
768,5121118,3831648,3769190,5119090,3831676,3769174,5119700,3831678,3769184,5119957,3831664,3769169,5121619,3831655,3769170,5119804,3831670,3769175,5122175,3831681,3769184,5121913,3831664,3769166,5120038,3831652,3769186,5120051,3831660,3769176
1024,5145526,3868885,3806987,5147568,3868864,3806980,5145991,3868884,3807003,5146414,3868876,3806983,5145383,3868905,3806996,5147026,3868895,3806995,5146153,3868890,3806968,5146248,3868890,3806964,5146834,3868885,3806987,5147229,3868880,3806985
1280,5173574,3906115,3844821,5172269,3906128,3844822,5172406,3906134,3844836,5173350,3906124,3844816,5171634,3906147,3844806,5174150,3906114,3844817,5172559,3906132,3844805,5172339,3906130,3844801,5171720,3906136,3844790,5172020,3906123,3844797
1536,5197816,3943409,3882682,5198208,3943430,3882697,5197565,3943419,3882666,5196452,3943416,3882671,5198183,3943407,3882669,5197390,3943401,3882679,5199150,3943403,3882690,5198331,3943417,3882680,5198626,3943397,3882667,5197697,3943398,3882675
1792,5221116,3980660,3920518,5223281,3980645,3920503,5224592,3980646,3920530,5224495,3980647,3920511,5224284,3980656,3920506,5223802,3980660,3920500,5223733,3980660,3920516,5221715,3980651,3920515,5222731,3980644,3920503,5224588,3980690,3920517
2048,5250412,4017868,3958303,5250528,4017855,3958304,5248400,4017865,3958300,5248141,4017870,3958288,5248557,4017866,3958312,5248146,4017882,3958311,5249398,4017866,3958262,5248764,4017851,3958278,5249515,4017853,3958278,5250268,4017850,3958289
2304,5276698,4055145,3996133,5275619,4055123,3996131,5275527,4055134,3996128,5274872,4055130,3996137,5274565,4055130,3996151,5276000,4055140,3996143,5274729,4055147,3996124,5274992,4055144,3996132,5275486,4055122,3996105,5275293,4055126,3996158
2560,5300928,4092384,4033968,5302188,4092388,4033982,5301223,4092401,4033966,5302303,4092384,4033972,5301418,4092392,4033957,5300780,4092407,4033949,5300836,4092404,4033965,5300462,4092406,4033976,5301680,4092405,4033965,5300475,4092390,4033948
2816,5326088,4129683,4071828,5327768,4129687,4071832,5327015,4129673,4071825,5326719,4129685,4071838,5326850,4129681,4071841,5325880,4129689,4071844,5327318,4129682,4071814,5327648,4129707,4071822,5325718,4129694,4071827,5326916,4129708,4071845
3072,5353188,4166953,4109676,5351953,4166959,4109673,5352267,4166955,4109679,5350849,4166963,4109690,5351231,4166972,4109677,5351206,4166963,4109666,5351722,4166950,4109667,5351974,4166952,4109659,5352001,4166961,4109653,5351705,4166955,4109662
3328,5377212,4204157,4147425,5379258,4204168,4147438,5379374,4204141,4147424,5377201,4204148,4147431,5379862,4204178,4147426,5378968,4204158,4147419,5378263,4204143,4147424,5377514,4204164,4147414,5377402,4204185,4147439,5379166,4204154,4147418
3584,5403855,4241407,4185241,5402805,4241402,4185250,5404483,4241407,4185250,5402985,4241424,4185258,5404525,4241425,4185267,5403988,4241409,4185257,5403419,4241417,4185247,5402773,4241400,4185248,5403411,4241402,4185241,5404224,4241406,4185257
3840,5429380,4278698,4223110,5430755,4278708,4223109,5428911,4278697,4223109,5429670,4278696,4223100,5429968,4278684,4223095,5430671,4278702,4223097,5430302,4278692,4223099,5429127,4278705,4223106,5430980,4278665,4223098,5428757,4278685,4223099
4096,5453755,4315973,4260935,5456745,4315985,4260943,5455686,4315974,4260942,5455244,4315974,4260958,5457956,4315970,4260949,5456267,4315956,4260947,5455330,4315974,4260949,5455450,4315966,4260953,5452766,4315969,4260923,5454657,4315988,4260935
4352,5481804,4353201,4298710,5481392,4353177,4298720,5480914,4353202,4298713,5481339,4353177,4298724,5480356,4353202,4298718,5480782,4353193,4298714,5481568,4353193,4298712,5479644,4353195,4298722,5480861,4353191,4298720,5481026,4353189,4298709
4608,5506566,4390454,4336545,5506261,4390450,4336535,5505852,4390448,4336536,5506473,4390470,4336539,5506870,4390459,4336544,5504042,4390465,4336537,5505296,4390462,4336543,5506595,4390456,4336550,5506966,4390474,4336533,5506649,4390446,4336558
4864,5531468,4427731,4374373,5533253,4427731,4374377,5533107,4427737,4374383,5533418,4427725,4374366,5533061,4427729,4374386,5532517,4427741,4374380,5533544,4427721,4374377,5529874,4427722,4374385,5532689,4427729,4374365,5531093,4427726,4374361
