dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5031292,3718374,3653214,5030294,3718420,3653241,5029358,3718407,3653245,5030435,3718408,3653241,5027850,3718423,3653258,5030739,3718419,3653258,5029156,3718407,3653236,5029869,3718427,3653256,5029161,3718456,3653295,5029441,3718440,3653282
256,5054127,3755672,3691092,5053910,3755643,3691092,5055076,3755663,3691095,5056484,3755664,3691109,5056302,3755656,3691096,5055180,3755699,3691101,5054916,3755693,3691101,5058088,3755687,3691126,5057283,3755698,3691108,5055129,3755678,3691090
512,5081236,3792925,3728979,5079948,3792930,3728990,5082382,3792957,3729017,5081084,3792979,3728988,5082638,3792967,3729006,5080006,3792934,3729015,5079263,3792944,3728983,5078431,3792975,3729002,5080853,3792956,3729016,5079551,3792956,3729005
768,5108179,3830230,3766890,5108254,3830224,3766878,5107390,3830247,3766850,5106672,3830205,3766868,5105729,3830237,3766874,5107352,3830221,3766882,5107537,3830232,3766877,5107908,3830225,3766882,5107164,3830252,3766866,5106659,3830231,3766871
1024,5132511,3867504,3804768,5132663,3867512,3804763,5134292,3867521,3804741,5133551,3867530,3804780,5133221,3867517,3804766,5134083,3867521,3804754,5133308,3867533,3804763,5132057,3867515,3804755,5133221,3867491,3804750,5133192,3867519,3804759
1280,5158878,3904774,3842630,5159152,3904760,3842622,5160367,3904778,3842608,5158199,3904775,3842619,5158726,3904768,3842589,5159561,3904749,3842592,5160673,3904753,3842587,5158787,3904750,3842610,5157813,3904755,3842607,5158873,3904767,3842604
1536,5184930,3941999,3880431,5184522,3941995,3880406,5184385,3942008,3880417,5183576,3941980,3880421,5183418,3941957,3880393,5184187,3941979,3880383,5184651,3941971,3880401,5186177,3941987,3880406,5183525,3941963,3880391,5183691,3941983,3880402
1792,5210460,3979247,3918268,5210761,3979227,3918254,5210175,3979225,3918237,5210730,3979238,3918266,5209211,3979251,3918256,5210272,3979241,3918271,5212627,3979223,3918249,5211630,3979251,3918247,5208894,3979240,3918250,5208689,3979221,3918256
2048,5235984,4016530,3956126,5236139,4016507,3956121,5235587,4016512,3956129,5235788,4016543,3956146,5236581,4016528,3956138,5234963,4016524,3956136,5236811,4016532,3956159,5236253,4016546,3956126,5235482,4016521,3956140,5234710,4016528,3956111
2304,5260962,4053805,3993997,5262041,4053790,3993998,5260276,4053802,3993996,5261499,4053798,3994000,5261832,4053809,3993997,5262113,4053812,3993985,5262969,4053809,3993996,5262114,4053824,3994008,5260361,4053809,3993989,5260712,4053807,3993987
2560,5287060,4091016,4031793,5286225,4091032,4031801,5288298,4091024,4031791,5290047,4091019,4031798,5285659,4091030,4031811,5287968,4091029,4031814,5288576,4091012,4031790,5287709,4091017,4031780,5286323,4091026,4031788,5285918,4091030,4031808
2816,5313880,4128306,4069652,5312395,4128302,4069620,5314708,4128326,4069664,5313354,4128296,4069648,5313496,4128308,4069647,5313757,4128291,4069644,5311791,4128291,4069620,5314318,4128283,4069609,5312159,4128279,4069623,5313635,4128274,4069630
3072,5338759,4165602,4107534,5339319,4165611,4107518,5338432,4165584,4107516,5339780,4165607,4107531,5337892,4165613,4107531,5338494,4165582,4107516,5338948,4165569,4107501,5340992,4165597,4107499,5338067,4165612,4107517,5337590,4165605,4107516
3328,5363884,4202882,4145361,5364995,4202840,4145365,5364321,4202838,4145361,5366630,4202883,4145343,5366387,4202862,4145388,5363751,4202876,4145383,5364717,4202889,4145342,5364281,4202864,4145349,5365013,4202866,4145351,5365936,4202857,4145366
3584,5390548,4240090,4183164,5391466,4240081,4183145,5391488,4240078,4183154,5392463,4240104,4183149,5391277,4240078,4183173,5391345,4240088,4183155,5393086,4240069,4183154,5390963,4240084,4183150,5392352,4240083,4183167,5393157,4240070,4183143
3840,5416649,4277341,4220979,5416343,4277366,4221007,5418235,4277364,4221021,5417305,4277357,4220986,5417762,4277356,4221007,5416382,4277336,4221008,5417977,4277336,4220963,5418168,4277330,4220963,5417423,4277351,4220997,5416104,4277341,4220975
4096,5443980,4314640,4258839,5442973,4314646,4258852,5442402,4314637,4258846,5443535,4314654,4258885,5442958,4314668,4258856,5444836,4314671,4258864,5443477,4314655,4258874,5442651,4314663,4258871,5441572,4314652,4258864,5443846,4314656,4258867
4352,5469843,4351984,4296756,5469197,4351953,4296747,5468683,4351963,4296767,5469131,4351983,4296752,5468142,4351960,4296761,5468317,4351962,4296765,5468222,4351959,4296753,5467387,4351977,4296744,5468581,4351963,4296755,5469438,4351981,4296764
4608,5494546,4389268,4334591,5494695,4389243,4334594,5494514,4389255,4334607,5495232,4389262,4334621,5494342,4389254,4334598,5495338,4389247,4334596,5495185,4389227,4334612,5493634,4389246,4334578,5495127,4389253,4334585,5494505,4389229,4334573
4864,5520721,4426476,4372385,5521424,4426479,4372381,5521226,4426476,4372375,5519268,4426467,4372383,5520685,4426471,4372380,5518878,4426490,4372389,5521038,4426478,4372395,5519357,4426467,4372384,5520408,4426474,4372379,5518225,4426476,4372365
5120,5545429,4463746,4410218,5548690,4463741,4410220,5547239,4463766,4410203,5547694,4463753,4410211,5546745,4463750,4410230,5546200,4463767,4410227,5548369,4463756,4410226,5545454,4463766,4410217,5547770,4463760,4410235,5545370,4463763,4410229
5376,5569980,4501054,4448103,5571461,4501058,4448105,5570971,4501043,4448082,5571332,4501072,4448087,5573145,4501061,4448090,5573399,4501047,4448073,5573775,4501051,4448106,5573076,4501051,4448069,5573027,4501043,4448070,5573551,4501042,4448061
5632,5596675,4538332,4485928,5597058,4538349,4485917,5598273,4538354,4485910,5596976,4538332,4485933,5597247,4538338,4485937,5598178,4538349,4485941,5598799,4538332,4485896,5596530,4538360,4485934,5599208,4538337,4485918,5597032,4538348,4485936
5888,5623638,4575573,4523716,5623367,4575592,4523707,5622408,4575571,4523720,5623743,4575608,4523716,5623747,4575579,4523726,5622963,4575588,4523718,5623346,4575553,4523734,5623444,4575588,4523718,5622671,4575574,4523726,5622865,4575563,4523730
