dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5080647,3718893,3654013,5082640,3718926,3654033,5081532,3718931,3654046,5080086,3718960,3654051,5082426,3718970,3654066,5079644,3718956,3654088,5081385,3718987,3654080,5082287,3718989,3654080,5082729,3718986,3654090,5082345,3718999,3654100
256,5107232,3756291,3691983,5107257,3756266,3692002,5105601,3756272,3692002,5106948,3756277,3691987,5106952,3756297,3692028,5105496,3756299,3691996,5107192,3756307,3692018,5107361,3756301,3692022,5108646,3756311,3692030,5106647,3756331,3692007
512,5132431,3793586,3729920,5131380,3793603,3729906,5132259,3793583,3729902,5132824,3793610,3729913,5131484,3793629,3729918,5133468,3793618,3729904,5131647,3793606,3729922,5134025,3793612,3729924,5133572,3793602,3729916,5132102,3793620,3729916
768,5158524,3830828,3767711,5158205,3830844,3767734,5159649,3830830,3767731,5158249,3830838,3767714,5158036,3830825,3767714,5157274,3830825,3767706,5157488,3830819,3767721,5157666,3830822,3767722,5157768,3830816,3767723,5158987,3830825,3767707
1024,5181480,3868086,3805570,5184210,3868096,3805563,5183579,3868090,3805577,5181724,3868118,3805585,5183256,3868091,3805577,5182678,3868115,3805570,5184543,3868091,3805576,5182928,3868101,3805572,5184514,3868105,3805558,5183276,3868091,3805542
1280,5210013,3905388,3843454,5209138,3905395,3843438,5209374,3905389,3843459,5210395,3905392,3843461,5209066,3905389,3843470,5209890,3905385,3843448,5208686,3905394,3843428,5208757,3905375,3843442,5211888,3905403,3843428,5209712,3905396,3843463
1536,5237772,3942654,3881276,5235139,3942644,3881286,5235985,3942654,3881298,5234910,3942640,3881284,5234283,3942656,3881298,5234042,3942675,3881293,5235302,3942634,3881290,5236343,3942660,3881277,5234683,3942652,3881284,5233814,3942629,3881264
1792,5261811,3979936,3919163,5261245,3979930,3919168,5260823,3979920,3919140,5262920,3979931,3919143,5260246,3979961,3919176,5259994,3979925,3919155,5261424,3979954,3919172,5260817,3979938,3919148,5260112,3979934,3919168,5259742,3979936,3919134
2048,5287701,4017150,3956973,5285264,4017160,3956945,5284502,4017152,3956969,5286589,4017155,3956960,5285166,4017145,3956953,5286336,4017162,3956971,5286890,4017158,3956959,5286443,4017158,3956947,5285666,4017166,3956953,5285373,4017163,3956950
2304,5311365,4054425,3994805,5309980,4054412,3994795,5311945,4054402,3994801,5311636,4054427,3994774,5311930,4054406,3994778,5311591,4054401,3994762,5313115,4054409,3994769,5312021,4054412,3994773,5312851,4054416,3994776,5313085,4054429,3994756
2560,5337671,4091676,4032658,5338174,4091716,4032650,5337900,4091710,4032650,5338813,4091691,4032646,5339268,4091673,4032640,5337679,4091680,4032637,5337171,4091689,4032626,5337994,4091683,4032637,5336695,4091674,4032636,5338586,4091682,4032635
2816,5362890,4128965,4070487,5363246,4128958,4070485,5363899,4128963,4070474,5363154,4128968,4070495,5364548,4128988,4070472,5362483,4128951,4070472,5361721,4128963,4070468,5361280,4128968,4070475,5362579,4128965,4070465,5362716,4128942,4070461
3072,5386692,4166181,4108260,5388776,4166180,4108285,5388933,4166181,4108265,5389482,4166176,4108298,5388947,4166177,4108296,5389041,4166172,4108283,5388791,4166166,4108263,5390097,4166175,4108256,5388778,4166165,4108253,5391072,4166180,4108263
3328,5413643,4203403,4146094,5414498,4203425,4146112,5415179,4203453,4146113,5414770,4203471,4146119,5414032,4203449,4146110,5414672,4203463,4146113,5415315,4203462,4146116,5414691,4203455,4146118,5415241,4203460,4146090,5414622,4203458,4146084
3584,5438346,4240777,4183991,5440608,4240744,4183983,5439227,4240761,4183975,5439664,4240743,4183990,5439252,4240748,4183976,5441273,4240744,4183996,5440447,4240747,4183995,5441576,4240736,4183991,5438311,4240774,4183992,5439639,4240762,4183991
3840,5466234,4278051,4221829,5463408,4278031,4221832,5465737,4278043,4221833,5466504,4278045,4221822,5465051,4278037,4221830,5465323,4278022,4221836,5466189,4278042,4221813,5466235,4278044,4221832,5466445,4278042,4221829,5466341,4278040,4221829
4096,5491501,4315261,4259614,5491608,4315276,4259617,5492469,4315275,4259597,5490851,4315275,4259629,5490738,4315268,4259640,5491555,4315280,4259633,5490327,4315272,4259616,5492043,4315290,4259627,5491983,4315279,4259646,5492760,4315281,4259616
4352,5516331,4352553,4297463,5517567,4352530,4297467,5517593,4352526,4297461,5516614,4352553,4297449,5516719,4352558,4297469,5519808,4352539,4297462,5517903,4352540,4297472,5517137,4352549,4297457,5517419,4352542,4297457,5517574,4352535,4297454
