dac_code,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad,iSense,VSense,VLoad
0,5985879,5055858,5010692,5985379,5055826,5010671,5984873,5055817,5010669,5985777,5055815,5010671,5984223,5055819,5010667,5983974,5055804,5010663,5985676,5055815,5010656,5985729,5055816,5010647,5985958,5055802,5010647,5984263,5055812,5010647
256,6003283,5081868,5037082,6000768,5081853,5037072,6002451,5081860,5037084,6001410,5081856,5037073,6001704,5081857,5037064,6002260,5081858,5037079,6000800,5081861,5037079,6003040,5081854,5037068,6002141,5081843,5037068,6002250,5081857,5037060
512,6021144,5107887,5063472,6021263,5107895,5063476,6022795,5107896,5063462,6019229,5107890,5063463,6019919,5107885,5063460,6020616,5107878,5063459,6021053,5107882,5063462,6020905,5107881,5063450,6020482,5107878,5063460,6020117,5107879,5063443
768,6037678,5133894,5089835,6039644,5133889,5089838,6037628,5133890,5089841,6036491,5133887,5089835,6040656,5133895,5089833,6039963,5133891,5089834,6039766,5133901,5089815,6037109,5133888,5089819,6039192,5133891,5089822,6039530,5133890,5089825
1024,6057185,5159921,5116228,6057684,5159923,5116227,6056718,5159920,5116221,6056368,5159917,5116198,6056172,5159923,5116217,6056673,5159921,5116223,6057552,5159896,5116210,6056376,5159907,5116216,6057069,5159912,5116226,6059284,5159903,5116195
1280,6075185,5185988,5142654,6075016,5185983,5142651,6076461,5185994,5142658,6074253,5185984,5142662,6074199,5185994,5142658,6074018,5185988,5142649,6072920,5185989,5142649,6074531,5185989,5142651,6076002,5185980,5142646,6074670,5185977,5142655
1536,6091875,5212031,5169056,6092591,5212034,5169059,6093325,5212038,5169055,6094251,5212039,5169049,6092409,5212028,5169050,6092905,5212030,5169045,6091540,5212026,5169053,6093258,5212028,5169057,6093830,5212031,5169048,6093843,5212027,5169045
1792,6111267,5238028,5195426,6109048,5238032,5195417,6110532,5238034,5195414,6110527,5238028,5195419,6111926,5238031,5195419,6111702,5238039,5195418,6109888,5238029,5195408,6109610,5238031,5195405,6112070,5238024,5195416,6110210,5238046,5195409
2048,6128355,5264086,5221827,6129504,5264072,5221818,6128466,5264063,5221803,6128312,5264066,5221812,6130600,5264062,5221803,6128791,5264062,5221799,6127227,5264058,5221801,6128319,5264061,5221805,6128804,5264056,5221807,6129496,5264066,5221804
2304,6146714,5290133,5248240,6146952,5290118,5248223,6146728,5290127,5248219,6147895,5290124,5248223,6147652,5290125,5248224,6148871,5290119,5248220,6147904,5290120,5248218,6147280,5290131,5248218,6146474,5290123,5248224,6146622,5290118,5248235
2560,6163212,5316176,5274649,6165424,5316182,5274641,6166076,5316177,5274637,6166583,5316181,5274646,6165104,5316176,5274628,6165074,5316168,5274625,6164886,5316174,5274623,6165014,5316169,5274618,6164933,5316172,5274636,6166469,5316172,5274620
2816,6183794,5342193,5301008,6184262,5342192,5300999,6182879,5342179,5301003,6183465,5342192,5301009,6183212,5342187,5300998,6182036,5342185,5301000,6181916,5342189,5301001,6184339,5342190,5301001,6183253,5342185,5301008,6184080,5342188,5301007
3072,6200986,5368224,5327400,6203621,5368220,5327406,6200547,5368209,5327391,6199260,5368220,5327394,6200102,5368216,5327397,6201358,5368216,5327404,6200409,5368213,5327401,6198841,5368231,5327406,6202257,5368222,5327398,6202823,5368214,5327395
3328,6217240,5394296,5353827,6219766,5394286,5353812,6220833,5394282,5353810,6217584,5394281,5353825,6218602,5394280,5353816,6220700,5394279,5353825,6218370,5394276,5353817,6219073,5394281,5353816,6218802,5394278,5353816,6218276,5394271,5353814
3584,6237800,5420331,5380215,6237300,5420317,5380221,6237003,5420323,5380215,6236378,5420316,5380216,6237061,5420333,5380210,6237669,5420317,5380235,6236279,5420331,5380218,6239381,5420323,5380216,6238233,5420325,5380218,6237158,5420318,5380230
3840,6255820,5446332,5406588,6254790,5446338,5406595,6256004,5446337,5406582,6253840,5446330,5406577,6255094,5446321,5406575,6254304,5446329,5406576,6253720,5446342,5406579,6255287,5446325,5406579,6255581,5446328,5406577,6257078,5446334,5406580
4096,6273628,5472380,5432987,6274294,5472378,5432987,6273808,5472371,5432981,6275169,5472375,5432987,6272514,5472370,5432987,6273740,5472376,5432984,6271833,5472384,5432971,6272492,5472378,5432985,6274667,5472380,5432987,6274077,5472378,5432986
