0,5990845,5056177,5993044,5056137,5991614,5056149
2048,6133725,5264451,6133721,5264467,6134484,5264466
4096,6276990,5472777,6278357,5472775,6278121,5472763
6144,6420953,5681138,6421574,5681121,6422513,5681132
8192,6564933,5889427,6565214,5889433,6565745,5889439
10240,6706630,6097711,6707744,6097714,6707796,6097714
12288,6853254,6306046,6853919,6306063,6851390,6306057
14336,6994384,6514353,6997336,6514367,6995168,6514355
16384,7139582,6722648,7138712,6722656,7139745,6722655
18432,7283444,6930944,7282859,6930942,7283707,6930950
20480,7424638,7139218,7424117,7139223,7425496,7139225
22528,7568829,7347479,7567366,7347496,7569622,7347492
24576,7713146,7555790,7711653,7555792,7710629,7555800
26624,7854957,7764078,7854289,7764083,7856817,7764084
28672,7998630,7972335,7998214,7972327,7999821,7972350
30720,8142495,8180618,8141797,8180618,8145097,8180619
32768,8285459,8388914,8285795,8388928,8287747,8388928
34816,8429604,8597174,8429368,8597176,8430408,8597170
36864,8573110,8805448,8573258,8805443,8572220,8805449
38912,8715302,9013729,8714944,9013716,8714253,9013719
40960,8857432,9221992,8859779,9221995,8859064,9221994
43008,9000322,9430265,9001522,9430259,9001541,9430260
45056,9144605,9638546,9147209,9638547,9146071,9638556
47104,9289360,9846828,9290977,9846825,9288113,9846834
49152,9432259,10055104,9432709,10055114,9430747,10055107
51200,9576142,10263397,9578178,10263398,9576713,10263403
53248,9719175,10471724,9718773,10471718,9720070,10471727
55296,9862144,10680020,9861892,10680032,9862008,10680032
57344,10005044,10888319,10006121,10888337,10003990,10888336
59392,10149693,11096643,10150918,11096660,10150415,11096657
61440,10294087,11304941,10292754,11304954,10293320,11304950
63488,10437633,11513229,10436039,11513253,10436684,11513237
