0,5100680,3716358,5101630,3716354,5102622,3716392
2048,5307702,4014547,5305775,4014558,5306225,4014537
4096,5511732,4312748,5514242,4312749,5515236,4312755
6144,5718896,4611051,5717597,4611042,5721248,4611038
8192,5925511,4909449,5923268,4909448,5926850,4909451
10240,6130136,5207917,6131321,5207916,6130154,5207934
12288,6336885,5506594,6337186,5506596,6336584,5506600
14336,6542747,5805523,6544854,5805524,6543549,5805520
16384,6750603,6104660,6749794,6104656,6752139,6104657
18432,6957354,6403873,6955368,6403868,6956581,6403890
20480,7161217,6703093,7162820,6703100,7161902,6703073
22528,7368992,7002351,7369932,7002350,7368177,7002341
24576,7576544,7301565,7575203,7301558,7575881,7301572
26624,7782710,7600789,7782525,7600787,7781502,7600805
28672,7989028,7900048,7989015,7900036,7990254,7900053
30720,8196355,8199271,8196371,8199272,8194702,8199280
32768,8402700,8498470,8402587,8498491,8401599,8498498
34816,8607124,8797741,8607660,8797752,8609458,8797724
36864,8816363,9096952,8814769,9096978,8814257,9096982
38912,9021064,9396202,9020506,9396214,9020665,9396224
40960,9228157,9695416,9226864,9695403,9227798,9695400
43008,9433941,9994623,9433628,9994641,9433041,9994632
45056,9641587,10293858,9638960,10293846,9641346,10293851
47104,9848110,10593018,9846305,10593010,9845429,10593001
49152,10052103,10892171,10053548,10892146,10052999,10892150
51200,10260886,11191317,10259329,11191316,10260096,11191316
53248,10466040,11490379,10465230,11490367,10466670,11490347
55296,10672006,11789451,10672004,11789448,10672636,11789461
57344,10879326,12088454,10879244,12088463,10879034,12088465
59392,11086130,12387335,11086403,12387330,11087144,12387338
61440,11292785,12686330,11290705,12686312,11291939,12686306
63488,11499094,12985134,11496994,12985137,11497402,12985134
