0,5077240,3720058,5074036,3720054,5073770,3720098
2048,5280555,4018077,5280908,4018071,5279724,4018037
4096,5486550,4316152,5485332,4316147,5487045,4316164
6144,5692761,4614258,5690353,4614275,5692202,4614266
8192,5896102,4912533,5898282,4912539,5898229,4912529
10240,6103710,5210872,6102309,5210859,6102984,5210869
12288,6311087,5509405,6309623,5509407,6309531,5509404
14336,6514373,5808218,6516861,5808191,6516189,5808224
16384,6720881,6107173,6718540,6107167,6720063,6107173
18432,6928771,6406212,6926253,6406204,6926758,6406153
20480,7132683,6705191,7135006,6705200,7132574,6705194
22528,7340647,7004264,7338230,7004277,7338869,7004275
24576,7544605,7303290,7545881,7303287,7545669,7303299
26624,7751249,7602347,7752269,7602350,7754454,7602346
28672,7959145,7901401,7958237,7901374,7957418,7901358
30720,8165619,8200448,8161913,8200437,8163294,8200432
32768,8370806,8499437,8370275,8499447,8369153,8499434
34816,8574801,8798517,8576028,8798514,8577229,8798490
36864,8782027,9097505,8781459,9097495,8781451,9097493
38912,8986818,9396567,8987707,9396561,8988344,9396566
40960,9191848,9695552,9193410,9695551,9195886,9695547
43008,9398976,9994623,9400657,9994637,9400312,9994661
45056,9607351,10293663,9604900,10293671,9607312,10293667
47104,9811775,10592630,9811830,10592622,9812884,10592620
49152,10017412,10891569,10018808,10891554,10018806,10891588
51200,10224462,11190530,10222884,11190531,10226014,11190528
53248,10431616,11489472,10430518,11489469,10430415,11489453
55296,10635929,11788317,10638692,11788293,10637624,11788302
57344,10843732,12087070,10842634,12087096,10843088,12087083
59392,11049132,12385809,11048695,12385802,11048819,12385786
61440,11254492,12684439,11254039,12684431,11254097,12684420
63488,11461119,12983137,11462094,12983109,11461198,12983121
