0,5075079,3720129,5073695,3720133,5075336,3720166
2048,5281442,4018107,5282152,4018107,5279341,4018101
4096,5485750,4316184,5487302,4316224,5486752,4316214
6144,5692121,4614312,5692166,4614295,5691936,4614309
8192,5897757,4912564,5897774,4912567,5896487,4912578
10240,6105694,5210899,6103961,5210878,6104429,5210898
12288,6310619,5509467,6308908,5509431,6309479,5509444
14336,6517088,5808217,6515213,5808243,6514399,5808218
16384,6722058,6107184,6723625,6107185,6723479,6107174
18432,6928474,6406191,6930340,6406176,6928253,6406190
20480,7134545,6705199,7133254,6705212,7134380,6705201
22528,7339891,7004271,7340018,7004271,7339617,7004277
24576,7545866,7303278,7547583,7303284,7545617,7303269
26624,7752656,7602337,7752088,7602337,7751651,7602332
28672,7956926,7901351,7959104,7901358,7957819,7901354
30720,8166046,8200407,8164191,8200425,8164180,8200442
32768,8371110,8499418,8369649,8499439,8370789,8499417
34816,8574269,8798490,8577155,8798490,8576435,8798468
36864,8783842,9097468,8781722,9097470,8782628,9097453
38912,8987612,9396551,8987898,9396541,8988683,9396544
40960,9194663,9695523,9196277,9695544,9193505,9695536
43008,9400005,9994610,9398184,9994632,9401623,9994616
45056,9609175,10293640,9607820,10293617,9607089,10293627
47104,9812838,10592574,9813356,10592562,9812469,10592580
49152,10018150,10891583,10019901,10891561,10020334,10891558
51200,10225223,11190488,10225209,11190468,10223855,11190489
53248,10430706,11489421,10431342,11489437,10431794,11489407
55296,10636995,11788253,10635857,11788255,10638368,11788244
57344,10843527,12087039,10843495,12087036,10843992,12087017
59392,11048870,12385691,11049820,12385677,11051066,12385656
61440,11256373,12684421,11255832,12684487,11256099,12684419
63488,11463502,12983059,11461057,12983074,11461198,12983033
