0,5974713,5054269,5975391,5054246,5973600,5054241
2048,6120584,5262621,6119386,5262609,6120082,5262598
4096,6261354,5470988,6261875,5470983,6264875,5470979
6144,6405879,5679352,6407916,5679356,6407154,5679350
8192,6549774,5887701,6551632,5887706,6550573,5887709
10240,6694634,6096088,6693611,6096079,6694861,6096088
12288,6840165,6304490,6838661,6304503,6839668,6304496
14336,6982547,6512884,6982503,6512872,6980225,6512877
16384,7127168,6721250,7127532,6721249,7126786,6721250
18432,7270546,6929594,7269544,6929601,7271369,6929597
20480,7415734,7137941,7417340,7137932,7415069,7137943
22528,7559380,7346290,7558186,7346298,7559932,7346300
24576,7702093,7554681,7701463,7554688,7702869,7554676
26624,7846454,7763037,7846421,7763046,7846143,7763047
28672,7989774,7971394,7990573,7971403,7991474,7971396
30720,8134240,8179753,8134264,8179754,8135534,8179757
32768,8275972,8388129,8279091,8388120,8278745,8388129
34816,8421737,8596480,8423667,8596493,8421349,8596494
36864,8567159,8804829,8565736,8804835,8565563,8804836
38912,8710036,9013165,8709675,9013176,8710741,9013185
40960,8855409,9221511,8852949,9221509,8854453,9221517
43008,8997175,9429838,8997918,9429850,8997371,9429852
45056,9141559,9638209,9139702,9638194,9142462,9638207
47104,9286702,9846561,9284315,9846548,9286315,9846562
49152,9430299,10054936,9430299,10054929,9431206,10054924
51200,9573127,10263234,9574047,10263241,9571992,10263250
53248,9717852,10471617,9715446,10471616,9715601,10471618
55296,9863593,10679985,9859823,10680001,9860758,10679984
57344,10003935,10888344,10005731,10888352,10004360,10888362
59392,10149278,11096734,10148299,11096738,10148311,11096740
61440,10294157,11305084,10292993,11305095,10293178,11305105
63488,10436156,11513450,10436877,11513448,10438474,11513454
