0,5066618,3721171,5064834,3721165,5067393,3721184
2048,5271157,4019010,5273044,4019023,5272967,4019020
4096,5476513,4316939,5476254,4316952,5478232,4316937
6144,5683013,4614979,5683797,4614980,5683465,4614954
8192,5888869,4913119,5887504,4913106,5888223,4913107
10240,6093473,5211386,6094042,5211368,6095109,5211366
12288,6300554,5509819,6297220,5509803,6299381,5509832
14336,6505090,5808542,6506661,5808543,6503080,5808537
16384,6711275,6107421,6713728,6107423,6711693,6107422
18432,6917258,6406369,6915779,6406359,6914398,6406359
20480,7123079,6705332,7122776,6705326,7121137,6705337
22528,7330295,7004298,7327808,7004295,7328179,7004294
24576,7534546,7303343,7535932,7303321,7535456,7303310
26624,7739231,7602296,7739823,7602293,7739918,7602282
28672,7946922,7901317,7946154,7901303,7947637,7901289
30720,8151206,8200261,8152586,8200261,8150912,8200284
32768,8358532,8499255,8357386,8499256,8359055,8499255
34816,8563596,8798286,8565126,8798292,8563835,8798277
36864,8770548,9097383,8770369,9097366,8770876,9097378
38912,8975874,9396395,8973759,9396370,8976326,9396364
40960,9181631,9695388,9180735,9695415,9181254,9695363
43008,9387823,9994395,9387937,9994418,9385629,9994415
45056,9592761,10293413,9593584,10293399,9592964,10293409
47104,9797116,10592344,9800202,10592357,9800205,10592362
49152,10005119,10891289,10005576,10891308,10008020,10891299
51200,10211022,11190227,10209977,11190244,10209953,11190196
53248,10416961,11489086,10415228,11489072,10416514,11489080
55296,10620662,11787931,10621869,11787956,10624237,11787932
57344,10828289,12086669,10828742,12086683,10827217,12086653
59392,11035064,12385426,11032839,12385414,11034415,12385415
61440,11241416,12684084,11240538,12684098,11239887,12684076
63488,11445804,12982764,11444615,12982755,11445957,12982739
